stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
medieval_food_bread_bound_venison_mortrews	Medieval	Prepared	Meat	mortrews	bread-bound venison mortrews	Pounded game meat and bread are beaten smooth, enriched with stock, and served as thick medieval mortrews.	Dark game, pepper, and toasted crumb create a dense courtly savour.	meat	Rich	Cooked	Good	480	25	EraSpecific
medieval_food_fish_mortrews_for_fast_day	Medieval	Prepared	Fish	mortrews	fast-day fish mortrews	Boned fish is pounded with almond milk and bread into a smooth substitute for meat-day mortrews.	Nutty richness and mild fish carry pepper, saffron-like warmth, and salt.	fish	Rich	Cooked	Good	450	25	EraSpecific
medieval_food_saffroned_frumenty_with_meat	Medieval	Prepared	Grain	frumenty	saffroned frumenty with meat	Boiled wheat is enriched with broth, egg, and carved meat beneath a bright courtly yellow tint.	Creamy grain, rich juices, and aromatic warmth form a festive savour.	wheat	Rich	Cooked	Good	550	22	EraSpecific
medieval_food_almond_frumenty_for_lent	Medieval	Prepared	Grain	frumenty	Lenten almond frumenty	Cracked wheat cooks in almond milk with dried fruit for a fasting version of ceremonial frumenty.	Nutty grain and tart fruit finish with restrained honeyed sweetness.	wheat	Rich	Cooked	Good	500	21	EraSpecific
medieval_food_funeral_frumenty_bowl	Medieval	Prepared	Grain	bowl	a funeral frumenty bowl	Solemnly served wheat frumenty is enriched enough for communal memorial hospitality without ostentatious decoration.	Soft grain, dairy-like almond richness, and spice taste soberly comforting.	wheat	Hearty	Cooked	Good	550	18	EraSpecific
medieval_food_monastic_fasting_pease_pudding	Medieval	Prepared	Pulse	pudding	a monastic fasting pease pudding	Split pulses are cooked to a firm sliceable mass with herbs permitted for a disciplined fast.	Earthy peas, onion, and bitter greens make plain institutional fare.	food	Staple	Cooked	Standard	500	10	EraSpecific
medieval_food_monastic_almond_pottage	Medieval	Prepared	Soup	pottage	a monastic almond pottage	Ground almonds turn a vegetable pottage creamy without meat or dairy on a strict fasting day.	Nutty milk rounds leafy bitterness, onion sweetness, and mild pepper.	vegetable	Hearty	Cooked	Good	550	17	EraSpecific
medieval_food_infirmary_bread_panada	Medieval	Prepared	Bread	panada	an infirmary bread panada	Fine bread is dissolved in light broth and strained into a smooth restorative dish for the sick.	Gentle wheat and mild stock taste soft, warm, and lightly salted.	bread	Standard	Cooked	Good	400	9	EraSpecific
medieval_food_infirmary_almond_rice	Medieval	Prepared	Grain	rice	infirmary almond rice	Soft rice simmered in almond milk is prepared as refined, easily eaten nourishment for an invalid.	Clean grain sweetness and nutty creaminess leave a soothing finish.	rice	Standard	Cooked	Good	400	14	EraSpecific
medieval_food_alms_house_bread_pottage	Medieval	Prepared	Stew	pottage	an alms-house bread pottage	Donated bread ends are boiled with pulses and garden greens for communal medieval poor relief.	Sour crumb, earthy beans, and bitter leaves create sustaining austerity.	bread	Hearty	Cooked	Standard	600	7	EraSpecific
medieval_food_hospital_pilgrim_stew	Medieval	Prepared	Stew	stew	a hospital pilgrim stew	A regulated serving of pulses, roots, and permitted meat nourishes travellers in a religious hospital.	Mild stock, earthy vegetables, and sparse meat taste wholesome and plain.	meat	Hearty	Cooked	Standard	650	12	EraSpecific
medieval_food_guild_feast_pottage	Medieval	Prepared	Stew	pottage	a guild-feast pottage	Several meats, dried fruit, and costly spice thicken a ceremonial pottage served at a craft guild feast.	Rich stock balances sweet fruit, peppery warmth, and tender meat.	meat	Feast	Cooked	VeryGood	750	34	EraSpecific
medieval_food_royal_heraldic_subtlety	Medieval	Prepared	Sweet	subtlety	a heraldic sugar subtlety	Coloured sugar paste and edible supports form a small heraldic display between courses at a royal feast.	Concentrated sweetness carries rose-like perfume and delicate warm spice.	honey	Feast	ShelfStable	Great	500	70	EraSpecific
medieval_food_castle_shaped_bread_subtlety	Medieval	Prepared	Bread	subtlety	a castle-shaped bread subtlety	Fine dough, coloured paste, and gilded details create a miniature edible castle for ceremonial service.	Sweet wheat, honey, and fragrant spice sit beneath crisp decorative surfaces.	bread	Feast	Bread	Great	900	65	EraSpecific
medieval_food_sainted_figure_marchpane	Medieval	Prepared	Sweet	figure	a sainted marchpane figure	Ground almond confection has been moulded and painted as a small saint for a high-status feast day.	Dense almond sweetness tastes floral, smooth, and faintly toasted.	food	Feast	ShelfStable	Great	350	55	EraSpecific
medieval_food_gilded_marchpane_tablet	Medieval	Prepared	Sweet	tablet	a gilded marchpane tablet	A polished almond-sugar tablet bears stamped court emblems and patches of edible gold.	Rich nut paste and refined sweetness leave a perfumed luxurious finish.	food	Feast	ShelfStable	Great	300	60	EraSpecific
medieval_food_rosewater_almond_launde	Medieval	Prepared	Sweet	confection	a rose-scented almond confection	A pale medieval almond sweet is pressed into small lozenges and scented with rose water.	Floral perfume lifts dense nuttiness and clear lingering sweetness.	food	Rich	ShelfStable	VeryGood	180	32	EraSpecific
medieval_food_honeyed_ginger_bread_mass	Medieval	Prepared	Sweet	bread	a pressed honey-ginger bread	Honey, fine crumbs, and costly ginger are pressed into a dark dense slab rather than oven-baked.	Fiery ginger cuts sticky sweetness and toasted bread depth.	bread	Sweet	ShelfStable	Good	250	22	EraSpecific
medieval_food_stamped_spice_gingerbread	Medieval	Prepared	Sweet	gingerbread	stamped medieval gingerbread	A honey-bound bread confection holds a deeply stamped image dusted with aromatic spice.	Warm ginger, floral honey, and dark crumb make an intense sweet bite.	bread	Rich	ShelfStable	VeryGood	220	28	EraSpecific
medieval_food_monastery_honey_wafer	Medieval	Prepared	Sweet	wafer	a monastery honey wafer	Thin batter is pressed between engraved irons into a crisp devotional wafer sweetened with honey.	Delicate wheat crackles with floral sweetness and faint toasted bitterness.	wheat	Sweet	Dry	Good	80	10	EraSpecific
medieval_food_court_spice_wafer_roll	Medieval	Prepared	Sweet	wafer	a rolled court spice wafer	A fragile patterned wafer is curled while hot and filled with fragrant sweetened crumbs.	Crisp wheat gives way to honey, cinnamon-like warmth, and nutty filling.	wheat	Rich	Dry	VeryGood	100	18	EraSpecific
medieval_food_lenten_almond_wafer	Medieval	Prepared	Sweet	wafer	a Lenten almond wafer	Almond milk replaces forbidden dairy in this thin, iron-pressed fasting-day wafer.	The brittle sheet tastes nutty, lightly sweet, and gently toasted.	wheat	Sweet	Dry	Good	70	12	EraSpecific
medieval_food_cheese_filled_rissoles	Medieval	Prepared	Dairy	rissoles	cheese-filled medieval rissoles	Spiced cheese is enclosed in thin dough parcels and fried for a rich meatless feast course.	Crisp pastry releases tangy melted curd, herbs, and pepper.	cheese	Rich	Cooked	Good	240	18	EraSpecific
medieval_food_meat_filled_rissoles	Medieval	Prepared	Meat	rissoles	meat-filled medieval rissoles	Finely chopped seasoned meat is sealed in small pastry rounds and fried to a deep gold.	Hot crisp dough surrounds rich mince, fruit sweetness, and spice.	meat	Rich	Cooked	Good	260	20	EraSpecific
medieval_food_lenten_fish_rissoles	Medieval	Prepared	Fish	rissoles	Lenten fish rissoles	Pounded fish and herbs fill fried pastry parcels devised for an elaborate fasting table.	Briny mince, green fragrance, and crisp wheat make indulgent fast fare.	fish	Rich	Cooked	Good	250	20	EraSpecific
medieval_food_herb_cheese_tart_de_bry	Medieval	Prepared	Dairy	tart	a herb cheese tart	Soft cheese, eggs, and fresh herbs set inside a shallow medieval pastry shell.	Tangy curd and green aromatics enrich the crisp, eggy crust.	cheese	Rich	Cooked	Good	450	22	EraSpecific
medieval_food_saffron_cheese_tart	Medieval	Prepared	Dairy	tart	a saffroned cheese tart	A bright yellow cheese custard fills a finely raised pastry case for a wealthy table.	Rich egg and curd carry aromatic warmth and a buttery wheat finish.	cheese	Feast	Cooked	VeryGood	500	32	EraSpecific
medieval_food_herb_flower_omelette	Medieval	Prepared	Egg	omelette	a flowered herb omelette	An egg dish is folded around fresh herbs and edible blossoms in a fashionable seasonal presentation.	Soft egg tastes green, peppery, floral, and gently browned.	egg	Rich	Cooked	Good	300	18	EraSpecific
medieval_food_sweet_spiced_egg_tart	Medieval	Prepared	Egg	tart	a sweet spiced egg tart	A smooth egg custard sweetened with honey and warm spice fills a small medieval pastry case.	Silky richness meets floral sweetness, nutmeg-like warmth, and crisp wheat.	egg	Rich	Cooked	VeryGood	350	25	EraSpecific
medieval_food_raised_meat_coffin	Medieval	Prepared	Meat	coffin	a raised meat coffin	Stiff hot-water pastry forms a tall self-supporting case packed with seasoned medieval meat filling.	Dense crust encloses rich juices, pepper, herbs, and deeply savoury meat.	meat	Feast	Cooked	VeryGood	1000	42	EraSpecific
medieval_food_raised_game_pie_with_jelly	Medieval	Prepared	Meat	pie	a jellied raised game pie	A tall decorated pastry holds game meat and clear savoury jelly poured through its lid after baking.	Cool gelatin, dark meat, spice, and sturdy crust create layered richness.	meat	Feast	Preserved	VeryGood	900	45	EraSpecific
medieval_food_small_hand_coffin_pie	Medieval	Prepared	Meat	pie	a small hand-raised coffin pie	Thick freestanding pastry protects a compact meat filling suited to market sale or travel.	Peppered meat juices soften the inner crust while the outside stays firm.	meat	Rich	Cooked	Good	350	20	EraSpecific
medieval_food_lenten_fish_coffin	Medieval	Prepared	Fish	coffin	a Lenten fish coffin	A raised pastry case encloses boned fish, dried fruit, and spice for formal fasting-day service.	Sweet fruit and aromatic heat enliven briny flesh and dense wheat.	fish	Feast	Cooked	VeryGood	850	40	EraSpecific
medieval_food_lamprey_spice_pie	Medieval	Prepared	Fish	pie	a spiced lamprey pie	Rich lamprey pieces bake with wine, crumbs, and costly spices under a patterned pastry lid.	Oily fish, fruity acidity, and warm spice saturate the crisp crust.	fish	Feast	Cooked	VeryGood	700	44	EraSpecific
medieval_food_stockfish_almond_pie	Medieval	Prepared	Fish	pie	a stockfish almond pie	Reconstituted dried fish and almond-thickened sauce fill a robust pie intended for a fast day.	Salty fish softens beneath nut cream, herbs, and browned pastry.	fish	Rich	Cooked	Good	650	28	EraSpecific
medieval_food_pork_fruit_powdered_pie	Medieval	Prepared	Meat	pie	a powdered meat-and-fruit pie	Chopped meat and dried fruit are baked together beneath a heavy dusting of medieval sweet spice.	Rich savour alternates with tart fruit, pepper, and fragrant sweetness.	meat	Feast	Cooked	VeryGood	800	38	EraSpecific
medieval_food_bird_filled_battalia_pie	Medieval	Prepared	Poultry	pie	a bird-filled battalia pie	Several small birds and seasoned forcemeat crowd an imposing raised pie built for spectacle.	Different meats, pastry, herbs, and spice create lavish layered savour.	meat	Feast	Cooked	Great	1300	68	EraSpecific
medieval_food_egg_and_fruit_fast_pie	Medieval	Prepared	Egg	pie	an egg-and-fruit fast pie	Boiled eggs and dried fruit fill a meatless pastry seasoned for a less restrictive medieval fast.	Rich yolk, tart sweetness, and warm spice contrast with sturdy crust.	egg	Rich	Cooked	Good	600	27	EraSpecific
medieval_food_green_herb_tansy	Medieval	Prepared	Egg	tansy	a green herb tansy	Eggs and bitter spring herbs form a vivid green griddle cake served according to seasonal custom.	Leafy bitterness cuts rich egg with pepper and browned butter notes.	egg	Rich	Cooked	Good	320	18	EraSpecific
medieval_food_sweet_fruit_tansy	Medieval	Prepared	Egg	tansy	a sweet fruit tansy	A thick egg tansy contains cooked orchard fruit and is finished with honey for feast service.	Tart fruit brightens soft egg, browned edges, and floral sweetness.	egg	Rich	Cooked	Good	350	21	EraSpecific
medieval_food_heraldic_jellied_meat	Medieval	Prepared	Meat	dish	a heraldic jellied meat dish	Different coloured meat jellies are cut and arranged into a noble badge on a serving board.	Cool savour, spice, and tender meat vary beneath the decorative surface.	meat	Feast	Preserved	Great	700	50	EraSpecific
medieval_food_galantine_of_game	Medieval	Prepared	Meat	galantine	a spiced game galantine	Roasted game rests beneath a sharp, spiced bread-thickened sauce allowed to set around it.	Dark meat meets sour wine, pepper, and aromatic toasted crumbs.	meat	Rich	Preserved	VeryGood	600	34	EraSpecific
medieval_food_galantine_of_fish	Medieval	Prepared	Fish	galantine	a fasting fish galantine	Cooked fish is coated in a tangy spiced sauce thickened with bread for formal cold service.	Sharp acidity and pepper wake the cool fish beneath a silky crumb sauce.	fish	Rich	Preserved	VeryGood	500	30	EraSpecific
medieval_food_green_sauce_cold_fowl	Medieval	Prepared	Poultry	fowl	cold fowl with green sauce	Sliced cooked fowl is presented cold beneath a vivid medieval sauce of herbs, bread, and vinegar.	Fresh green sharpness cuts through tender poultry and cool rendered fat.	meat	Rich	Preserved	Good	500	26	EraSpecific
medieval_food_cameline_sauced_meat	Medieval	Prepared	Meat	meat	meat in cameline sauce	Carved meat is dressed with a cinnamon-coloured medieval bread sauce sharpened by vinegar and spice.	Sweet aromatics, sourness, and toasted crumb frame the rich meat.	meat	Rich	Cooked	Good	500	27	EraSpecific
medieval_food_black_pepper_sauce_game	Medieval	Prepared	Meat	game	game in black pepper sauce	A dark bread-thickened pepper sauce coats pieces of game in a dramatic high-table preparation.	Pungent spice and sour stock heighten the meat's deep woodland savour.	meat	Rich	Cooked	VeryGood	520	31	EraSpecific
medieval_food_egredouce_meat_bowl	Medieval	Prepared	Meat	egredouce	a sweet-sour meat egredouce	Meat pieces simmer in a medieval sweet-sour sauce of onion, wine, fruit, and spice.	Tartness and fruit sweetness alternate around peppery, succulent meat.	meat	Rich	Cooked	Good	550	27	EraSpecific
medieval_food_almond_thickened_fasting_sauce_fish	Medieval	Prepared	Fish	fish	fish in almond fasting sauce	Cooked fish lies under a smooth almond-milk sauce devised for an elaborate Lenten course.	Nut cream, clean brine, and gentle spice taste refined and mellow.	fish	Rich	Cooked	VeryGood	480	30	EraSpecific
medieval_food_byzantine_honey_vinegar_fish	Medieval	Prepared	Fish	fish	Byzantine sweet-sour fish	Fried fish is kept beneath a honeyed vinegar dressing with herbs for a Byzantine courtly table.	Bright sourness and floral sweetness sharpen oily fish and crisp edges.	fish	Rich	Preserved	VeryGood	500	31	EraSpecific
medieval_food_byzantine_spiced_meat_paste	Medieval	Prepared	Meat	paste	Byzantine spiced meat paste	Cooked meat is pounded smooth with wine, crumbs, and aromatics into a rich spreadable preparation.	Deep savour, fruity acidity, and spice unfold through the soft paste.	meat	Rich	Cooked	Good	350	23	EraSpecific
medieval_food_byzantine_cheese_honey_cake	Medieval	Prepared	Dairy	cake	a Byzantine cheese-and-honey cake	Fresh cheese and grain bake into a dense cake glazed generously with honey for a festive table.	Tangy curd, floral syrup, and toasted wheat form mellow richness.	cheese	Rich	Cooked	VeryGood	500	28	EraSpecific
medieval_food_byzantine_layered_sesame_pastry	Medieval	Prepared	Sweet	pastry	a Byzantine sesame-layered pastry	Thin dough layers enclose crushed sesame and honey in a carefully cut palace sweet.	Nutty seed richness and floral sweetness cling to crisp delicate pastry.	dough	Rich	Dry	VeryGood	220	26	EraSpecific
medieval_food_byzantine_monastic_lentil_paste	Medieval	Prepared	Pulse	paste	a Byzantine monastic lentil paste	Lentils are cooked and pounded with herbs into a disciplined meatless monastery dish.	Earthy pulse, bitter greens, and sharp aromatics taste austere but sustaining.	food	Standard	Cooked	Standard	420	11	EraSpecific
medieval_food_byzantine_fasting_stuffed_leaves	Medieval	Prepared	Vegetable	leaves	Byzantine fasting stuffed leaves	Leaves wrap seasoned grain, herbs, and dried fruit without meat for a formal fasting meal.	Tart greenery encloses sweet fruit, aromatic rice, and gentle sourness.	rice	Hearty	Cooked	Good	380	20	EraSpecific
medieval_food_byzantine_court_stuffed_fowl	Medieval	Prepared	Poultry	fowl	a Byzantine court stuffed fowl	A whole bird is filled with spiced grain, fruit, and minced meat before careful palace roasting.	Rich poultry juices soak sweet fruit and aromatic, savoury rice.	meat	Feast	Cooked	VeryGood	1100	48	EraSpecific
medieval_food_byzantine_fish_roe_spread	Medieval	Prepared	Fish	spread	a Byzantine fish-roe spread	Salted roe is pounded with soaked bread and sharp seasoning into a smooth fasting-table spread.	Forceful brine and creamy eggs meet sourness and soft wheat.	fish	Rich	Preserved	Good	280	23	EraSpecific
medieval_food_byzantine_wine_jellied_fowl	Medieval	Prepared	Poultry	fowl	wine-jellied Byzantine fowl	Fowl pieces set within wine-darkened savoury jelly form an ornate chilled palace dish.	Fruity acidity and cool spice surround tender, richly seasoned poultry.	meat	Feast	Preserved	VeryGood	650	40	EraSpecific
medieval_food_norman_herb_stuffed_piglet	Medieval	Prepared	Meat	piglet	a medieval herb-stuffed piglet	A small whole pig is packed with herbs, crumbs, and offal for a conspicuous lordly roast.	Crisp skin and rich meat release pepper, green herbs, and savoury stuffing.	meat	Feast	Cooked	Great	2500	75	EraSpecific
medieval_food_boars_head_ceremonial_service	Medieval	Prepared	Meat	head	a ceremonial boar's head	A cooked boar's head is decorated with fruit, herbs, and heraldic ornaments for formal procession.	Dark meat, rich jowl fat, fruit sweetness, and spice taste magnificently robust.	meat	Feast	Cooked	Great	3000	90	EraSpecific
medieval_food_peacock_revested_feast	Medieval	Prepared	Poultry	dish	a revested peacock feast dish	Roasted bird meat is returned to its brilliant skin and feathers for a spectacular medieval subtlety.	Lean game-like poultry tastes richly spiced beneath honeyed glaze and smoke.	meat	Feast	Cooked	Great	1800	100	EraSpecific
medieval_food_swan_gilded_roast_service	Medieval	Prepared	Poultry	service	a gilded swan service	A great roasted bird is ceremonially dressed, gilded, and presented intact for an aristocratic feast.	Powerful dark poultry, crisp skin, and fragrant spice create commanding richness.	meat	Feast	Cooked	Great	3500	110	EraSpecific
medieval_food_royal_filled_porcupine_meatball	Medieval	Prepared	Meat	meatball	a royal porcupine meatball	A large spiced meatball is studded with slender toasted nuts or pastry quills for visual effect.	Rich mince and warm aromatics contrast with crisp, nutty projections.	meat	Feast	Cooked	Great	500	50	EraSpecific
medieval_food_chaucerian_market_hot_pie	Medieval	Prepared	Meat	pie	a medieval market hot pie	A small robust meat pie is kept hot for sale from a street cook's covered basket.	Peppered filling and rich juices soften its sturdy portable crust.	meat	Rich	Cooked	Good	300	14	EraSpecific
medieval_food_abbasid_bread_tharid	Medieval	Prepared	Meat	tharid	an Abbasid-style tharid	Torn flatbread is soaked beneath spiced meat broth and arranged pieces in a prestigious medieval service.	Rich stock saturates wheat with tender meat, pepper, and aromatic warmth.	bread	Hearty	Cooked	Good	650	24	EraSpecific
medieval_food_fasting_vegetable_tharid	Medieval	Prepared	Vegetable	tharid	a fasting vegetable tharid	Flatbread pieces absorb a fragrant vegetable broth enriched without meat for a disciplined fast.	Sour wheat, sweet onion, herbs, and spice make layered meatless savour.	bread	Hearty	Cooked	Standard	600	17	EraSpecific
medieval_food_royal_chicken_tharid	Medieval	Prepared	Poultry	tharid	a royal chicken tharid	Fine bread supports carefully jointed chicken, scented broth, and costly garnishes on a broad court platter.	Poultry juices, soft wheat, fruit, and warm spice create generous richness.	meat	Feast	Cooked	VeryGood	900	40	EraSpecific
medieval_food_almond_lamb_harisa	Medieval	Prepared	Meat	harisa	almond-enriched lamb harisa	Wheat and lamb are beaten together for hours, then enriched with almond and aromatic fat.	Silky grain carries deep meat savour, nut richness, and gentle pepper.	meat	Rich	Cooked	VeryGood	600	30	EraSpecific
medieval_food_garrison_wheat_harisa	Medieval	Prepared	Meat	harisa	a garrison wheat harisa	Meat and wheat are pounded into a sustaining communal paste suited to regulated military cooking.	Dense savour and soft grain taste salty, peppery, and powerfully sustaining.	meat	Hearty	Cooked	Standard	650	18	EraSpecific
medieval_food_chicken_harisa_feast_bowl	Medieval	Prepared	Poultry	bowl	a chicken harisa feast bowl	Shredded chicken and beaten wheat form a smooth dish finished with rich fat and fragrant spice.	Mellow poultry, creamy grain, and aromatic richness linger warmly.	meat	Rich	Cooked	Good	600	27	EraSpecific
medieval_food_sikbaj_sweet_sour_meat	Medieval	Prepared	Meat	bowl	a bowl of medieval sikbaj	Meat cooks in vinegar, honey, and spice to form the celebrated sweet-sour dish of elite Islamicate tables.	Sharp acidity, floral sweetness, and warm aromatics surround tender savoury meat.	meat	Rich	Cooked	VeryGood	600	34	EraSpecific
medieval_food_sikbaj_fish_fast_variant	Medieval	Prepared	Fish	sikbaj	a fish sikbaj for a fast	Firm fish replaces meat in a vinegar-sweetened, spice-laden court preparation served on restricted days.	Bright sourness and honey lift briny flesh with fragrant heat.	fish	Rich	Cooked	VeryGood	550	32	EraSpecific
medieval_food_zirbaj_white_spiced_fowl	Medieval	Prepared	Poultry	zirbaj	a white zirbaj of fowl	Pale fowl is dressed in a refined white sauce balanced with vinegar and costly medieval aromatics.	Delicate poultry tastes creamy, sour, and warmly spiced without darkening.	meat	Rich	Cooked	VeryGood	550	35	EraSpecific
medieval_food_narbaj_pomegranate_meat	Medieval	Prepared	Meat	narbaj	pomegranate-darkened narbaj	Meat simmers in a dark fruit-sharpened sauce associated with sophisticated Persianate cookery.	Tart pomegranate depth meets rich meat, sweetness, and aromatic spice.	meat	Rich	Cooked	VeryGood	580	36	EraSpecific
medieval_food_madira_fermented_milk_meat	Medieval	Prepared	Meat	meat	meat in medieval madira sauce	Tender meat rests in a tangy fermented-milk sauce thickened and carefully seasoned for court service.	Cultured sourness softens rich flesh with herbs and peppery warmth.	meat	Rich	Cooked	Good	550	29	EraSpecific
medieval_food_isfidbaj_white_stew	Medieval	Prepared	Stew	isfidbaj	a courtly white isfidbaj	Pale meat and white ingredients create a deliberately colourless Persianate stew with refined aromatic seasoning.	Mellow broth, tender meat, and subtle spice produce elegant restraint.	meat	Rich	Cooked	VeryGood	600	34	EraSpecific
medieval_food_ma_muniyya_sweet_meat_dish	Medieval	Prepared	Meat	dish	a sweet ma'muniyya meat dish	Finely cooked meat is combined with sweetness and aromatics in a named Abbasid court preparation.	Savoury flesh, honeyed richness, and warm perfume form an unusual balance.	meat	Feast	Cooked	VeryGood	500	38	EraSpecific
medieval_food_bazmaward_filled_bread_roll	Medieval	Prepared	Meat	roll	a sliced bazmaward roll	Thin bread wraps seasoned meat, greens, and sharp condiments before being rolled and sliced for service.	Tender wheat encloses rich mince, herbs, sourness, and spice.	bread	Rich	Cooked	Good	400	24	EraSpecific
medieval_food_bazmaward_fasting_roll	Medieval	Prepared	Vegetable	roll	a meatless bazmaward roll	A refined bread roll encloses herbs, eggs, and pickled vegetables for a meatless court course.	Sharp greens and rich egg enliven soft wheat with aromatic tang.	bread	Rich	Cooked	Good	380	22	EraSpecific
medieval_food_judhab_layered_chicken_bread	Medieval	Prepared	Poultry	judhab	a chicken judhab	Dripping from roasting chicken enriches sweetened bread arranged beneath the bird in an Abbasid oven dish.	Rich poultry fat saturates sweet bread with fruit and fragrant spice.	bread	Feast	Cooked	VeryGood	750	40	EraSpecific
medieval_food_apricot_judhab_pudding	Medieval	Prepared	Sweet	judhab	an apricot judhab	Dried fruit and sweetened bread bake beneath roasting meat to catch its juices in a layered pudding.	Tart apricot, honey, and savoury drippings make luxurious contrast.	bread	Feast	Cooked	VeryGood	600	38	EraSpecific
medieval_food_banana_judhab_court_dish	Medieval	Prepared	Sweet	judhab	a banana judhab	Banana and sweet bread form a fragrant oven dish enriched by juices from a courtly roast above.	Soft fruit sweetness mingles with spice, caramelised wheat, and rich savour.	bread	Feast	Cooked	VeryGood	600	42	EraSpecific
medieval_food_sanbusak_meat_triangles	Medieval	Prepared	Meat	triangles	meat-filled sanbusak triangles	Thin dough encloses aromatic minced meat in small triangular pastries fried for medieval market and court tables.	Crisp shell opens onto juicy spice, onion, and rich meat.	meat	Rich	Cooked	Good	250	19	EraSpecific
medieval_food_sanbusak_cheese_parcels	Medieval	Prepared	Dairy	parcels	cheese-filled sanbusak parcels	Small pastry parcels contain sharp cheese and herbs, fried as a meatless variation of medieval sanbusak.	Crackling dough surrounds tangy curd, salt, and green fragrance.	cheese	Rich	Cooked	Good	240	18	EraSpecific
medieval_food_sanbusak_almond_sweet	Medieval	Prepared	Sweet	sanbusak	sweet almond sanbusak	Fine dough triangles hold ground almond and honey beneath a crisp fried surface.	Nut paste, floral sweetness, and delicate pastry make an opulent morsel.	food	Rich	Cooked	VeryGood	180	23	EraSpecific
medieval_food_lauzinaj_almond_lozenges	Medieval	Prepared	Sweet	lozenges	almond lauzinaj lozenges	Thin pastry and sweet almond paste are cut into the characteristic lozenges of elite Abbasid confectionery.	Fragrant nut richness and refined sweetness follow a delicate wheat layer.	food	Rich	ShelfStable	VeryGood	180	30	EraSpecific
medieval_food_rose_lauzinaj_roll	Medieval	Prepared	Sweet	roll	a rose-scented lauzinaj roll	Sweet almond filling is rolled in a fine wrapper and scented heavily with rose water.	Floral perfume rises over dense nuts, sugar, and soft pastry.	food	Feast	ShelfStable	Great	220	38	EraSpecific
medieval_food_khushkananaj_filled_biscuit	Medieval	Prepared	Sweet	biscuit	a filled khushkananaj biscuit	A crisp medieval biscuit encloses almond, sugar, and aromatic filling beneath a carefully sealed top.	Crumbly wheat yields to fragrant nuts, sweetness, and warm spice.	wheat	Rich	Dry	VeryGood	120	20	EraSpecific
