RecordKind	StableReference	SourceFile	SourceLine	PhysicalKind	Family	Admissions	ConsumerOrIngredient	MaterialOrLiquid	Components	Tags	Nutrition	Dietary	Freshness	Health	ProductionRoute	FailureFamily	Evidence	ServingParticipation	ReviewState	Validation	CatalogueSourceSha256
concept	industrialised_food_baking_010	Food/concepts.tsv	28	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_010	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_010	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_baking_011	Food/concepts.tsv	29	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_011	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_011	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_baking_012	Food/concepts.tsv	30	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_012	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_012	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_baking_013	Food/concepts.tsv	31	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_013	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_013	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_baking_014	Food/concepts.tsv	32	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_014	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_014	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_baking_015	Food/concepts.tsv	33	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_015	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_015	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_baking_016	Food/concepts.tsv	34	Item	baking	industrial;modern;nuclear;information	ingredient_industrialised_food_baking_016	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrialised_food_baking_016	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_baking_001	Food/concepts.tsv	35	Item	baking	industrial	ingredient_industrial_food_baking_001	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrial_food_baking_001	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_baking_002	Food/concepts.tsv	36	Item	baking	industrial	ingredient_industrial_food_baking_002	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrial_food_baking_002	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrial_food_baking_003	Food/concepts.tsv	37	Item	baking	industrial	ingredient_industrial_food_baking_003	food	PreparedFood	Food and Drink;Era / Industrial Era	nutrition_baking	dietary_baking	freshness_shelf		route_industrial_food_baking_003	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_baking_001	Food/concepts.tsv	38	Item	baking	modern	ingredient_modern_food_baking_001	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_baking	dietary_baking	freshness_shelf		route_modern_food_baking_001	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_baking_002	Food/concepts.tsv	39	Item	baking	modern	ingredient_modern_food_baking_002	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_baking	dietary_baking	freshness_shelf		route_modern_food_baking_002	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_baking_003	Food/concepts.tsv	40	Item	baking	modern	ingredient_modern_food_baking_003	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_baking	dietary_baking	freshness_shelf		route_modern_food_baking_003	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_baking_004	Food/concepts.tsv	41	Item	baking	modern	ingredient_modern_food_baking_004	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_baking	dietary_baking	freshness_shelf		route_modern_food_baking_004	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	modern_food_baking_005	Food/concepts.tsv	42	Item	baking	modern	ingredient_modern_food_baking_005	food	PreparedFood	Food and Drink;Era / Modern Era	nutrition_baking	dietary_baking	freshness_shelf		route_modern_food_baking_005	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	nuclear_food_baking_001	Food/concepts.tsv	43	Item	baking	nuclear	ingredient_nuclear_food_baking_001	food	PreparedFood	Food and Drink;Era / Nuclear Era	nutrition_baking	dietary_baking	freshness_shelf		route_nuclear_food_baking_001	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	nuclear_food_baking_002	Food/concepts.tsv	44	Item	baking	nuclear	ingredient_nuclear_food_baking_002	food	PreparedFood	Food and Drink;Era / Nuclear Era	nutrition_baking	dietary_baking	freshness_shelf		route_nuclear_food_baking_002	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_baking_001	Food/concepts.tsv	45	Item	baking	information	ingredient_information_food_baking_001	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_information_food_baking_001	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	information_food_baking_002	Food/concepts.tsv	46	Item	baking	information	ingredient_information_food_baking_002	food	PreparedFood	Food and Drink;Era / Information Age Era	nutrition_baking	dietary_baking	freshness_shelf		route_information_food_baking_002	failure_food_unusable	evidence_baking		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_001	Food/concepts.tsv	47	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_001	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_001	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_002	Food/concepts.tsv	48	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_002	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_002	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_003	Food/concepts.tsv	49	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_003	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_003	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_004	Food/concepts.tsv	50	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_004	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_004	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_005	Food/concepts.tsv	51	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_005	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_005	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_006	Food/concepts.tsv	52	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_006	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_006	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_007	Food/concepts.tsv	53	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_007	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_007	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_008	Food/concepts.tsv	54	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_008	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_008	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_009	Food/concepts.tsv	55	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_009	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_009	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
concept	industrialised_food_noodle_dumpling_010	Food/concepts.tsv	56	Item	noodles-and-dumplings	industrial;modern;nuclear;information	ingredient_industrialised_food_noodle_dumpling_010	food	PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	nutrition_noodles-and-dumplings	dietary_noodles-and-dumplings	freshness_shelf		route_industrialised_food_noodle_dumpling_010	failure_food_unusable	evidence_noodles-and-dumplings		DependencyReviewed	dependency-graph-resolved;content-unreviewed	9c7a30b8cfe6045f1ab3f4caadeb7b5be2a811fa45539bf907c44d870302bdc4
