unique_reference,sdesc,fdesc
earlymodern_jewellery_ib_earrings_69,a shell quartz earrings,The quartz earrings is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_brooch_70,a reed faience brooch,The faience brooch is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_pin_71,a rosette pewter pin,The pewter pin is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_hairpin_72,a checker copper hairpin,The copper hairpin is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_circlet_73,a braided bronze circlet,The bronze circlet is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_diadem_74,a radiating silver diadem,The silver diadem is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_waist_chain_75,a leaf-scroll gold waist chain,The gold waist chain is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_belt_ornament_76,a sunburst brass belt ornament,The brass belt ornament is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_badge_77,a water-wave glass badge,The glass badge is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_temple_ring_78,a knotted bone temple ring,The bone temple ring is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_torc_79,a flower-head shell torc,The shell torc is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_ib_wreath_80,a star ivory wreath,The ivory wreath is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_ring_81,a cloud lapis lazuli ring,The lapis lazuli ring is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_signet_ring_82,a shell turquoise ring,The turquoise ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_pendant_83,a reed jade pendant,The jade pendant is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_bead_necklace_84,a rosette quartz necklace,The quartz necklace is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_chain_necklace_85,a checker faience necklace,The faience necklace is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_bracelet_86,a braided pewter bracelet,The pewter bracelet is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_armlet_87,a radiating copper armlet,The copper armlet is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_anklet_88,a leaf-scroll bronze anklet,The bronze anklet is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_earrings_89,a sunburst silver earrings,The silver earrings is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_brooch_90,a water-wave gold brooch,The gold brooch is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_pin_91,a knotted brass pin,The brass pin is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_hairpin_92,a flower-head glass hairpin,The glass hairpin is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_circlet_93,a star bone circlet,The bone circlet is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_diadem_94,a bird shell diadem,The shell diadem is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_waist_chain_95,a vine ivory waist chain,The ivory waist chain is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_belt_ornament_96,a geometric pearl belt ornament,The pearl belt ornament is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_badge_97,a cloud amber badge,The amber badge is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_temple_ring_98,a shell coral temple ring,The coral temple ring is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_torc_99,a reed garnet torc,The garnet torc is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_hre_wreath_100,a rosette agate wreath,The agate wreath is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_ring_101,a braided pearl ring,The pearl ring is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_signet_ring_102,a radiating amber ring,The amber ring is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_pendant_103,a leaf-scroll coral pendant,The coral pendant is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_bead_necklace_104,a sunburst garnet necklace,The garnet necklace is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_chain_necklace_105,a water-wave agate necklace,The agate necklace is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_bracelet_106,a knotted carnelian bracelet,The carnelian bracelet is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_armlet_107,a flower-head lapis lazuli armlet,The lapis lazuli armlet is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_anklet_108,a star turquoise anklet,The turquoise anklet is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_earrings_109,a bird jade earrings,The jade earrings is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_brooch_110,a vine quartz brooch,The quartz brooch is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_pin_111,a geometric faience pin,The faience pin is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_hairpin_112,a cloud pewter hairpin,The pewter hairpin is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_circlet_113,a shell copper circlet,The copper circlet is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_diadem_114,a reed bronze diadem,The bronze diadem is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_waist_chain_115,a rosette silver waist chain,The silver waist chain is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_belt_ornament_116,a checker gold belt ornament,The gold belt ornament is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_badge_117,a braided brass badge,The brass badge is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_temple_ring_118,a radiating glass temple ring,The glass temple ring is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_torc_119,a leaf-scroll bone torc,The bone torc is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_it_wreath_120,a sunburst shell wreath,The shell wreath is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_ring_121,a sunburst agate ring,The agate ring is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_signet_ring_122,a water-wave carnelian ring,The carnelian ring is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_pendant_123,a knotted lapis lazuli pendant,The lapis lazuli pendant is worked into a knotted pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_bead_necklace_124,a flower-head turquoise necklace,The turquoise necklace is worked into a flower-head pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_chain_necklace_125,a star jade necklace,The jade necklace is worked into a star pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_bracelet_126,a bird quartz bracelet,The quartz bracelet is worked into a bird pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_armlet_127,a vine faience armlet,The faience armlet is worked into a vine pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_anklet_128,a geometric pewter anklet,The pewter anklet is worked into a geometric pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_earrings_129,a cloud copper earrings,The copper earrings is worked into a cloud pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_brooch_130,a shell bronze brooch,The bronze brooch is worked into a shell pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_pin_131,a reed silver pin,The silver pin is worked into a reed pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_hairpin_132,a rosette gold hairpin,The gold hairpin is worked into a rosette pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_circlet_133,a checker brass circlet,The brass circlet is worked into a checker pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_diadem_134,a braided glass diadem,The glass diadem is worked into a braided pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_waist_chain_135,a radiating bone waist chain,The bone waist chain is worked into a radiating pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_belt_ornament_136,a leaf-scroll shell belt ornament,The shell belt ornament is worked into a leaf-scroll pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_badge_137,a sunburst ivory badge,The ivory badge is worked into a sunburst pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
earlymodern_jewellery_scb_temple_ring_138,a water-wave pearl temple ring,The pearl temple ring is worked into a water-wave pattern with smooth inner surfaces and visible tool marks at the joins. Its fastening is plainly made for ordinary wear and does not conceal a mechanism.
