unique_reference,sdesc,fdesc
earlymodern_door_nl_secure_door_23,a rosette wood secure door,"The wood secure door is framed with a firm outer rail and a rosette worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_shutter_24,a braided oak shuttered opening,"The oak shuttered opening is framed with a firm outer rail and a braided worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_screen_25,a leaf-scroll bamboo screen door,"The bamboo screen door is framed with a firm outer rail and a leaf-scroll worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_lattice_gate_26,a water-wave teak lattice gate,"The teak lattice gate is framed with a firm outer rail and a water-wave worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_courtyard_gate_27,a flower-head wrought iron courtyard gate,"The wrought iron courtyard gate is framed with a firm outer rail and a flower-head worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_warehouse_gate_28,a bird bronze warehouse gate,"The bronze warehouse gate is framed with a firm outer rail and a bird worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_garden_gate_29,a geometric oak garden gate,"The oak garden gate is framed with a firm outer rail and a geometric worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_grille_30,a shell bronze metal grille,"The bronze metal grille is framed with a firm outer rail and a shell worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_nl_strike_plate_31,a braided wrought iron strike plate,"The wrought iron strike plate has a braided worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_hinge_pair_32,a radiating bronze hinge pair,"The bronze hinge pair has a radiating worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_keyring_33,a leaf-scroll brass keyring,"The brass keyring has a leaf-scroll worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_escutcheon_34,a sunburst copper keyhole escutcheon,"The copper keyhole escutcheon has a sunburst worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_warded_lock_35,a water-wave pewter warded lock,"The pewter warded lock has a water-wave worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_good_warded_lock_36,a knotted wrought iron fine warded lock,"The wrought iron fine warded lock has a knotted worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_master_warded_lock_37,a flower-head bronze master warded lock,"The bronze master warded lock has a flower-head worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_nl_warded_key_38,a star brass warded key,"The brass warded key has a star worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_panel_door_39,a knotted pine door leaf,"The pine door leaf is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_braced_door_40,a star cedar braced door,"The cedar braced door is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_lockable_door_41,a vine teak lockable door,"The teak lockable door is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_secure_door_42,a cloud wood secure door,"The wood secure door is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_shutter_43,a reed oak shuttered opening,"The oak shuttered opening is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_screen_44,a checker cedar screen door,"The cedar screen door is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_lattice_gate_45,a radiating teak lattice gate,"The teak lattice gate is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_courtyard_gate_46,a sunburst wrought iron courtyard gate,"The wrought iron courtyard gate is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_warehouse_gate_47,a knotted bronze warehouse gate,"The bronze warehouse gate is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_garden_gate_48,a star oak garden gate,"The oak garden gate is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_grille_49,a vine brass metal grille,"The brass metal grille is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_gb_strike_plate_50,a radiating pewter strike plate,"The pewter strike plate has a radiating worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_hinge_pair_51,a leaf-scroll wrought iron hinge pair,"The wrought iron hinge pair has a leaf-scroll worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_keyring_52,a sunburst bronze keyring,"The bronze keyring has a sunburst worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_escutcheon_53,a water-wave brass keyhole escutcheon,"The brass keyhole escutcheon has a water-wave worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_warded_lock_54,a knotted copper warded lock,"The copper warded lock has a knotted worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_good_warded_lock_55,a flower-head pewter fine warded lock,"The pewter fine warded lock has a flower-head worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_master_warded_lock_56,a star wrought iron master warded lock,"The wrought iron master warded lock has a star worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_gb_warded_key_57,a bird bronze warded key,"The bronze warded key has a bird worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_panel_door_58,a flower-head pine door leaf,"The pine door leaf is framed with a firm outer rail and a flower-head worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_braced_door_59,a bird cedar braced door,"The cedar braced door is framed with a firm outer rail and a bird worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_lockable_door_60,a geometric teak lockable door,"The teak lockable door is framed with a firm outer rail and a geometric worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_secure_door_61,a shell wood secure door,"The wood secure door is framed with a firm outer rail and a shell worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_shutter_62,a rosette oak shuttered opening,"The oak shuttered opening is framed with a firm outer rail and a rosette worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_screen_63,a braided bamboo screen door,"The bamboo screen door is framed with a firm outer rail and a braided worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_lattice_gate_64,a leaf-scroll teak lattice gate,"The teak lattice gate is framed with a firm outer rail and a leaf-scroll worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_courtyard_gate_65,a water-wave wrought iron courtyard gate,"The wrought iron courtyard gate is framed with a firm outer rail and a water-wave worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_warehouse_gate_66,a flower-head bronze warehouse gate,"The bronze warehouse gate is framed with a firm outer rail and a flower-head worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_garden_gate_67,a bird oak garden gate,"The oak garden gate is framed with a firm outer rail and a bird worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_grille_68,a geometric brass metal grille,"The brass metal grille is framed with a firm outer rail and a geometric worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_ib_strike_plate_69,a geometric copper strike plate,"The copper strike plate has a geometric worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_hinge_pair_70,a cloud pewter hinge pair,"The pewter hinge pair has a cloud worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_keyring_71,a shell wrought iron keyring,"The wrought iron keyring has a shell worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_escutcheon_72,a reed bronze keyhole escutcheon,"The bronze keyhole escutcheon has a reed worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_warded_lock_73,a rosette brass warded lock,"The brass warded lock has a rosette worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_good_warded_lock_74,a checker copper fine warded lock,"The copper fine warded lock has a checker worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_master_warded_lock_75,a braided pewter master warded lock,"The pewter master warded lock has a braided worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_ib_warded_key_76,a radiating wrought iron warded key,"The wrought iron warded key has a radiating worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_panel_door_77,a reed oak door leaf,"The oak door leaf is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_braced_door_78,a checker pine braced door,"The pine braced door is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_lockable_door_79,a radiating cedar lockable door,"The cedar lockable door is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_secure_door_80,a sunburst teak secure door,"The teak secure door is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_shutter_81,a knotted wood shuttered opening,"The wood shuttered opening is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_screen_82,a star bamboo screen door,"The bamboo screen door is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_lattice_gate_83,a vine cedar lattice gate,"The cedar lattice gate is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_courtyard_gate_84,a cloud teak courtyard gate,"The teak courtyard gate is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_warehouse_gate_85,a reed wrought iron warehouse gate,"The wrought iron warehouse gate is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_garden_gate_86,a checker bronze garden gate,"The bronze garden gate is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_grille_87,a radiating wrought iron metal grille,"The wrought iron metal grille is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_hre_strike_plate_88,a checker brass strike plate,"The brass strike plate has a checker worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_hinge_pair_89,a braided copper hinge pair,"The copper hinge pair has a braided worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_keyring_90,a radiating pewter keyring,"The pewter keyring has a radiating worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_escutcheon_91,a leaf-scroll wrought iron keyhole escutcheon,"The wrought iron keyhole escutcheon has a leaf-scroll worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_warded_lock_92,a sunburst bronze warded lock,"The bronze warded lock has a sunburst worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_good_warded_lock_93,a water-wave brass fine warded lock,"The brass fine warded lock has a water-wave worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_master_warded_lock_94,a knotted copper master warded lock,"The copper master warded lock has a knotted worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_hre_warded_key_95,a flower-head pewter warded key,"The pewter warded key has a flower-head worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_panel_door_96,a rosette wood door leaf,"The wood door leaf is framed with a firm outer rail and a rosette worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_braced_door_97,a braided oak braced door,"The oak braced door is framed with a firm outer rail and a braided worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_lockable_door_98,a leaf-scroll pine lockable door,"The pine lockable door is framed with a firm outer rail and a leaf-scroll worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_secure_door_99,a water-wave cedar secure door,"The cedar secure door is framed with a firm outer rail and a water-wave worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_shutter_100,a flower-head teak shuttered opening,"The teak shuttered opening is framed with a firm outer rail and a flower-head worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_screen_101,a bird cedar screen door,"The cedar screen door is framed with a firm outer rail and a bird worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_lattice_gate_102,a geometric oak lattice gate,"The oak lattice gate is framed with a firm outer rail and a geometric worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_courtyard_gate_103,a shell cedar courtyard gate,"The cedar courtyard gate is framed with a firm outer rail and a shell worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_warehouse_gate_104,a rosette teak warehouse gate,"The teak warehouse gate is framed with a firm outer rail and a rosette worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_garden_gate_105,a braided wrought iron garden gate,"The wrought iron garden gate is framed with a firm outer rail and a braided worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_grille_106,a leaf-scroll brass metal grille,"The brass metal grille is framed with a firm outer rail and a leaf-scroll worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_it_strike_plate_107,a bird bronze strike plate,"The bronze strike plate has a bird worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_hinge_pair_108,a vine brass hinge pair,"The brass hinge pair has a vine worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_keyring_109,a geometric copper keyring,"The copper keyring has a geometric worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_escutcheon_110,a cloud pewter keyhole escutcheon,"The pewter keyhole escutcheon has a cloud worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_warded_lock_111,a shell wrought iron warded lock,"The wrought iron warded lock has a shell worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_good_warded_lock_112,a reed bronze fine warded lock,"The bronze fine warded lock has a reed worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_master_warded_lock_113,a rosette brass master warded lock,"The brass master warded lock has a rosette worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_it_warded_key_114,a checker copper warded key,"The copper warded key has a checker worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_panel_door_115,a vine teak door leaf,"The teak door leaf is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_braced_door_116,a cloud wood braced door,"The wood braced door is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_lockable_door_117,a reed oak lockable door,"The oak lockable door is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_secure_door_118,a checker pine secure door,"The pine secure door is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_shutter_119,a radiating cedar shuttered opening,"The cedar shuttered opening is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_screen_120,a sunburst cedar screen door,"The cedar screen door is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_lattice_gate_121,a knotted bronze lattice gate,"The bronze lattice gate is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_courtyard_gate_122,a star oak courtyard gate,"The oak courtyard gate is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_warehouse_gate_123,a vine cedar warehouse gate,"The cedar warehouse gate is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_garden_gate_124,a cloud teak garden gate,"The teak garden gate is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_grille_125,a reed brass metal grille,"The brass metal grille is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_scb_strike_plate_126,a knotted wrought iron strike plate,"The wrought iron strike plate has a knotted worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_hinge_pair_127,a flower-head bronze hinge pair,"The bronze hinge pair has a flower-head worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_keyring_128,a star brass keyring,"The brass keyring has a star worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_escutcheon_129,a bird copper keyhole escutcheon,"The copper keyhole escutcheon has a bird worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_warded_lock_130,a vine pewter warded lock,"The pewter warded lock has a vine worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_good_warded_lock_131,a geometric wrought iron fine warded lock,"The wrought iron fine warded lock has a geometric worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_master_warded_lock_132,a cloud bronze master warded lock,"The bronze master warded lock has a cloud worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_scb_warded_key_133,a shell brass warded key,"The brass warded key has a shell worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
earlymodern_door_plh_panel_door_134,a braided wood door leaf,"The wood door leaf is framed with a firm outer rail and a braided worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_braced_door_135,a leaf-scroll oak braced door,"The oak braced door is framed with a firm outer rail and a leaf-scroll worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_lockable_door_136,a water-wave pine lockable door,"The pine lockable door is framed with a firm outer rail and a water-wave worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_secure_door_137,a flower-head cedar secure door,"The cedar secure door is framed with a firm outer rail and a flower-head worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_shutter_138,a bird teak shuttered opening,"The teak shuttered opening is framed with a firm outer rail and a bird worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_screen_139,a geometric cedar screen door,"The cedar screen door is framed with a firm outer rail and a geometric worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_lattice_gate_140,a shell oak lattice gate,"The oak lattice gate is framed with a firm outer rail and a shell worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_courtyard_gate_141,a rosette cedar courtyard gate,"The cedar courtyard gate is framed with a firm outer rail and a rosette worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_warehouse_gate_142,a braided teak warehouse gate,"The teak warehouse gate is framed with a firm outer rail and a braided worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_garden_gate_143,a leaf-scroll wrought iron garden gate,"The wrought iron garden gate is framed with a firm outer rail and a leaf-scroll worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_grille_144,a water-wave brass metal grille,"The brass metal grille is framed with a firm outer rail and a water-wave worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
earlymodern_door_plh_strike_plate_145,a geometric pewter strike plate,"The pewter strike plate has a geometric worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
