unique_reference,sdesc,fdesc
medieval_writing_large_parchment_codex,a large parchment codex,"This large parchment codex is a bound parchment manuscript with folded leaves sewn between plain covers or boards. The pages have a firm pale surface and enough stiffness to hold their shape as the book opens. It is suited to legal, scholarly, devotional, or administrative writing that needs a durable codex form."
medieval_writing_prayer_codex,a small prayer codex,"This small prayer codex is a compact bound book with gathered leaves and a serviceable cover. The spine and boards are made to protect the writing surfaces while still allowing the leaves to turn cleanly. It is a practical manuscript form for records, lessons, copied texts, or library storage."
medieval_writing_scholastic_codex,a scholastic parchment codex,"This scholastic parchment codex is a compact bound book with gathered leaves and a serviceable cover. The spine and boards are made to protect the writing surfaces while still allowing the leaves to turn cleanly. It is a practical manuscript form for records, lessons, copied texts, or library storage."
medieval_writing_liturgical_codex,a large liturgical codex,"This large liturgical codex is a compact bound book with gathered leaves and a serviceable cover. The spine and boards are made to protect the writing surfaces while still allowing the leaves to turn cleanly. It is a practical manuscript form for records, lessons, copied texts, or library storage."
medieval_writing_monastic_rule_codex,a monastic rule codex,"This monastic rule codex is a compact bound book with gathered leaves and a serviceable cover. The spine and boards are made to protect the writing surfaces while still allowing the leaves to turn cleanly. It is a practical manuscript form for records, lessons, copied texts, or library storage."
medieval_writing_merchant_account_ledger,a merchant account ledger,"This merchant account ledger is a bound account book with sturdy covers and orderly blank leaves inside. The pages are meant to open flat enough for columns, tallies, names, and repeated entries. Its construction is practical rather than ornamental, suitable for clerks, stewards, merchants, or estate records."
medieval_writing_estate_account_ledger,an estate account ledger,"This estate account ledger is a bound account book with sturdy covers and orderly blank leaves inside. The pages are meant to open flat enough for columns, tallies, names, and repeated entries. Its construction is practical rather than ornamental, suitable for clerks, stewards, merchants, or estate records."
medieval_writing_toll_ledger,a toll account ledger,"This toll account ledger is a bound account book with sturdy covers and orderly blank leaves inside. The pages are meant to open flat enough for columns, tallies, names, and repeated entries. Its construction is practical rather than ornamental, suitable for clerks, stewards, merchants, or estate records."
medieval_writing_rag_paper_codex,a rag-paper codex,"This rag-paper codex is a small bound paper manuscript with gathered rag-paper leaves and plain protective covers. The pages are lighter and more flexible than parchment, with trimmed edges and a practical sewn spine. It is suited to school texts, accounts, copied notes, or portable reading."
medieval_writing_paper_scholarly_codex,a paper scholarly codex,"This paper scholarly codex is a compact bound book with gathered leaves and a serviceable cover. The spine and boards are made to protect the writing surfaces while still allowing the leaves to turn cleanly. It is a practical manuscript form for records, lessons, copied texts, or library storage."
medieval_writing_paper_devotional_codex,a paper devotional codex,"This paper devotional codex is a compact bound book with gathered leaves and a serviceable cover. The spine and boards are made to protect the writing surfaces while still allowing the leaves to turn cleanly. It is a practical manuscript form for records, lessons, copied texts, or library storage."
medieval_writing_east_asian_stitched_book,an East Asian stitched book,"This East Asian stitched book is a soft stitched book made from light paper leaves gathered along one edge. The cover is flexible and the sewing is visible, leaving the pages able to turn in thin, even groups. It is suited to copied text, accounts, poetry, teaching notes, or brush-written manuscript work."
medieval_writing_east_asian_sutra_book,a stitched sutra-copying book,"This stitched sutra-copying book is a soft stitched book made from light paper leaves gathered along one edge. The cover is flexible and the sewing is visible, leaving the pages able to turn in thin, even groups. It is suited to copied text, accounts, poetry, teaching notes, or brush-written manuscript work."
medieval_writing_east_asian_account_book,a stitched account book,"This stitched account book is a soft stitched book made from light paper leaves gathered along one edge. The cover is flexible and the sewing is visible, leaving the pages able to turn in thin, even groups. It is suited to copied text, accounts, poetry, teaching notes, or brush-written manuscript work."
medieval_writing_palm_leaf_manuscript_bundle,a palm-leaf manuscript bundle,"This palm-leaf manuscript bundle is a wrapped group of manuscript leaves or papers kept together as one packet. The contents are stacked square and protected by an outer wrap or tie rather than hard covers. It is useful for drafts, copied sections, travelling notes, or records awaiting binding."
medieval_writing_temple_palm_leaf_bundle,a temple palm-leaf bundle,"This temple palm-leaf bundle is a wrapped group of manuscript leaves or papers kept together as one packet. The contents are stacked square and protected by an outer wrap or tie rather than hard covers. It is useful for drafts, copied sections, travelling notes, or records awaiting binding."
medieval_writing_scholarly_palm_leaf_bundle,a scholarly palm-leaf bundle,"This scholarly palm-leaf bundle is a wrapped group of manuscript leaves or papers kept together as one packet. The contents are stacked square and protected by an outer wrap or tie rather than hard covers. It is useful for drafts, copied sections, travelling notes, or records awaiting binding."
medieval_writing_wrapped_parchment_manuscript_bundle,a wrapped parchment manuscript bundle,"This wrapped parchment manuscript bundle is a wrapped group of manuscript leaves or papers kept together as one packet. The contents are stacked square and protected by an outer wrap or tie rather than hard covers. It is useful for drafts, copied sections, travelling notes, or records awaiting binding."
medieval_writing_wrapped_paper_manuscript_bundle,a wrapped paper manuscript bundle,"This wrapped paper manuscript bundle is a wrapped group of manuscript leaves or papers kept together as one packet. The contents are stacked square and protected by an outer wrap or tie rather than hard covers. It is useful for drafts, copied sections, travelling notes, or records awaiting binding."
medieval_writing_blank_commentary_gathering,a blank commentary gathering,"This blank commentary gathering is a prepared gathering of folded leaves arranged for later binding. The nesting is neat, with the folds aligned to form a temporary spine. It can be sewn into a codex or used as a loose working section for commentary and copied text."
medieval_writing_wax_tablet,a wax writing tablet,"This wax writing tablet is a wooden board recessed and filled with smooth beeswax for stylus writing. The wax face is dark enough for scratches to show clearly and soft enough to be scraped back for reuse. Its compact form suits school exercises, accounts, lists, and short messages."
medieval_writing_small_wax_tablet,a small wax tablet,"This small wax tablet is a wooden board recessed and filled with smooth beeswax for stylus writing. The wax face is dark enough for scratches to show clearly and soft enough to be scraped back for reuse. Its compact form suits school exercises, accounts, lists, and short messages."
medieval_writing_student_wax_tablet,a student wax tablet,"This student wax tablet is a wooden board recessed and filled with smooth beeswax for stylus writing. The wax face is dark enough for scratches to show clearly and soft enough to be scraped back for reuse. Its compact form suits school exercises, accounts, lists, and short messages."
medieval_writing_account_wax_tablet,an account wax tablet,"This account wax tablet is a wooden board recessed and filled with smooth beeswax for stylus writing. The wax face is dark enough for scratches to show clearly and soft enough to be scraped back for reuse. Its compact form suits school exercises, accounts, lists, and short messages."
medieval_writing_wax_diptych,a wax tablet diptych,"This wax tablet diptych is made from paired waxed boards joined so their writing faces close together. The recessed panels hold darkened wax smoothed flat enough to take stylus marks. It is portable and reusable, suited to accounts, exercises, letters, or temporary records."
medieval_writing_wax_triptych,a wax tablet triptych,"This wax tablet triptych has three waxed leaves bound together into a compact reusable writing set. Each recessed panel is filled with smoothed beeswax, and the outer boards protect the inner writing faces when closed. It is useful for longer notes, account lists, or formal temporary memoranda."
medieval_writing_bronze_framed_wax_tablet,a bronze-framed wax tablet,"This bronze-framed wax tablet sets a smooth wax writing face within a sturdier metal-trimmed frame. The dark wax is levelled into a shallow recess and bordered so a stylus can work close to the edges. It reads as a more durable tablet for officials, teachers, or frequent record work."
medieval_writing_wooden_writing_tablet,a wooden writing tablet,"This wooden writing tablet is a flat wooden surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_cedar_writing_tablet,a cedar writing tablet,"This cedar writing tablet is a flat cedar surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_wooden_practice_tablet,a wooden practice tablet,"This wooden practice tablet is a flat wooden surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_wooden_account_board,a wooden account board,"This wooden account board is a flat wooden surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_school_practice_board,a school practice board,"This school practice board is a flat wooden surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_slate_tablet,a slate writing tablet,"This slate writing tablet is a flat slate writing surface with a dark, smooth face and rubbed edges. The stone is heavy for its size but durable, with enough texture to show pale scratches or incised marks. It is suited to school work, rosters, calculations, or temporary notes."
medieval_writing_school_slate_tablet,a school slate tablet,"This school slate tablet is a flat slate writing surface with a dark, smooth face and rubbed edges. The stone is heavy for its size but durable, with enough texture to show pale scratches or incised marks. It is suited to school work, rosters, calculations, or temporary notes."
medieval_writing_slate_roster_tablet,a slate roster tablet,"This slate roster tablet is a flat slate writing surface with a dark, smooth face and rubbed edges. The stone is heavy for its size but durable, with enough texture to show pale scratches or incised marks. It is suited to school work, rosters, calculations, or temporary notes."
medieval_writing_bamboo_practice_panel,a bamboo practice panel,"This bamboo practice panel is made from smooth bamboo strips set as a small practice surface. The face is pale and lightly ridged, with enough spring to take brush or stylus marks. It is a light teaching or copying aid for repeated short exercises."
medieval_writing_reusable_tally_board,a reusable tally board,"This reusable tally board is a flat wooden surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_merchant_roster_board,a merchant roster board,"This merchant roster board is a flat wooden surface prepared for ink, charcoal, or shallow incised marks. The face is planed smoother than the back, with edges kept thick enough to survive repeated handling. It is useful for practice writing, tallying, rosters, or reusable working notes."
medieval_writing_clay_document_envelope,a clay document envelope,"This clay document envelope is shaped from clay as a protective shell for a smaller document or tablet. The outer face is smoothed for marks and left ready to take a clay or wax seal at the closed edge. It is meant to enclose, authenticate, and preserve a written record."
medieval_writing_clay_seal_tablet,a clay seal tablet,"This clay seal tablet is a flattened clay tablet with a smoothed face and a prepared edge for sealing. The material gives it a firm, earthy weight and a surface suited to impressed marks or attached seal evidence. It is useful for secured account notes, labels, or authenticated document packets."
medieval_writing_plain_quill_pen,a plain quill pen,"This plain quill pen is cut from a trimmed feather shaft with a shaped nib at the point. The plume is partly stripped back so it sits comfortably in the hand, while the slit nib is ready to hold ink. It is a light writing implement for parchment, paper, and other ink-friendly surfaces."
medieval_writing_goose_quill_pen,a goose quill pen,"This goose quill pen is cut from a trimmed feather shaft with a shaped nib at the point. The plume is partly stripped back so it sits comfortably in the hand, while the slit nib is ready to hold ink. It is a light writing implement for parchment, paper, and other ink-friendly surfaces."
medieval_writing_fine_quill_pen,a fine quill pen,"This fine quill pen is cut from a trimmed feather shaft with a shaped nib at the point. The plume is partly stripped back so it sits comfortably in the hand, while the slit nib is ready to hold ink. It is a light writing implement for parchment, paper, and other ink-friendly surfaces."
medieval_writing_swan_quill_pen,a broad swan quill,"This broad swan quill is cut from a trimmed feather shaft with a shaped nib at the point. The plume is partly stripped back so it sits comfortably in the hand, while the slit nib is ready to hold ink. It is a light writing implement for parchment, paper, and other ink-friendly surfaces."
medieval_writing_trimmed_reed_pen,a trimmed reed pen,"This trimmed reed pen is cut from reed with a shaped point and split nib for carrying ink. The shaft is straight and light, with the writing end trimmed to suit either broad or fine strokes. It is practical for paper, parchment, papyrus, and calligraphic work where a firm nib is preferred."
medieval_writing_broad_reed_pen,a broad reed pen,"This broad reed pen is cut from reed with a shaped point and split nib for carrying ink. The shaft is straight and light, with the writing end trimmed to suit either broad or fine strokes. It is practical for paper, parchment, papyrus, and calligraphic work where a firm nib is preferred."
medieval_writing_qalam,a cut qalam pen,"This cut qalam pen is cut from reed with a shaped point and split nib for carrying ink. The shaft is straight and light, with the writing end trimmed to suit either broad or fine strokes. It is practical for paper, parchment, papyrus, and calligraphic work where a firm nib is preferred."
medieval_writing_fine_qalam,a fine cut qalam,"This fine cut qalam is cut from reed with a shaped point and split nib for carrying ink. The shaft is straight and light, with the writing end trimmed to suit either broad or fine strokes. It is practical for paper, parchment, papyrus, and calligraphic work where a firm nib is preferred."
medieval_writing_east_asian_brush,an East Asian writing brush,"This East Asian writing brush has a slim handle and a fine gathered tip meant to carry liquid ink or pigment. The bristles come together to a flexible point, allowing both narrow lines and broader strokes. It is suited to calligraphy, brush-written documents, labels, and manuscript decoration."
medieval_writing_fine_calligraphy_brush,a fine calligraphy brush,"This fine calligraphy brush has a slim handle and a fine gathered tip meant to carry liquid ink or pigment. The bristles come together to a flexible point, allowing both narrow lines and broader strokes. It is suited to calligraphy, brush-written documents, labels, and manuscript decoration."
medieval_writing_sutra_copying_brush,a sutra-copying brush,"This sutra-copying brush has a slim handle and a fine gathered tip meant to carry liquid ink or pigment. The bristles come together to a flexible point, allowing both narrow lines and broader strokes. It is suited to calligraphy, brush-written documents, labels, and manuscript decoration."
medieval_writing_labeling_brush,a stiff labeling brush,"This stiff labeling brush has a slim handle and a fine gathered tip meant to carry liquid ink or pigment. The bristles come together to a flexible point, allowing both narrow lines and broader strokes. It is suited to calligraphy, brush-written documents, labels, and manuscript decoration."
medieval_writing_charcoal_stick,a charcoal writing stick,"This charcoal writing stick is a narrow piece of charcoal rubbed clean enough to hold without crumbling at once. It leaves a dark dusty line and shows small black smears where it has been handled. It is useful for practice work, rough notes, sketches, and marks on boards or pottery."
medieval_writing_bone_stylus,a polished bone stylus,"This polished bone stylus is a slender pointed tool made for pressing or scratching marks into a prepared surface. One end narrows to a writing point while the grip is smoothed enough for repeated use. It is suited to wax tablets, clay, slate, bark, or other surfaces that accept incised marks."
medieval_writing_ivory_stylus,an ivory writing stylus,"This ivory writing stylus is a slender pointed tool made for pressing or scratching marks into a prepared surface. One end narrows to a writing point while the grip is smoothed enough for repeated use. It is suited to wax tablets, clay, slate, bark, or other surfaces that accept incised marks."
medieval_writing_bronze_stylus,a bronze writing stylus,"This bronze writing stylus is a slender pointed tool made for pressing or scratching marks into a prepared surface. One end narrows to a writing point while the grip is smoothed enough for repeated use. It is suited to wax tablets, clay, slate, bark, or other surfaces that accept incised marks."
medieval_writing_iron_stylus,an iron writing stylus,"This iron writing stylus is a slender pointed tool made for pressing or scratching marks into a prepared surface. One end narrows to a writing point while the grip is smoothed enough for repeated use. It is suited to wax tablets, clay, slate, bark, or other surfaces that accept incised marks."
medieval_writing_reed_stylus,a sharpened reed stylus,"This sharpened reed stylus is a slender pointed tool made for pressing or scratching marks into a prepared surface. One end narrows to a writing point while the grip is smoothed enough for repeated use. It is suited to wax tablets, clay, slate, bark, or other surfaces that accept incised marks."
medieval_writing_scribing_chisel,a small scribing chisel,"This small scribing chisel is a small iron-edged tool with a narrow working point for firm incised marks. Its body is compact enough for hand control rather than heavy carpentry force. It is suited to hard writing surfaces, labels, and shallow inscription work."
medieval_writing_bronze_pen_knife,a bronze pen knife,"This bronze pen knife is a small sharp tool with a short blade made for careful writing-room work. The edge is suited to trimming quills, cutting reeds, scraping fibres, and making neat corrections or preparations. It is a precise implement rather than a heavy cutting knife."
