unique_reference,sdesc,fdesc
renaissance_door_common_barrier_96,a sunburst bronze barred barrier,"The bronze barred barrier is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_hatch_97,a knotted pine service hatch,"The pine service hatch is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_wicket_98,a star teak wicket gate,"The teak wicket gate is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_panel_door_99,a vine teak door leaf,"The teak door leaf is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_braced_door_100,a cloud wood braced door,"The wood braced door is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lockable_door_101,a reed oak lockable door,"The oak lockable door is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_secure_door_102,a checker pine secure door,"The pine secure door is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_shutter_103,a radiating cedar shuttered opening,"The cedar shuttered opening is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_screen_104,a sunburst cedar screen door,"The cedar screen door is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lattice_gate_105,a knotted bronze lattice gate,"The bronze lattice gate is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_courtyard_gate_106,a star oak courtyard gate,"The oak courtyard gate is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_warehouse_gate_107,a vine cedar warehouse gate,"The cedar warehouse gate is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_garden_gate_108,a cloud teak garden gate,"The teak garden gate is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_grille_109,a reed brass metal grille,"The brass metal grille is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_barrier_110,a checker wrought iron barred barrier,"The wrought iron barred barrier is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_hatch_111,a radiating oak service hatch,"The oak service hatch is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_wicket_112,a sunburst cedar wicket gate,"The cedar wicket gate is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_panel_door_113,a knotted cedar door leaf,"The cedar door leaf is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_braced_door_114,a star teak braced door,"The teak braced door is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lockable_door_115,a vine wood lockable door,"The wood lockable door is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_secure_door_116,a cloud oak secure door,"The oak secure door is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_shutter_117,a reed pine shuttered opening,"The pine shuttered opening is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_screen_118,a checker bamboo screen door,"The bamboo screen door is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lattice_gate_119,a radiating wrought iron lattice gate,"The wrought iron lattice gate is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_courtyard_gate_120,a sunburst bronze courtyard gate,"The bronze courtyard gate is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_warehouse_gate_121,a knotted oak warehouse gate,"The oak warehouse gate is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_garden_gate_122,a star cedar garden gate,"The cedar garden gate is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_grille_123,a vine bronze metal grille,"The bronze metal grille is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_barrier_124,a cloud brass barred barrier,"The brass barred barrier is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_hatch_125,a reed wood service hatch,"The wood service hatch is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_wicket_126,a checker oak wicket gate,"The oak wicket gate is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_panel_door_127,a radiating pine door leaf,"The pine door leaf is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_braced_door_128,a sunburst cedar braced door,"The cedar braced door is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lockable_door_129,a knotted teak lockable door,"The teak lockable door is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_secure_door_130,a star wood secure door,"The wood secure door is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_shutter_131,a vine oak shuttered opening,"The oak shuttered opening is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_screen_132,a cloud cedar screen door,"The cedar screen door is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lattice_gate_133,a reed teak lattice gate,"The teak lattice gate is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_courtyard_gate_134,a checker wrought iron courtyard gate,"The wrought iron courtyard gate is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_warehouse_gate_135,a radiating bronze warehouse gate,"The bronze warehouse gate is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_garden_gate_136,a sunburst oak garden gate,"The oak garden gate is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_grille_137,a knotted wrought iron metal grille,"The wrought iron metal grille is framed with a firm outer rail and a knotted worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_barrier_138,a star bronze barred barrier,"The bronze barred barrier is framed with a firm outer rail and a star worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_hatch_139,a vine teak service hatch,"The teak service hatch is framed with a firm outer rail and a vine worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_wicket_140,a cloud bronze wicket gate,"The bronze wicket gate is framed with a firm outer rail and a cloud worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_panel_door_141,a reed oak door leaf,"The oak door leaf is framed with a firm outer rail and a reed worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_braced_door_142,a checker pine braced door,"The pine braced door is framed with a firm outer rail and a checker worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_lockable_door_143,a radiating cedar lockable door,"The cedar lockable door is framed with a firm outer rail and a radiating worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_secure_door_144,a sunburst teak secure door,"The teak secure door is framed with a firm outer rail and a sunburst worked face. Its hinge edge, closing edge, and lower corners show the ordinary abrasion of fitting and use."
renaissance_door_common_hasp_145,a bird pewter iron hasp,"The pewter iron hasp has a bird worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
renaissance_door_common_hook_latch_146,a vine wrought iron hook latch,"The wrought iron hook latch has a vine worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
renaissance_door_common_strike_plate_147,a geometric bronze strike plate,"The bronze strike plate has a geometric worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
renaissance_door_common_hinge_pair_148,a cloud brass hinge pair,"The brass hinge pair has a cloud worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
renaissance_door_common_keyring_149,a shell copper keyring,"The copper keyring has a shell worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
renaissance_door_common_escutcheon_150,a reed pewter keyhole escutcheon,"The pewter keyhole escutcheon has a reed worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
renaissance_door_common_warded_lock_151,a rosette wrought iron warded lock,"The wrought iron warded lock has a rosette worked face, rubbed bearing edges, and a plainly accessible working surface. It represents only the behaviour supplied by its fitted mechanical component."
