stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_fat_sealed_meat_joint	Shared	Prepared	Preserved	joint	a fat-sealed meat joint	A small cooked joint emerges from an opaque casing of fat that excluded air during storage.	The yielding meat tastes rich and mellow beneath salt and gentle aromatics.	meat	Rich	Preserved	Good	600	29	European
preindustrial_food_preserved_meat_confit_shreds	Shared	Prepared	Preserved	shreds	slow-preserved meat shreds	Long cooking in fat has reduced the meat to succulent shreds packed closely in a glazed jar.	Silky richness carries concentrated savour, herbs, and softly browned fibres.	meat	Rich	Preserved	VeryGood	350	28	European
preindustrial_food_dry_cured_sausage_ring	Shared	Prepared	Preserved	ring	a dry-cured sausage ring	A firm sausage curves into a dark red ring mottled with fat beneath its wrinkled casing.	Fermented tang, garlic warmth, salt, and rich meat develop through the chew.	meat	Preserved	Fermented	Good	400	22	European
preindustrial_food_smoke_cured_sausage_links	Shared	Prepared	Preserved	links	smoke-cured sausage links	Three short sausage links hang together, their casings bronzed and taut from drying in smoke.	Pepper and sweet wood deepen the dense, salty, fatty filling.	meat	Preserved	Preserved	Good	360	21	Universal
preindustrial_food_flattened_dried_sausage	Shared	Prepared	Preserved	sausage	a flattened dried sausage	Pressing and drying have formed seasoned minced meat into a broad, firm oval inside its casing.	The thin slices taste tangy, savoury, spicy, and pleasantly chewy.	meat	Preserved	Fermented	Good	300	19	Islamicate
preindustrial_food_salted_meat_ration_cube	Shared	Prepared	Preserved	cube	a salted meat ration cube	A precise cube of dense cured meat has been cut for controlled issue and wrapped against damp.	Hard salty flesh offers blunt nourishment with a dark, peppery aftertaste.	meat	Preserved	Preserved	Standard	250	12	Universal
preindustrial_food_smoked_meat_travel_roll	Shared	Prepared	Preserved	roll	a smoked meat travel roll	Thin smoked slices are rolled tightly together and bound into a compact cylinder for carrying.	Layered meat yields gradually, releasing smoke, salt, and pockets of rich fat.	meat	Preserved	Preserved	Good	280	18	Universal
preindustrial_food_dried_meat_and_grain_block	Shared	Prepared	Preserved	block	a dried meat-and-grain block	Minced dried meat and toasted grain form a hard rectangular ration scored into portions.	Malty crunch tempers lean meat intensity and a strongly salted finish.	meat	Preserved	ShelfStable	Standard	350	16	Universal
preindustrial_food_smoked_meat_crumb_cake	Shared	Prepared	Preserved	cake	a smoked-meat crumb cake	Smoked meat scraps and dry bread crumbs have been compressed into a firm, browned travel cake.	Toasted grain, pepper, and woody meat savour make a dense mouthful.	meat	Preserved	Dry	Standard	300	14	European
preindustrial_food_honey_glazed_cured_meat	Shared	Prepared	Preserved	meat	honey-glazed cured meat	A thin amber glaze protects a neatly sliced portion of cured meat served for a costly journey.	Floral sweetness softens forceful salt, smoke, and rich pink flesh.	meat	Rich	Preserved	VeryGood	300	29	SugarTrade
preindustrial_food_spice_rubbed_dried_meat	Shared	Prepared	Preserved	meat	spice-rubbed dried meat	Aromatic red-brown seasoning covers a leathery sheet of meat dried in a warm, shaded place.	Fragrant heat builds over dense savour, mineral salt, and restrained smoke.	meat	Preserved	ShelfStable	Good	220	18	Islamicate
preindustrial_food_pepper_crusted_cured_meat	Shared	Prepared	Preserved	meat	pepper-crusted cured meat	Cracked black pepper forms a pungent rind around a firm, rosy piece of salt-cured meat.	Sharp spice prickles before deep meat, fat, and fermentation tang emerge.	meat	Preserved	Preserved	Good	320	21	MaritimeTrade
preindustrial_food_herb_wrapped_dry_meat	Shared	Prepared	Preserved	meat	herb-wrapped dry meat	Pressed leaves and dried herbs cling to a lean meat slab cured beneath a porous wrapping.	Resinous fragrance and green bitterness enliven the salty, concentrated flesh.	meat	Preserved	ShelfStable	Good	280	17	Universal
preindustrial_food_famine_hide_meat_strip	Shared	Prepared	Preserved	strip	a famine hide-meat strip	A grey strip scraped from hide and sinew has been boiled, salted, and dried hard for extremity.	It tastes leathery, bitter, smoky, and only faintly of meat.	meat	BleakSolid	ShelfStable	Poor	180	2	Universal
preindustrial_food_gristly_salt_meat_scraps	Shared	Prepared	Preserved	scraps	gristly salt-meat scraps	Tough offcuts and sinew lie under coarse salt in a small, poorly sealed ration packet.	Overwhelming brine surrounds gristle, stale fat, and harsh cured savour.	meat	BleakSolid	Preserved	Substandard	250	4	Universal
preindustrial_food_burnt_smokehouse_meat_ends	Shared	Prepared	Preserved	ends	burnt smokehouse meat ends	Blackened ends trimmed from larger smoked joints have been gathered as cheap, durable provisions.	Bitter soot and hard salt dominate the scant chewy meat and rancid edge.	meat	BleakSolid	ShelfStable	Poor	220	3	Universal
preindustrial_food_pressed_dried_fish_block	Shared	Prepared	Preserved	block	a pressed dried-fish block	Thin dried fish layers are compressed into a hard rectangular block bound with coarse cord.	Leathery flakes deliver concentrated marine savour, sun warmth, and strong salt.	fish	Preserved	ShelfStable	Standard	350	14	Universal
preindustrial_food_powdered_fish_ration_cake	Shared	Prepared	Preserved	cake	a powdered-fish ration cake	Finely pounded dry fish is bound with a little grain into a compact travelling disk.	The crumbly cake tastes intensely saline, smoky, and unmistakably fishy.	fish	Preserved	ShelfStable	Standard	250	12	Universal
preindustrial_food_salted_fish_ration_cubes	Shared	Prepared	Preserved	cubes	salted fish ration cubes	Dense cured fish has been cut into uniform cubes and wrapped for measured daily issue.	Each firm cube releases blunt brine, oily richness, and lingering ocean depth.	fish	Preserved	Preserved	Standard	280	13	MaritimeTrade
preindustrial_food_smoked_fish_belly_strips	Shared	Prepared	Preserved	strips	smoked fish-belly strips	Glossy strips from a fish belly hang dark with smoke while retaining visible seams of rich fat.	Sweet wood and salt intensify their buttery, powerfully marine flavour.	fish	Preserved	Preserved	Good	220	17	MaritimeTrade
preindustrial_food_dried_fish_flake_packet	Shared	Prepared	Preserved	packet	a packet of dried fish flakes	Fish dried nearly brittle has been broken into light flakes and folded within waxed cloth.	The pieces soften quickly, releasing clean salt, mild smoke, and sweet flesh.	fish	Preserved	ShelfStable	Good	160	12	Universal
preindustrial_food_fish_powder_travel_pouch	Shared	Prepared	Preserved	pouch	a pouch of edible fish powder	Thoroughly dried fish has been ground to a pale powder intended for stirring into other rations.	Though dusty, it tastes richly marine with salt and faint roasted sweetness.	fish	Preserved	ShelfStable	Standard	180	11	Universal
preindustrial_food_fat_sealed_smoked_fish	Shared	Prepared	Preserved	fish	fat-sealed smoked fish	Flaked smoked fish lies beneath a smooth cap of rendered fat inside a narrow travel pot.	Richness softens the smoke and carries peppery brine across the tongue.	fish	Rich	Preserved	Good	300	21	European
preindustrial_food_sour_cured_fish_chunks	Shared	Prepared	Preserved	chunks	sour-cured fish chunks	Firm fish pieces have matured in a sharp preserving liquor with herbs and onion.	Vivid acidity cuts through salt and oily flesh, leaving a clean sour finish.	fish	Preserved	Fermented	Good	320	18	MaritimeTrade
preindustrial_food_honey_smoked_fish_slice	Shared	Prepared	Preserved	slice	a honey-smoked fish slice	A costly smoked fish slice shines under a thin honey coating that protects its silky surface.	Floral sweetness, gentle wood, and buttery brine form a polished delicacy.	fish	Rich	Preserved	VeryGood	180	26	SugarTrade
preindustrial_food_spiced_dried_fish_sheet	Shared	Prepared	Preserved	sheet	a spiced dried-fish sheet	A broad boneless sheet of fish has dried beneath a vivid crust of ground aromatics.	Warm spice and concentrated sea salt enliven its chewy, lean texture.	fish	Preserved	ShelfStable	Good	240	18	Islamicate
preindustrial_food_dried_small_fish_packet	Shared	Prepared	Preserved	packet	a packet of dried small fish	Many tiny whole fish have dried stiff and silver-grey inside a tightly tied cloth packet.	They crunch with sharp salt, mineral bitterness, and concentrated oily savour.	fish	Preserved	ShelfStable	Standard	200	10	Universal
preindustrial_food_smoked_fish_and_barley_cake	Shared	Prepared	Preserved	cake	a smoked-fish barley cake	Shredded smoked fish and cooked barley are pressed into a firm round dried for the road.	Malty chew balances woody brine and richly seasoned fish fibres.	barley	Preserved	Dry	Good	300	17	RegionalOldWorld
preindustrial_food_salted_roe_travel_slice	Shared	Prepared	Preserved	slice	a salted roe travel slice	A thin slice cut from pressed cured roe has been wrapped carefully against damp and breakage.	Dense tiny eggs taste nutty, briny, and powerfully rich.	fish	Preserved	Preserved	Good	120	16	MaritimeTrade
preindustrial_food_smoked_shellfish_travel_cake	Shared	Prepared	Preserved	cake	a smoked-shellfish travel cake	Chopped smoked shellfish and coarse crumbs form a compact cake intended for coastal journeys.	Sweet chewy morsels punctuate toasted grain, woodsmoke, and salt.	fish	Preserved	Dry	Good	250	18	MaritimeTrade
preindustrial_food_poor_fish_skin_ration	Shared	Prepared	Preserved	ration	a poor dried fish-skin ration	Several salted fish skins have dried together into a curled, translucent and unyielding bundle.	The ration tastes harshly briny, leathery, oily, and faintly bitter.	fish	BleakSolid	ShelfStable	Substandard	180	3	Universal
preindustrial_food_parched_wheat_travel_pouch	Shared	Prepared	Grain	pouch	a pouch of parched wheat kernels	Whole wheat kernels have been toasted dry until bronze, crisp, and suitable for eating by the handful.	Each kernel cracks with nutty roast, bran, and gentle cereal sweetness.	wheat	Staple	ShelfStable	Standard	300	7	Universal
preindustrial_food_parched_barley_ration	Shared	Prepared	Grain	ration	a ration of parched barley	Dark toasted barley fills a small cloth measure, its husks split by dry heat.	Malty bitterness, smoke, and a faint caramel note reward slow chewing.	barley	Staple	ShelfStable	Standard	300	6	RegionalOldWorld
preindustrial_food_toasted_rye_kernel_packet	Shared	Prepared	Grain	packet	a packet of toasted rye kernels	Small dark rye kernels have been toasted until brittle and wrapped as a durable pocket ration.	Sharp grain tang remains beneath deep roast and earthy sweetness.	rye	Staple	ShelfStable	Standard	280	6	European
preindustrial_food_parched_oat_groats	Shared	Prepared	Grain	bag	a bag of parched oat groats	Pale oat groats show brown spots from patient dry toasting in a shallow pan.	Creamy nuttiness becomes crisp, warm, and pleasantly husky.	oat	Staple	ShelfStable	Standard	280	6	RegionalOldWorld
preindustrial_food_toasted_millet_grains	Shared	Prepared	Grain	grains	toasted millet grains	Tiny golden millet grains have been roasted loose and packed into a stoppered travel cup.	Sweet nuttiness and grassy warmth make a light, crisp mouthful.	millet	Staple	ShelfStable	Standard	260	6	Universal
preindustrial_food_parched_sorghum_ration	Shared	Prepared	Grain	ration	a parched sorghum ration	Russet sorghum grains have puffed and cracked unevenly beneath fierce dry heat.	Earthy sweetness follows smoke, crisp husk, and a mildly bitter edge.	sorghum	Staple	ShelfStable	Standard	280	6	SubSaharanAfrican
preindustrial_food_puffed_rice_travel_packet	Shared	Prepared	Grain	packet	a packet of puffed rice	Heat has expanded white rice into airy brittle grains gathered within a broad folded leaf.	The crisp ration tastes lightly toasted, clean, and naturally sweet.	rice	Light	ShelfStable	Standard	160	7	SouthAsian
preindustrial_food_toasted_corn_kernel_pouch	Shared	Prepared	Grain	pouch	a pouch of toasted corn kernels	Large maize kernels have been roasted until golden-brown and firm enough for long storage.	Robust corn sweetness mingles with smoke and a satisfying nut-like crunch.	corn	Staple	ShelfStable	Standard	300	7	IndigenousAmerican
preindustrial_food_honey_bound_parched_grain_bar	Shared	Prepared	Grain	bar	a honey-bound parched-grain bar	Assorted toasted kernels are held in a hard amber honey matrix shaped for easy packing.	Floral sweetness coats nutty grains and a warm caramelised crunch.	honey	Sweet	ShelfStable	Good	180	12	SugarTrade
preindustrial_food_fat_bound_toasted_grain_cake	Shared	Prepared	Grain	cake	a fat-bound toasted-grain cake	Crushed parched grain and savoury fat are compressed into a dense, scored ration disk.	Richness softens the dry malt and leaves a sustaining salty finish.	barley	Staple	ShelfStable	Good	280	11	Universal
preindustrial_food_pressed_mixed_grain_block	Shared	Prepared	Grain	block	a pressed mixed-grain block	Several cooked and dried grains form a hard rectangular block divided by deep ration scores.	Concentrated kernels taste nutty, earthy, faintly sour, and firmly toasted.	food	Staple	ShelfStable	Standard	400	9	Universal
preindustrial_food_crushed_grain_travel_cake	Shared	Prepared	Grain	cake	a crushed-grain travel cake	Coarsely broken kernels are bound into a palm-sized cake thoroughly dried beside a hearth.	The gritty ration releases toast, bran, and modest malty sweetness.	barley	Staple	Dry	Standard	250	7	Universal
preindustrial_food_sour_dried_grain_cake	Shared	Prepared	Grain	cake	a sour dried-grain cake	Fermented grain mash has been shaped into a flat round and dried hard for later chewing.	Pleasant acidity runs through concentrated grain, smoke, and husky bitterness.	barley	Preserved	Fermented	Standard	260	8	RegionalOldWorld
preindustrial_food_spiced_parched_grain_mix	Shared	Prepared	Grain	packet	a packet of spiced parched grain	Different toasted kernels mingle with coarse salt and a dusting of warm aromatic spice.	Crunchy grain moves between savoury heat, malt, nuts, and sweetness.	food	Staple	ShelfStable	Good	280	10	Islamicate
preindustrial_food_salted_parched_grain_mix	Shared	Prepared	Grain	packet	a packet of salted parched grain	Simply roasted grain has been mixed with coarse salt and tied into a convenient travelling portion.	Briny crystals sharpen the dry kernels' nutty, smoky flavour.	food	Staple	ShelfStable	Standard	280	7	Universal
preindustrial_food_dried_rice_cake_slab	Shared	Prepared	Grain	slab	a dried rice-cake slab	Cooked rice has been pressed into a white slab and dried until hard, cracked, and lightweight.	The brittle cake tastes clean, faintly sour, and softly toasted.	rice	Preserved	ShelfStable	Standard	240	8	EastAsian
preindustrial_food_smoked_millet_cake	Shared	Prepared	Grain	cake	a smoked millet ration cake	A golden millet disk has dried in hearth smoke until its outer grains darkened to bronze.	Sweet kernels carry woodsmoke, salt, and a resilient nutty chew.	millet	Preserved	Dry	Standard	250	8	Universal
preindustrial_food_sun_dried_corn_cake	Shared	Prepared	Grain	cake	a sun-dried corn cake	A thick yellow maize cake has dried firm in the sun, with small cracks radiating from its centre.	Corn sweetness remains strong beneath dusty grain and a dry mineral finish.	corn	Preserved	ShelfStable	Standard	280	8	IndigenousAmerican
preindustrial_food_twice_dried_barley_cake	Shared	Prepared	Grain	cake	a twice-dried barley cake	A coarse barley round has been baked and then dried again to withstand damp and rough handling.	Malty depth, browned crust, and lean salt emerge through its hard chew.	barley	Preserved	ShelfStable	Standard	280	7	RegionalOldWorld
preindustrial_food_thin_dried_wheat_wafers	Shared	Prepared	Bread	stack	a stack of thin dried wheat wafers	Several broad wheat sheets are stacked together after baking brittle enough to keep for months.	Their delicate snap carries toasted flour, salt, and mild sweetness.	wheat	Preserved	ShelfStable	Standard	220	8	Universal
preindustrial_food_smoke_dried_bread_coils	Shared	Prepared	Bread	coils	smoke-dried bread coils	Ropes of lean dough have been coiled and dried near smoke into sturdy portable rings.	Woodsmoke and salt strengthen the hard bread's concentrated wheat taste.	bread	Preserved	ShelfStable	Standard	250	8	Universal
preindustrial_food_salted_bread_ration_bricks	Shared	Prepared	Bread	bricks	salted bread ration bricks	Two dense rectangular breads have been pierced repeatedly and baked nearly free of moisture.	Blunt salt, toasted flour, and a faintly sour dryness define them.	bread	Preserved	ShelfStable	Standard	360	8	Universal
preindustrial_food_army_grain_ration_disc	Shared	Prepared	Grain	disc	an army grain ration disc	A measured disk of mixed meal is deeply stamped and hardened for straightforward military distribution.	Coarse grain tastes smoky, salty, dependable, and deliberately plain.	bread	Staple	ShelfStable	Standard	300	7	Universal
preindustrial_food_pilgrim_herb_bread_tile	Shared	Prepared	Bread	tile	a pilgrim's herb bread tile	A flat square of dried bread contains crushed hardy herbs and a central hole for carrying.	Green bitterness and salt enliven the dry, heavily toasted crumb.	bread	Preserved	ShelfStable	Standard	240	8	Universal
preindustrial_food_herder_sour_grain_round	Shared	Prepared	Grain	round	a herder's sour grain round	Fermented meal is shaped into a thick travel round and air-dried beneath a cloth.	Tangy grain, smoke, and salt make the dense cake robust and sustaining.	barley	Preserved	Fermented	Standard	300	8	RegionalOldWorld
preindustrial_food_shipboard_grain_slab	Shared	Prepared	Bread	slab	a shipboard grain slab	A broad heavily baked slab has regular break lines and a surface scarred by drying holes.	Its stubborn crunch gives flour dust, salt, and old oven bitterness.	bread	Preserved	ShelfStable	Standard	450	9	MaritimeTrade
preindustrial_food_caravan_sesame_grain_bar	Shared	Prepared	Grain	bar	a sesame grain caravan bar	Toasted grains and seeds form a narrow honey-bound bar wrapped against desert dust.	Nutty richness, floral sweetness, and warm roast linger after the crisp bite.	honey	Sweet	ShelfStable	Good	180	13	Islamicate
preindustrial_food_famine_brancake_store	Shared	Prepared	Grain	ration	a famine bran-cake ration	Bran, husks, and a little coarse meal form a dark storage cake baked exceptionally dry.	Dusty fibre, bitter chaff, and smoke overwhelm its scant cereal sweetness.	bread	BleakSolid	ShelfStable	Poor	250	2	Universal
preindustrial_food_acrid_burnt_grain_ration	Shared	Prepared	Grain	ration	an acrid burnt-grain ration	Scorched kernels swept from a granary fire have been gathered into a desperate cloth ration.	Ashy bitterness and burnt husk dominate the sparse surviving grain flavour.	food	BleakSolid	ShelfStable	Poor	220	1	Universal
preindustrial_food_dried_quince_wedges	Shared	Prepared	Fruit	pouch	a pouch of dried quince wedges	Firm quince wedges have dried to wrinkled amber crescents, their cut faces dusted with a faint natural bloom.	The leathery pieces release floral tartness, concentrated orchard sweetness, and a gently tannic finish.	food	Preserved	ShelfStable	Standard	180	9	European
preindustrial_food_smoke_dried_orchard_fruit	Shared	Prepared	Fruit	fruit	smoke-dried orchard fruit	Mixed orchard fruit slices are darkened at the edges from drying high above a hearth.	Gentle smoke overlays concentrated sweetness, tart skin, and caramelised fruit.	food	Preserved	ShelfStable	Standard	200	10	RegionalOldWorld
preindustrial_food_dried_plum_leather	Shared	Prepared	Fruit	roll	a roll of dried plum leather	Deep purple plum pulp has been spread thin, dried to a glossy sheet, and rolled for storage.	Sharp dark fruit softens into jammy sweetness with a tannic skin finish.	food	Preserved	ShelfStable	Good	160	11	Universal
preindustrial_food_berry_pulp_travel_sheet	Shared	Prepared	Fruit	sheet	a berry-pulp travel sheet	Crushed berries form a red-black dried sheet folded between leaves for a compact journey ration.	Tart berry intensity, tiny seeds, and natural sweetness fill the chewy strip.	food	Preserved	ShelfStable	Standard	150	10	Universal
preindustrial_food_pressed_dried_berry_cake	Shared	Prepared	Fruit	cake	a pressed dried-berry cake	Whole dried berries are compressed into a dark, seed-speckled disk firm enough to pack.	Concentrated tartness yields slowly to wine-like fruit and a dry finish.	food	Preserved	ShelfStable	Good	180	12	Universal
preindustrial_food_dried_fig_wheel	Shared	Prepared	Fruit	wheel	a wheel of pressed dried figs	Soft dried figs have been packed into a broad wheel whose cut edge reveals countless tiny seeds.	Jammy sweetness, earthy skin, and gentle seed crunch create a rich chew.	food	Sweet	ShelfStable	Good	280	17	MaritimeTrade
preindustrial_food_date_paste_travel_bar	Shared	Prepared	Fruit	bar	a date-paste travel bar	Dark date paste is pressed into a narrow bar and wrapped in dry leaves against sticking.	Deep caramel sweetness carries soft fruit, faint smoke, and a mellow earthy note.	food	Sweet	ShelfStable	Good	180	14	Islamicate
preindustrial_food_raisin_cluster_cake	Shared	Prepared	Fruit	cake	a pressed raisin cluster cake	Sticky dark raisins adhere in a compact palm-sized cake with deeply wrinkled surfaces.	Each chewy fruit bursts with wine-like sweetness and lively skin acidity.	food	Sweet	ShelfStable	Good	170	12	SugarTrade
preindustrial_food_dried_stone_fruit_halves	Shared	Prepared	Fruit	halves	dried stone-fruit halves	Several orange-brown fruit halves are wrinkled around the hollow where their stones were removed.	Bright tart flesh offers concentrated summer sweetness and a fragrant finish.	food	Preserved	ShelfStable	Good	180	13	MaritimeTrade
preindustrial_food_quince_paste_travel_slab	Shared	Prepared	Fruit	slab	a quince paste travel slab	A translucent rose-coloured fruit paste has set into a firm slab cut for careful rationing.	Perfumed tartness and dense sweetness linger with a slightly grainy finish.	food	Sweet	ShelfStable	VeryGood	200	18	SugarTrade
preindustrial_food_mixed_fruit_leather_rolls	Shared	Prepared	Fruit	rolls	mixed fruit-leather rolls	Three differently coloured fruit sheets are rolled tightly and tied into a compact sweet bundle.	Tart, floral, and dark jammy flavours alternate through every sticky chew.	food	Sweet	ShelfStable	Good	180	15	SugarTrade
preindustrial_food_pressed_orchard_fruit_block	Shared	Prepared	Fruit	block	a pressed orchard-fruit block	Chopped dried apples and pears form a dense rectangular block scored into small portions.	Tender fruit pieces offer mellow sweetness, peel tang, and a faint woody aroma.	food	Preserved	ShelfStable	Good	250	14	European
preindustrial_food_honey_glazed_dried_fruit	Shared	Prepared	Fruit	fruit	honey-glazed dried fruit	A costly assortment of dried fruits shines beneath a thin protective coating of clear honey.	Floral syrup magnifies concentrated fruit, tart skins, and soft spice.	honey	Rich	ShelfStable	VeryGood	220	24	SugarTrade
preindustrial_food_spiced_dried_fruit_packet	Shared	Prepared	Fruit	packet	a packet of spiced dried fruit	Warm ground spices dust chopped dried fruit tucked inside a carefully folded leaf packet.	Aromatic heat brightens chewy sweetness and lingering wine-like acidity.	food	Sweet	ShelfStable	Good	180	16	Islamicate
preindustrial_food_syrup_preserved_fruit_crock	Shared	Prepared	Fruit	crock	a crock of syrup-preserved fruit	Whole fruit pieces gleam in thick amber syrup beneath the waxed lid of a small crock.	Lush sweetness surrounds tender fruit with bright acidity and fragrant spice.	honey	Rich	Preserved	VeryGood	400	28	SugarTrade
preindustrial_food_honey_poached_dried_pears	Shared	Prepared	Fruit	pears	honey-poached dried pears	Dried pear halves have been softened in honey and returned to a sealed travel jar.	Floral fruit and syrup taste luxurious, with gentle spice and balancing tartness.	honey	Rich	Preserved	VeryGood	350	26	SugarTrade
preindustrial_food_salt_dried_sour_fruit	Shared	Prepared	Fruit	fruit	salt-dried sour fruit	Small tart fruits have shrivelled around their stones beneath an unusual coating of fine salt.	Brine strikes first before sharp fruit and subdued sweetness emerge.	food	Preserved	ShelfStable	Standard	160	9	EastAsian
preindustrial_food_fermented_fruit_paste_cake	Shared	Prepared	Fruit	cake	a fermented fruit-paste cake	Sharp fermented fruit pulp has been pressed into a dark cake and dried for sparing use.	Tangy maturity, concentrated sweetness, and a faint yeasty depth fill the mouth.	food	Preserved	Fermented	Good	180	13	EastAsian
preindustrial_food_dried_grape_must_cake	Shared	Prepared	Fruit	cake	a dried grape-must cake	Reduced grape must and fruit skins have set into a dark, dense travel cake.	Tart wine-like fruit meets caramel depth and a pleasantly tannic finish.	food	Sweet	ShelfStable	Good	200	15	European
preindustrial_food_berry_honey_ration_bar	Shared	Prepared	Fruit	bar	a berry-and-honey ration bar	Whole dried berries are held in a hard honey bar wrapped against damp.	Floral sweetness breaks around bright sour fruit and crunchy little seeds.	honey	Sweet	ShelfStable	Good	170	15	SugarTrade
preindustrial_food_fig_and_grain_travel_cake	Shared	Prepared	Fruit	cake	a fig-and-grain travel cake	Chopped dried figs bind toasted grain into a firm, seed-speckled journey cake.	Jammy fruit softens nutty kernels and adds an earthy honeyed finish.	food	Staple	ShelfStable	Good	260	16	MaritimeTrade
preindustrial_food_date_and_barley_ration	Shared	Prepared	Fruit	ration	a date-and-barley ration	Pressed dates hold roasted barley kernels in a compact block divided into thumb-sized portions.	Caramel sweetness and malty crunch make the dense ration unusually satisfying.	barley	Staple	ShelfStable	Good	280	16	Islamicate
preindustrial_food_luxury_preserved_fruit_box	Shared	Prepared	Fruit	box	a box of luxury preserved fruits	Selected dried and honeyed fruits lie in orderly rows within a small fitted wooden box.	Layered floral, tart, spiced, and syrupy flavours mark costly careful preservation.	food	Feast	ShelfStable	Great	500	48	SugarTrade
preindustrial_food_dried_leafy_green_cake	Shared	Prepared	Vegetable	cake	a dried leafy-green cake	Cooked greens have been squeezed, salted, and dried into a dark compact disk.	Earthy leaf bitterness, salt, and a faint fermented tang dominate the chew.	vegetable	Preserved	ShelfStable	Standard	180	7	Universal
preindustrial_food_sun_dried_root_slices	Shared	Prepared	Vegetable	slices	sun-dried root slices	Thin root slices have curled and hardened in sunlight, retaining muted orange and cream colours.	Earthy sweetness concentrates beneath a dry, slightly woody texture.	vegetable	Preserved	ShelfStable	Standard	200	7	Universal
