stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_thin_split_pea_broth	Shared	Prepared	Pulse	thin split pea broth	a serving of thin split pea broth	Pale pea fragments drift through a thin, lightly clouded broth whose surface carries only a sparse herbal garnish.	The broth offers a light pulse savour, touched by herbs and a modest pinch of salt.	pea	Light	Cooked	Substandard	220	1.5	Universal
preindustrial_food_minted_green_pea_mash	Shared	Prepared	Pulse	minted green pea mash	a serving of minted green pea mash	Fresh mint streaks a smooth green pea mash, lending colour to the broad swirls left by the serving spoon.	Sweet green peas carry cool mint across the palate, ending fresh rather than heavy.	pea	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_roasted_peas_with_salt	Shared	Prepared	Pulse	roasted peas with salt	a serving of roasted peas with salt	Dry-roasted peas gather in a crisp little heap, their dimpled surfaces dusted visibly with coarse salt.	Crisp peas taste toasted and nutty, with coarse salt lingering on the lips.	pea	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_pea_and_onion_pottage	Shared	Prepared	Pulse	pea and onion pottage	a serving of pea and onion pottage	Yellow peas and translucent onion pieces share a dense pottage, with softened pulses thickening the liquor around them.	Soft onion sweetness enriches the peas, producing a round savoury finish.	pea	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_pea_and_leek_pottage	Shared	Prepared	Pulse	pea and leek pottage	a serving of pea and leek pottage	Chopped leek threads curl through this heavy pea pottage, bringing pale green contrast to its otherwise earthy colour.	The leeks add gentle allium sweetness to the dense, earthy pea base.	pea	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_pea_and_cabbage_pot	Shared	Prepared	Pulse	pea and cabbage pot	a serving of pea and cabbage pot	Soft cabbage ribbons lie among thick-cooked peas, making a spoonable pot with a little savoury liquor at the bottom.	Cabbage lends leafy sweetness to the peas, while the reduced liquor ends mildly peppery.	pea	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_pea_and_parsnip_mash	Shared	Prepared	Pulse	pea and parsnip mash	a serving of pea and parsnip mash	Parsnip lightens this pea mash with ivory streaks, while small pulse fragments preserve a pleasantly coarse texture.	Sweet parsnip softens the field-pea earthiness, leaving a creamy root finish.	pea	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_peppered_pea_cakes	Shared	Prepared	Pulse	peppered pea cakes	a serving of peppered pea cakes	Peppered pea cakes have dark, pan-seared faces and soft green interiors where crushed peas remain clearly visible.	Black pepper cuts through the sweet peas and follows the browned crust into the aftertaste.	pea	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_brown_lentil_pottage	Shared	Prepared	Pulse	brown lentil pottage	a serving of brown lentil pottage	Brown lentils make a substantial pottage, with whole flat pulses suspended through a thick umber cooking liquor.	The lentils taste earthy and substantial, with a mild pepper note from the thick broth.	lentil	Hearty	Cooked	Standard	480	4.5	RegionalOldWorld
preindustrial_food_red_lentil_mash	Shared	Prepared	Pulse	red lentil mash	a serving of red lentil mash	Red lentils have collapsed into a smooth ochre mash, its surface glossy and gently ridged from stirring.	Red lentils give a creamy, slightly sweet flavour with a clean mineral finish.	lentil	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_lentils_with_onions	Shared	Prepared	Pulse	lentils with onions	a serving of lentils with onions	Soft lentils mingle with browned onion slivers, the separate pulses still visible beneath the sweet, translucent pieces.	Caramelised onion sweetens the earthy lentils and leaves a mellow savour behind.	lentil	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_lentils_with_garlic	Shared	Prepared	Pulse	lentils with garlic	a serving of lentils with garlic	Minced garlic is worked through a mound of tender lentils, leaving pale aromatic specks across the dark pulses.	Garlic gives the lentils a warm aromatic bite without obscuring their nutty depth.	lentil	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_lentils_with_wilted_greens	Shared	Prepared	Pulse	lentils with wilted greens	a serving of lentils with wilted greens	Wilted greens thread between earthy lentils, their soft leaves adding deep olive folds to the loose serving.	The greens add clean bitterness to the lentils, balanced by salt and earthy warmth.	lentil	Light	Cooked	Standard	220	2.5	RegionalOldWorld
preindustrial_food_lentils_with_roasted_roots	Shared	Prepared	Pulse	lentils with roasted roots	a serving of lentils with roasted roots	Roasted root pieces rise from a bed of lentils, showing caramelised edges above the moist, dark pulses.	Caramelised roots bring sweetness and toasted edges to the peppery lentil base.	lentil	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_sour_lentil_broth	Shared	Prepared	Pulse	sour lentil broth	a serving of sour lentil broth	A clear sour broth surrounds brown lentils, with tiny bubbles of vinegar collecting beside chopped herbs.	Vinegar brightens the dark lentils, leaving the thin broth tart and appetite-wakening.	lentil	Light	Preserved	Standard	220	2.5	RegionalOldWorld
preindustrial_food_spiced_lentil_cakes	Shared	Prepared	Pulse	spiced lentil cakes	a serving of spiced lentil cakes	These lentil cakes are compact and well browned, revealing a coarse, spice-flecked middle where one has cracked.	Warm spices run through the earthy cakes, followed by a toasted, peppery crust.	lentil	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_lentil_and_mushroom_pot	Shared	Prepared	Pulse	lentil and mushroom pot	a serving of lentil and mushroom pot	Sliced mushrooms darken a thick lentil pot, their curved caps visible among the small pulses and reduced liquor.	Woodland mushroom savour deepens the lentils, with onion and herbs lingering softly.	lentil	Hearty	Cooked	Standard	480	4.5	RegionalOldWorld
preindustrial_food_lentil_stuffed_onions	Shared	Prepared	Pulse	lentil-stuffed onions	a serving of lentil-stuffed onions	Hollow onions cradle a dense lentil filling, their translucent layers folded closely around the pepper-speckled centre.	Sweet onion layers yield to a peppery lentil filling with a rich, earthy centre.	lentil	Hearty	Cooked	Standard	480	4.5	RegionalOldWorld
preindustrial_food_boiled_chickpeas	Shared	Prepared	Pulse	boiled chickpeas	a serving of boiled chickpeas	Boiled chickpeas make a pale, knobbly mound, each pulse tender yet firm enough to keep its rounded shape.	Chickpeas taste nutty and gently sweet, finishing with plain salt and soft starch.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_salted_chickpea_mash	Shared	Prepared	Pulse	salted chickpea mash	a serving of salted chickpea mash	Salted chickpeas are mashed to a sandy cream, with a few skins and broken halves giving the surface texture.	The mash is creamy and savoury, with enough salt to sharpen its chickpea richness.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_garlic_chickpea_paste	Shared	Prepared	Pulse	garlic chickpea paste	a serving of garlic chickpea paste	Garlic chickpea paste lies in a broad smooth sweep, marked by the spoon and dotted with tiny pale garlic pieces.	Roasted garlic warms the nutty paste and leaves a mellow sweetness on the tongue.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_herbed_chickpea_cakes	Shared	Prepared	Pulse	herbed chickpea cakes	a serving of herbed chickpea cakes	Hand-shaped chickpea cakes carry crisp brown crusts around moist, herb-filled centres of coarsely crushed pulses.	Herbs freshen the rich chickpea centres, while the browned crust adds toasted depth.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_roasted_chickpeas	Shared	Prepared	Pulse	roasted chickpeas	a serving of roasted chickpeas	Roasted chickpeas have taut, golden skins and occasional dark spots where they sat closest to the hot pan.	Dry, crisp skins taste warmly toasted before giving way to sweet, floury chickpea centres.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_chickpeas_with_greens	Shared	Prepared	Pulse	chickpeas with greens	a serving of chickpeas with greens	Whole chickpeas are scattered through folded greens, pairing firm round pulses with soft, glossy leaves.	Firm chickpeas bring nutty sweetness against the greens' mild, leafy bitterness.	pea	Light	Cooked	Standard	220	2.5	RegionalOldWorld
preindustrial_food_chickpeas_with_onions	Shared	Prepared	Pulse	chickpeas with onions	a serving of chickpeas with onions	Chickpeas and onions form a warm rustic mixture, with browned allium edges winding between the pale pulses.	Browned onions lend caramel sweetness to the chickpeas and a lingering savoury note.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_chickpeas_with_turnips	Shared	Prepared	Pulse	chickpeas with turnips	a serving of chickpeas with turnips	Turnip chunks interrupt a bed of chickpeas, their white flesh softened enough to match the tender pulses.	Turnip adds a clean root sweetness to the nutty pulses, with gentle salt at the finish.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_sour_chickpea_relish	Shared	Prepared	Pulse	sour chickpea relish	a serving of sour chickpea relish	A sharp chickpea relish combines broken pulses with glossy chopped vegetables in a lightly clouded vinegar dressing.	The relish tastes tart and lively, combining vinegar bite with creamy broken chickpeas.	pea	Preserved	Preserved	Standard	180	3.5	RegionalOldWorld
preindustrial_food_chickpea_and_lentil_pot	Shared	Prepared	Pulse	chickpea and lentil pot	a serving of chickpea and lentil pot	Chickpeas and lentils share a thick earthen pot, contrasting round pale pulses with smaller russet discs.	Nutty chickpeas and peppery lentils make a rounded, earthy flavour with a hearty finish.	pea	Hearty	Cooked	Standard	480	4.5	RegionalOldWorld
preindustrial_food_boiled_cowpeas	Shared	Prepared	Pulse	boiled cowpeas	a serving of boiled cowpeas	Cowpeas rest in a little clear cooking liquor, their cream-coloured bodies marked by distinct dark eyes.	Cowpeas taste mild and creamy, with a clean pulse flavour and restrained salt.	pea	Standard	Cooked	Standard	340	2.5	SubSaharanAfrican
preindustrial_food_cowpea_leaf_stew	Shared	Prepared	Pulse	cowpea leaf stew	a serving of cowpea leaf stew	Tender cowpea leaves fold through a loose pulse stew, with softened beans appearing between the deep green ribbons.	Leafy, slightly mineral greens lighten the cowpeas' soft earthiness and savoury broth.	pea	Hearty	Cooked	Standard	480	4.5	SubSaharanAfrican
preindustrial_food_cowpeas_with_millet_greens	Shared	Prepared	Pulse	cowpeas with millet greens	a serving of cowpeas with millet greens	Millet greens make a leafy bed for whole cowpeas, mixing fine stems and dark leaves with pale speckled pulses.	The millet greens contribute grassy bitterness beside the mild, creamy cowpeas.	pea	Light	Cooked	Standard	220	2.5	SubSaharanAfrican
preindustrial_food_black_eyed_pea_mash	Shared	Prepared	Pulse	black-eyed pea mash	a serving of black-eyed pea mash	Black-eyed peas have been worked into a coarse ivory mash, with their dark markings scattered through the ridged surface.	The mash tastes earthy and full, with soft starch followed by a subtle bean sweetness.	pea	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_pigeon_pea_pottage	Shared	Prepared	Pulse	pigeon pea pottage	a serving of pigeon pea pottage	Pigeon peas thicken this ochre pottage, though several whole pulses remain visible in the dense spoonful.	Pigeon peas give the pottage a robust nutty taste and a warm pepper finish.	pea	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_pigeon_peas_with_roots	Shared	Prepared	Pulse	pigeon peas with roots	a serving of pigeon peas with roots	Soft root cubes are mixed with pigeon peas, adding pale angular pieces to the warm brown heap.	Sweet roots mellow the firm pigeon peas, leaving an earthy and lightly toasted aftertaste.	pea	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_mung_bean_mash	Shared	Prepared	Pulse	mung bean mash	a serving of mung bean mash	Mung beans form a moist greenish mash, smooth in places but still dotted with split skins and intact centres.	Mung bean mash tastes delicate and grassy, with gentle salt and a creamy close.	bean	Standard	Cooked	Standard	340	2.5	SouthAsian
preindustrial_food_mung_beans_with_greens	Shared	Prepared	Pulse	mung beans with greens	a serving of mung beans with greens	Small mung beans sit among wilted greens, their mild pale bodies contrasting with glossy dark leaves.	The mild beans absorb the greens' leafy savour, ending fresh and slightly mineral.	bean	Light	Cooked	Standard	220	2.5	SouthAsian
preindustrial_food_urad_bean_cakes	Shared	Prepared	Pulse	urad bean cakes	a serving of urad bean cakes	Urad bean cakes are seared nearly black at the edges, enclosing soft off-white centres speckled with cracked skins.	Urad beans taste deep and earthy beneath a smoky crust, with pepper lingering afterward.	bean	Standard	Cooked	Standard	340	2.5	SouthAsian
preindustrial_food_horse_gram_pottage	Shared	Prepared	Pulse	horse gram pottage	a serving of horse gram pottage	Horse gram has simmered into a dark, sturdy pottage, with firm little pulses distributed through the thickened broth.	Horse gram brings a robust, dry pulse flavour softened by the savoury cooking broth.	bean	Hearty	Cooked	Standard	480	4.5	SouthAsian
preindustrial_food_white_bean_pottage	Shared	Prepared	Pulse	white bean pottage	a serving of white bean pottage	White beans have softened into a pale, thick pottage, with a few whole pulses rising through the creamy base.	The pottage tastes creamy and mild, with earthy beans followed by a gentle salted finish.	bean	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_red_bean_mash	Shared	Prepared	Pulse	red bean mash	a serving of red bean mash	Red beans are crushed into a rose-brown mash whose rough spoon marks still hold bits of skin and tender centres.	Red bean earthiness fills the mouth, softened by starch and a faint natural sweetness.	bean	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_black_bean_pot	Shared	Prepared	Pulse	black bean pot	a serving of black bean pot	Black beans crowd a dark cooking liquor, making a glossy pot with purple-black pulses visible beneath the steam.	The black beans taste deep and mineral-rich, while the thick broth leaves a savoury warmth.	bean	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_mottled_bean_stew	Shared	Prepared	Pulse	mottled bean stew	a serving of mottled bean stew	Mottled beans and small vegetable pieces fill this rustic stew, their varied skins distinct in the reduced broth.	Each bean contributes a slightly different nuttiness to the peppered, vegetable-rich stew.	bean	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_bean_and_onion_hash	Shared	Prepared	Pulse	bean and onion hash	a serving of bean and onion hash	Browned onion and roughly crushed beans make a loose hash, crisp at the edges and moist through the middle.	Caramelised onion sweetens the beans, and the crisp pan edges add a toasted aftertaste.	bean	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_bean_and_leek_mash	Shared	Prepared	Pulse	bean and leek mash	a serving of bean and leek mash	Pale leek ribbons wind through a coarse bean mash, leaving green-white streaks across its warm beige surface.	Sweet leek lightens the dense bean mash, leaving a mellow allium note behind.	bean	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_bean_and_cabbage_pottage	Shared	Prepared	Pulse	bean and cabbage pottage	a serving of bean and cabbage pottage	Soft cabbage folds through a substantial bean pottage, with whole pulses suspended in the cloudy, leaf-sweet liquor.	The beans provide earthy body while cabbage lends leafy sweetness and a clean finish.	bean	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_bean_and_carrot_pot	Shared	Prepared	Pulse	bean and carrot pot	a serving of bean and carrot pot	Orange carrot cubes brighten a dark bean pot, their neat edges softened among the plump, glossy pulses.	Carrot brings gentle sweetness to the robust beans and softly seasoned broth.	bean	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_bean_and_beet_mash	Shared	Prepared	Pulse	bean and beet mash	a serving of bean and beet mash	Beetroot stains this bean mash a muted crimson, while pale broken beans give the mound a marbled appearance.	Earthy beet and creamy bean flavours mingle, ending sweet, mineral, and faintly peppery.	bean	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_bean_stuffed_cabbage	Shared	Prepared	Pulse	bean-stuffed cabbage	a serving of bean-stuffed cabbage	Translucent cabbage leaves wrap a compact bean filling, and one open edge reveals the coarse, pepper-flecked centre.	The cabbage tastes mild and sweet around a filling rich with beans, herbs, and pepper.	bean	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_mixed_pulse_pottage	Shared	Prepared	Pulse	mixed pulse pottage	a serving of mixed pulse pottage	Several kinds of pulse share this thick pottage, creating a varied surface of round beans, split peas, and flat lentils.	The pulses create layered earthy flavours, rounded by starch and a savoury broth.	food	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_three_pulse_mash	Shared	Prepared	Pulse	three-pulse mash	a serving of three-pulse mash	Three pulses are worked into a coarse mottled mash, with different skins and colours preserved in every spoon ridge.	Nutty beans, sweet peas, and peppery lentils combine in a dense, satisfying mash.	food	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_pea_and_lentil_cakes	Shared	Prepared	Pulse	pea and lentil cakes	a serving of pea and lentil cakes	Small pea-and-lentil cakes show crisp brown faces and green-brown interiors packed firmly enough to hold together.	Sweet pea and earthy lentil meet beneath a toasted crust with a warm herbal finish.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_bean_and_chickpea_stew	Shared	Prepared	Pulse	bean and chickpea stew	a serving of bean and chickpea stew	Round chickpeas and darker beans sit in a substantial stew, surrounded by a broth thickened with broken pulses.	The chickpeas add creamy nuttiness to the darker beans and the rich cooking liquor.	pea	Hearty	Cooked	Standard	480	4.5	RegionalOldWorld
preindustrial_food_lentil_and_chickpea_mash	Shared	Prepared	Pulse	lentil and chickpea mash	a serving of lentil and chickpea mash	Lentils lend russet specks to a pale chickpea mash, which remains slightly coarse despite its creamy body.	Peppery lentil balances the chickpea's soft sweetness, producing a rounded pulse flavour.	pea	Standard	Cooked	Standard	340	2.5	RegionalOldWorld
preindustrial_food_sprouted_pulse_salad	Shared	Prepared	Pulse	sprouted pulse salad	a serving of sprouted pulse salad	Short white sprouts curl among mixed pulses and chopped greens, making a fresh, crisp salad with a damp sheen.	The sprouts taste fresh and grassy against the earthy pulses, with a brisk dressed finish.	food	Light	Fresh	Standard	220	2.5	Universal
preindustrial_food_toasted_pulse_crumble	Shared	Prepared	Pulse	toasted pulse crumble	a serving of toasted pulse crumble	Toasted fragments of several pulses form a dry golden-brown crumble, with irregular pieces ranging from meal to coarse grit.	Dry toasted pulses taste nutty and smoky, leaving a pleasantly crisp, grain-like savour.	food	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_soured_bean_paste	Shared	Prepared	Pulse	soured bean paste	a serving of soured bean paste	A fermented bean paste lies in a glossy brown sweep, dense and smooth except for a scattering of softened skins.	Fermentation gives the beans a deep sourness, backed by salt and lingering earthy richness.	bean	Preserved	Preserved	Standard	180	3.5	Universal
preindustrial_food_pulse_and_herb_dumplings	Shared	Prepared	Pulse	pulse-and-herb dumplings	a serving of pulse-and-herb dumplings	Plump dumplings have pale, tender skins around an herb-studded pulse filling that shows where one has split.	Tender dough gives way to a savoury pulse centre brightened with chopped green herbs.	food	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_pulse_stuffed_turnips	Shared	Prepared	Pulse	pulse-stuffed turnips	a serving of pulse-stuffed turnips	Hollow turnips hold a closely packed pulse mixture, their soft ivory walls contrasting with the darker filling.	Sweet turnip surrounds an earthy, peppered pulse filling with a soft herbal aftertaste.	food	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_boiled_cabbage_wedges	Shared	Prepared	Vegetable	boiled cabbage wedges	a serving of boiled cabbage wedges	Boiled cabbage wedges retain their layered shape, though the pale leaves bend easily and glisten with cooking water.	The cabbage tastes gently sweet and mineral, with plain salt lingering in its tender layers.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_buttered_cabbage_ribbons	Shared	Prepared	Vegetable	buttered cabbage ribbons	a serving of buttered cabbage ribbons	Thin cabbage ribbons are glossy with melted butter, curling into soft folds with lightly browned tips.	Butter rounds the cabbage's leafy flavour and adds richness to the browned ends.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_vinegar_cabbage_salad	Shared	Prepared	Vegetable	vinegar cabbage salad	a serving of vinegar cabbage salad	Shredded cabbage remains crisp beneath its vinegar dressing, forming a bright heap of pale and green strands.	Vinegar gives the crisp cabbage a lively sour bite, followed by clean vegetal sweetness.	vegetable	Light	Preserved	Standard	220	2.5	Universal
preindustrial_food_cabbage_and_leek_pot	Shared	Prepared	Vegetable	cabbage and leek pot	a serving of cabbage and leek pot	Cabbage and leek pieces settle into a little savoury liquor, both vegetables cooked until tender but still recognisable.	Sweet leeks soften the cabbage flavour, while the broth finishes mild and savoury.	vegetable	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_cabbage_with_mustard_seed	Shared	Prepared	Vegetable	cabbage with mustard seed	a serving of cabbage with mustard seed	Mustard seeds dot the softened cabbage leaves like dark beads, collecting particularly in the moist folds.	Peppery mustard seed punctuates the soft cabbage with warm, slightly bitter sparks.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_charred_cabbage_quarters	Shared	Prepared	Vegetable	charred cabbage quarters	a serving of charred cabbage quarters	Quartered cabbage bears blackened outer edges from the hearth, while the layered hearts remain pale and succulent.	Char lends smoky bitterness to the outer leaves before the sweet heart comes through.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_stuffed_cabbage_leaves	Shared	Prepared	Vegetable	stuffed cabbage leaves	a serving of stuffed cabbage leaves	Broad cabbage leaves enclose a coarse vegetable filling, with tied folds holding each compact parcel together.	The tender leaf wrapper gives way to a savoury filling of vegetables, herbs, and pepper.	vegetable	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_salted_cabbage_mash	Shared	Prepared	Vegetable	salted cabbage mash	a serving of salted cabbage mash	Salted cabbage has been worked into a pale green mash, its fibrous texture still visible beneath the wet surface.	Salt sharpens the cabbage mash, whose flavour remains leafy, mild, and faintly sweet.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_cabbage_and_onion_hash	Shared	Prepared	Vegetable	cabbage and onion hash	a serving of cabbage and onion hash	Chopped cabbage and onion make a rough pan hash, showing caramelised corners among the softer, glossy pieces.	Browned onion enriches the cabbage with caramel sweetness and a toasted pan savour.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_cabbage_heart_broth	Shared	Prepared	Vegetable	cabbage heart broth	a serving of cabbage heart broth	A clear, pale broth surrounds tender pieces cut from the cabbage heart, with fine leaf shreds drifting near the surface.	The broth tastes delicate and cabbage-sweet, with a light herbal and mineral finish.	vegetable	Light	Cooked	Standard	220	2.5	Universal
preindustrial_food_braised_kale_greens	Shared	Prepared	Vegetable	braised kale greens	a serving of braised kale greens	Braised kale lies in dark green folds, glossy with cooking liquor and softened along every thick central rib.	Kale brings robust leafy bitterness, mellowed by slow cooking and a savoury liquor.	vegetable	Light	Cooked	Standard	220	2.5	Universal
preindustrial_food_wilted_spinach_leaves	Shared	Prepared	Vegetable	wilted spinach leaves	a serving of wilted spinach leaves	Spinach leaves collapse into a delicate emerald heap, with fine stems and darker folds preserving some structure.	The spinach tastes delicate and green, with soft mineral notes and restrained salt.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_boiled_chard_with_garlic	Shared	Prepared	Vegetable	boiled chard with garlic	a serving of boiled chard with garlic	Broad chard ribbons float beside slices of garlic, their pale stalks firmer than the deep green leaves.	Garlic warms the earthy chard, while the stalks contribute a clean vegetal sweetness.	vegetable	Standard	Cooked	Standard	340	2.5	Universal
preindustrial_food_mustard_greens_pot	Shared	Prepared	Vegetable	mustard greens pot	a serving of mustard greens pot	Mustard greens fill a shallow pot with olive ribbons and tender stems, all coated in a lightly clouded liquor.	Mustard greens taste peppery and pleasantly bitter, ending with savoury cooking liquor.	vegetable	Hearty	Cooked	Standard	480	4.5	Universal
preindustrial_food_turnip_greens_with_onions	Shared	Prepared	Vegetable	turnip greens with onions	a serving of turnip greens with onions	Turnip greens and translucent onions form a soft leafy tangle, with pale allium slivers visible between the stems.	Sweet onion tempers the turnip greens' bitterness and leaves a mellow finish.	vegetable	Light	Cooked	Standard	220	2.5	Universal
preindustrial_food_beet_greens_mash	Shared	Prepared	Vegetable	beet greens mash	a serving of beet greens mash	Beet greens make a dark, fibrous mash streaked crimson where chopped stalks have coloured the surrounding leaves.	Beet stalks add earthy sweetness to the dark greens and their mineral-rich mash.	vegetable	Light	Cooked	Standard	220	2.5	Universal
preindustrial_food_nettle_greens_pottage	Shared	Prepared	Vegetable	nettle greens pottage	a serving of nettle greens pottage	Nettle leaves thicken this green pottage, their softened edges disappearing into a dense, herbaceous base.	The nettle pottage tastes intensely green and earthy, with herbs lifting its dense body.	vegetable	Hearty	Cooked	Standard	480	4.5	Universal
