stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_pea_and_cabbage_soup	Shared	Prepared	Soup	bowl	a bowl of pea and cabbage soup	Soft cabbage ribbons remain distinct in a pale green soup thickened by broken peas.	Vegetal sweetness and creamy pea flavour finish with clean salt.	pea	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_pea_and_turnip_potage	Shared	Prepared	Stew	bowl	a bowl of pea and turnip potage	Ivory turnip cubes interrupt a dense pea potage whose green body clings to them.	The root's gentle bitterness checks the sweet, earthy pulse.	pea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_pea_herb_broth	Shared	Prepared	Soup	bowl	a bowl of pea herb broth	Fresh herb flecks float above scattered peas in a light green-gold broth.	Leafy fragrance lifts the mild pea sweetness without masking it.	pea	Light	Cooked	Standard	420	4	Universal
preindustrial_food_pea_and_mushroom_stew	Shared	Prepared	Stew	bowl	a bowl of pea and mushroom stew	Brown mushroom slices lie throughout a thick pea stew mottled olive and tan.	Woodland savour gives the creamy pulses a deeper, darker finish.	pea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_pea_and_carrot_soup	Shared	Prepared	Soup	bowl	a bowl of pea and carrot soup	Orange carrot coins brighten a soft green soup containing both whole and crushed peas.	Carrot sweetness makes the earthy pulse taste fresh and rounded.	pea	Rich	Cooked	Good	560	9	Universal
preindustrial_food_thick_pea_pot	Shared	Prepared	Stew	bowl	a bowl of thick pea pot	A near-solid mass of slow-cooked peas fills the crock beneath a dull green sheen.	It is dense, creamy, and robustly earthy with pepper.	pea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_plain_lentil_soup	Shared	Prepared	Soup	bowl	a bowl of plain lentil soup	Russet lentils settle evenly through a brown broth that has thickened from their starch.	The soup tastes peppery, earthy, and simply savoury.	lentil	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_lentil_and_garlic_broth	Shared	Prepared	Soup	bowl	a bowl of lentil and garlic broth	Softened garlic pieces accompany lentils in a clear amber broth with a slight haze.	Warm pungency follows the pulse's dry, mineral character.	lentil	Light	Cooked	Standard	420	4	Universal
preindustrial_food_lentil_and_onion_stew	Shared	Prepared	Stew	bowl	a bowl of lentil and onion stew	Translucent onions wind through a spoon-coating stew packed with tender brown lentils.	Sweet allium mellows their peppery earthiness.	lentil	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_lentil_greens_soup	Shared	Prepared	Soup	bowl	a bowl of lentil greens soup	Dark wilted leaves curl among russet lentils in a thin, iron-coloured soup.	Mineral greens sharpen the warm and earthy pulse flavour.	lentil	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_lentil_root_potage	Shared	Prepared	Stew	bowl	a bowl of lentil root potage	Small mixed root cubes give colour and shape to a dense lentil potage.	Earthy sweetness meets peppery legumes in a substantial spoonful.	lentil	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_lentil_and_mushroom_stew	Shared	Prepared	Stew	bowl	a bowl of lentil and mushroom stew	Mushroom caps darken a lentil stew whose reduced liquor coats every small piece.	Woodsy juices amplify the pulses' savoury depth.	lentil	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_lentil_cabbage_soup	Shared	Prepared	Soup	bowl	a bowl of lentil cabbage soup	Cabbage ribbons lie pale against the reddish-brown body of this lentil soup.	Soft brassica sweetness balances the lentils' mineral edge.	lentil	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_lentil_herb_broth	Shared	Prepared	Soup	bowl	a bowl of lentil herb broth	Green herbs and distinct lentils float freely in a clear, lightly coloured broth.	Fresh aromatics brighten a restrained earthy savour.	lentil	Light	Cooked	Standard	420	4	Universal
preindustrial_food_lentil_and_rice_pot	Shared	Prepared	Stew	bowl	a bowl of lentil and rice pot	White rice softens between brown lentils, binding them into a moist one-pot dish.	Mellow starch cushions the peppery, nutty pulse.	lentil	Hearty	Cooked	Standard	520	4	RegionalOldWorld
preindustrial_food_thick_lentil_pottage	Shared	Prepared	Stew	bowl	a bowl of thick lentil pottage	Long simmering has turned most lentils creamy, though darker skins still stipple the pottage.	It tastes full, earthy, and warming with a dry finish.	lentil	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_plain_bean_soup	Shared	Prepared	Soup	bowl	a bowl of plain bean soup	Cream-coloured beans sit whole in a lightly clouded broth thickened by a few crushed pieces.	The flavour is mild, earthy, and satisfyingly full.	bean	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_white_bean_stew	Shared	Prepared	Stew	bowl	a bowl of white bean stew	Large white beans crowd a pale, glossy stew with barely enough liquor between them.	Creamy interiors carry gentle garlic and salt.	bean	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_red_bean_potage	Shared	Prepared	Stew	bowl	a bowl of red bean potage	Red beans pattern a brick-coloured potage whose smooth base comes from mashed pulses.	It tastes robust, slightly sweet, and pleasantly earthy.	bean	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_black_bean_broth	Shared	Prepared	Soup	bowl	a bowl of black bean broth	Dark beans rest beneath a purple-brown broth scattered with tiny herb fragments.	Deep pulse savour leaves a mineral, faintly smoky finish.	bean	Light	Cooked	Standard	420	4	Universal
preindustrial_food_bean_and_leek_soup	Shared	Prepared	Soup	bowl	a bowl of bean and leek soup	Pale leek rounds brighten a beige bean soup dotted with intact creamy beans.	Mild onion sweetness complements their soft, floury centres.	bean	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_bean_and_onion_stew	Shared	Prepared	Stew	bowl	a bowl of bean and onion stew	Collapsed onions form a glossy brown sauce around plump, tender beans.	Caramel allium gives the hearty pulses a rich savour.	bean	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_bean_and_cabbage_pot	Shared	Prepared	Stew	bowl	a bowl of bean and cabbage pot	Soft cabbage and mixed beans pack the pot in alternating pale and dark pieces.	Sweet leaves lighten the dense, earthy mouthful.	bean	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_bean_and_root_soup	Shared	Prepared	Soup	bowl	a bowl of bean and root soup	Colourful root dice share a clear brown soup with several sizes of bean.	Root sweetness varies the creamy and nutty pulse flavours.	bean	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_bean_and_mushroom_stew	Shared	Prepared	Stew	bowl	a bowl of bean and mushroom stew	Brown mushrooms nestle between beans in a reduced, darkly savoury stew.	The dish tastes woodsy, full-bodied, and gently peppered.	bean	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_mixed_bean_pottage	Shared	Prepared	Stew	bowl	a bowl of mixed bean pottage	White, red, and dark beans remain visible throughout a thick mottled pottage.	Every bite shifts between creamy, nutty, and earthy.	bean	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_plain_chickpea_soup	Shared	Prepared	Soup	bowl	a bowl of plain chickpea soup	Golden chickpeas dot a clear yellow broth with a light film of their cooking starch.	They taste nutty, firm, and modestly salted.	chickpea	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_chickpea_and_garlic_stew	Shared	Prepared	Stew	bowl	a bowl of chickpea and garlic stew	Whole garlic cloves soften among chickpeas in a thick ochre stew.	Warm pungency follows the pulses' dry, nutty richness.	chickpea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_chickpea_greens_broth	Shared	Prepared	Soup	bowl	a bowl of chickpea greens broth	Dark leafy ribbons float above chickpeas settled in a mineral-rich broth.	Fresh bitterness cuts through the mellow golden pulses.	chickpea	Light	Cooked	Standard	420	4	Universal
preindustrial_food_chickpea_and_onion_pot	Shared	Prepared	Stew	bowl	a bowl of chickpea and onion pot	Sweet onions cling to chickpeas in a reduced one-pot glaze tinted deep gold.	Caramelised allium rounds their robust, floury savour.	chickpea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_chickpea_root_soup	Shared	Prepared	Soup	bowl	a bowl of chickpea root soup	Orange and ivory root pieces surround chickpeas in a lightly clouded soup.	Earthy sweetness softens the pulses' nutty dryness.	chickpea	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_chickpea_and_lentil_stew	Shared	Prepared	Stew	bowl	a bowl of chickpea and lentil stew	Large golden chickpeas stand out among small russet lentils in a dense stew.	Two pulse textures share a warm, peppery earthiness.	chickpea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_chickpea_herb_potage	Shared	Prepared	Stew	bowl	a bowl of chickpea herb potage	Fresh herbs stipple a creamy chickpea potage containing occasional whole pulses.	Green fragrance lifts its rich, nutty body.	chickpea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_chickpea_cabbage_soup	Shared	Prepared	Soup	bowl	a bowl of chickpea cabbage soup	Cabbage strips curl around golden chickpeas in a pale vegetable broth.	Sweet brassica and nutty pulses make a gentle savour.	chickpea	Rich	Cooked	Good	560	9	Universal
preindustrial_food_chickpea_and_rice_broth	Shared	Prepared	Soup	bowl	a bowl of chickpea and rice broth	Soft rice grains drift between firm chickpeas beneath a clear fragrant liquor.	Mellow starch smooths the chickpeas' earthy bite.	chickpea	Light	Cooked	Standard	420	4	RegionalOldWorld
preindustrial_food_thick_chickpea_pot	Shared	Prepared	Stew	bowl	a bowl of thick chickpea pot	Crushed chickpeas form a dense golden mass with whole pulses embedded throughout.	It is substantial, nutty, and warmly seasoned.	chickpea	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_cabbage_leaf_soup	Shared	Prepared	Soup	bowl	a bowl of cabbage leaf soup	Broad cabbage ribbons float in a clear broth tinted pale green-gold by long simmering.	The leaves taste sweetly vegetal with a mild sulfurous edge.	vegetable	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_cabbage_and_onion_stew	Shared	Prepared	Stew	bowl	a bowl of cabbage and onion stew	Cabbage and onion have collapsed together into a glossy, pale brown stew.	Layered allium and brassica sweetness dominate the soft dish.	vegetable	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_cabbage_and_leek_broth	Shared	Prepared	Soup	bowl	a bowl of cabbage and leek broth	Green-white leek rings mingle with cabbage ribbons in a clean, lightly herbal broth.	The flavour is fresh, onion-sweet, and delicately vegetal.	vegetable	Light	Cooked	Standard	420	4	Universal
preindustrial_food_cabbage_root_potage	Shared	Prepared	Stew	bowl	a bowl of cabbage root potage	Mixed root cubes lend colour and weight to a thick cabbage potage.	Earthy vegetables temper the leaves' sweet sulfurous character.	vegetable	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_cabbage_herb_soup	Shared	Prepared	Soup	bowl	a bowl of cabbage herb soup	Chopped herbs brighten soft cabbage leaves gathered in a pale broth.	Fresh green aromas sharpen the mild vegetable sweetness.	vegetable	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_cabbage_and_mushroom_stew	Shared	Prepared	Stew	bowl	a bowl of cabbage and mushroom stew	Dark mushroom slices contrast with pale cabbage in a reduced household stew.	Woodsy savour gives depth to the softened leaves.	vegetable	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_cabbage_garlic_broth	Shared	Prepared	Soup	bowl	a bowl of cabbage garlic broth	Crushed garlic clouds the broth slightly around long, tender cabbage ribbons.	Pungent warmth enlivens the sweetly cooked brassica.	vegetable	Light	Cooked	Standard	420	4	Universal
preindustrial_food_cabbage_and_pea_soup	Shared	Prepared	Soup	bowl	a bowl of cabbage and pea soup	Green peas punctuate pale cabbage strips in a softly thickened soup.	Pulse sweetness reinforces the fresh garden flavour.	pea	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_cabbage_garden_pot	Shared	Prepared	Stew	bowl	a bowl of cabbage garden pot	Cabbage, roots, peas, and herbs crowd a colourful pot with little free liquor.	The bowl tastes varied, vegetal, and gently earthy.	vegetable	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_thick_cabbage_pottage	Shared	Prepared	Stew	bowl	a bowl of thick cabbage pottage	Finely chopped cabbage has cooked down into a dense, spoonable pale-green pottage.	It is soft, sweetly vegetal, and plainly savoury.	vegetable	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_turnip_soup	Shared	Prepared	Soup	bowl	a bowl of turnip soup	Pale turnip cubes float in a clear broth carrying a faint ivory haze from the roots.	The soup is earthy, mildly bitter, and cleanly salted.	vegetable	Standard	Cooked	Standard	420	4	Universal
preindustrial_food_turnip_and_onion_broth	Shared	Prepared	Soup	bowl	a bowl of turnip and onion broth	Translucent onions wind around tender turnip pieces in a light golden liquor.	Onion sweetness softens the root's peppery, earthy edge.	vegetable	Light	Cooked	Standard	420	4	Universal
preindustrial_food_turnip_and_leek_stew	Shared	Prepared	Stew	bowl	a bowl of turnip and leek stew	Leek rings and ivory turnip chunks fill a thick stew with a muted green cast.	Gentle allium warmth rounds the robust root flavour.	vegetable	Hearty	Cooked	Standard	520	4	Universal
preindustrial_food_turnip_greens_potage	Shared	Prepared	Stew	bowl	a bowl of turnip greens potage	Dark turnip greens marble a dense pale potage made from mashed and diced roots.	Mineral leaves sharpen the creamy root's gentle bitterness.	vegetable	Hearty	Cooked	Standard	520	4	Universal
