stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_garlic_herb_paste	Shared	Prepared	Condiment	bowl	a bowl of garlic-herb paste	Crushed garlic pales a dense paste of fresh green herbs.	Pungent heat follows a leafy freshness.	vegetable	Condiment	Fresh	Good	150	0.76	Universal
preindustrial_food_spiced_herb_paste	Shared	Prepared	Condiment	bowl	a bowl of spiced herb paste	Ground spices marble a dark green aromatic paste.	Warm fragrance and fresh bitterness share the finish.	vegetable	Condiment	Fresh	Good	150	0.84	RegionalOldWorld
preindustrial_food_salted_spice_paste	Shared	Prepared	Condiment	bowl	a bowl of salted spice paste	Moistened ground spices form a dense rust-coloured seasoning paste.	It tastes salty, aromatic, and forcefully warm.	food	Condiment	Fresh	Good	140	0.92	RegionalOldWorld
preindustrial_food_nut_spice_paste	Shared	Prepared	Condiment	bowl	a bowl of nut-spice paste	Ground nuts soften the heat of a fragrant brown paste.	It tastes toasted, creamy, and warmly aromatic.	tree nut	Condiment	Fresh	Good	160	1.02	Islamicate
preindustrial_food_seed_spice_paste	Shared	Prepared	Condiment	bowl	a bowl of seed-and-spice paste	Crushed seeds make this dark seasoning paste pleasantly coarse.	Earthy oil carries a lingering aromatic heat.	food	Condiment	Fresh	Good	150	0.88	RegionalOldWorld
preindustrial_food_fish_herb_paste	Shared	Prepared	Condiment	bowl	a bowl of savoury fish paste	Pounded salted fish and herbs form a glossy grey-brown spread.	It tastes briny, pungent, and intensely savoury.	fish	Condiment	Preserved	Good	150	0.92	MaritimeTrade
preindustrial_food_meat_herb_spread	Shared	Prepared	Condiment	bowl	a bowl of herb-scented meat spread	Finely pounded cooked meat makes a smooth, green-flecked spread.	It tastes rich, peppery, and deeply savoury.	meat	Condiment	Fresh	Good	160	0.98	Universal
preindustrial_food_cheese_herb_spread	Shared	Prepared	Condiment	bowl	a bowl of cheese-and-herb spread	Soft cheese and chopped herbs form a pale creamy spread.	Milky tang carries fresh garden fragrance.	cheese	Condiment	Fresh	Good	170	0.96	RegionalOldWorld
preindustrial_food_yoghurt_herb_spread	Shared	Prepared	Condiment	bowl	a bowl of yoghurt-herb spread	Strained yoghurt holds a generous scattering of chopped greens.	It tastes cooling, tart, and brightly herbal.	yoghurt	Condiment	Fresh	Good	180	0.90	RegionalOldWorld
preindustrial_food_egg_herb_spread	Shared	Prepared	Condiment	bowl	a bowl of chopped egg spread	Boiled egg and herbs make a soft, roughly textured spread.	It tastes creamy, fresh, and gently peppery.	egg	Condiment	Fresh	Good	170	0.82	Universal
preindustrial_food_mushroom_savoury_spread	Shared	Prepared	Condiment	bowl	a bowl of mushroom spread	Browned mushrooms have been pounded into a dark glossy paste.	It tastes earthy, rich, and softly smoky.	vegetable	Condiment	Fresh	Good	160	0.86	RegionalOldWorld
preindustrial_food_onion_savoury_spread	Shared	Prepared	Condiment	bowl	a bowl of slow-cooked onion spread	Long-cooked onions form a sticky, deep brown accompaniment.	It tastes caramel-sweet and intensely savoury.	vegetable	Condiment	Fresh	Good	170	0.78	Universal
preindustrial_food_roasted_root_spread	Shared	Prepared	Condiment	bowl	a bowl of roasted-root spread	Pounded roasted roots make a smooth ochre-coloured accompaniment.	Earthy sweetness carries a faint smoky edge.	vegetable	Condiment	Fresh	Good	180	0.72	Universal
preindustrial_food_pulse_savoury_spread	Shared	Prepared	Condiment	bowl	a bowl of seasoned pulse spread	Crushed cooked pulses form a thick paste streaked with oil.	It tastes earthy, creamy, and warmly spiced.	food	Condiment	Fresh	Good	180	0.74	Universal
preindustrial_food_honey_spice_spread	Shared	Prepared	Sweet	bowl	a bowl of spiced honey spread	Ground aromatics darken thick honey to a burnished amber.	It tastes floral, warming, and richly sweet.	honey	Condiment	Fresh	Good	150	0.92	RegionalOldWorld
preindustrial_food_fruit_spice_spread	Shared	Prepared	Sweet	bowl	a bowl of spiced fruit spread	Cooked fruit pulp forms a glossy spread fragrant with spice.	It tastes tart, aromatic, and softly sweet.	fruit	Condiment	Fresh	Good	170	0.84	Universal
preindustrial_food_nut_honey_spread	Shared	Prepared	Sweet	bowl	a bowl of nut-and-honey spread	Crushed toasted nuts thicken honey into a coarse golden paste.	It tastes floral, roasted, and luxuriously rich.	tree nut	Rich	Fresh	Good	170	1.08	Universal
preindustrial_food_preserved_herb_cake	Shared	Prepared	Preserved	cake	a small preserved herb cake	Salted herbs have been pressed into a dense dark green cake.	It tastes briny, grassy, and strongly concentrated.	vegetable	Condiment	Preserved	Standard	120	0.66	Universal
preindustrial_food_preserved_spice_cake	Shared	Prepared	Preserved	cake	a small preserved spice cake	Moistened spice and salt form a firm aromatic seasoning puck.	It tastes forceful, salty, and warmly fragrant.	food	Condiment	Preserved	Good	120	0.86	RegionalOldWorld
preindustrial_food_preserved_fish_seasoning_cake	Shared	Prepared	Preserved	cake	a small fish seasoning cake	Salted fish paste has dried into a compact grey seasoning cake.	It tastes intensely briny and deeply savoury.	fish	Condiment	Preserved	Standard	120	0.72	MaritimeTrade
preindustrial_food_preserved_meat_seasoning_cake	Shared	Prepared	Preserved	cake	a small meat seasoning cake	Concentrated cooked meat and salt form a firm brown puck.	It tastes meaty, salty, and richly reduced.	meat	Condiment	Preserved	Standard	120	0.76	Universal
preindustrial_food_sour_fruit_seasoning_cake	Shared	Prepared	Preserved	cake	a small sour-fruit seasoning cake	Reduced tart fruit pulp has dried into a dark, firm disc.	It tastes sharply fruity and mouth-puckeringly sour.	fruit	Condiment	Preserved	Good	120	0.78	RegionalOldWorld
preindustrial_food_cacao_spice_relish	Shared	Prepared	Condiment	bowl	a bowl of bitter cacao relish	Ground cacao darkens a savoury spice relish almost black.	It tastes bitter, aromatic, and gently hot.	food	Condiment	Fresh	Good	150	1.12	CacaoTrade
preindustrial_food_chili_fruit_relish	Shared	Prepared	Condiment	bowl	a bowl of hot fruit relish	Red chile flecks blaze through chopped tart tropical fruit.	Sweet juice gives way to building heat.	fruit	Condiment	Fresh	Good	170	0.92	Mesoamerican
preindustrial_food_sugar_spice_conserve	Shared	Prepared	Sweet	bowl	a bowl of sweet spice conserve	Refined sugar binds aromatic spice into a glossy confection.	It tastes intensely sweet and warmly perfumed.	food	Condiment	Preserved	Good	150	1.18	SugarTrade
preindustrial_food_resting_bread_dough_round	Shared	Intermediate	Intermediate	round	a rested bread-dough round	A smooth risen dough round waits beneath a floured cloth.		dough	None	None	Standard	650	0.52	Universal
preindustrial_food_flatbread_dough_stack	Shared	Intermediate	Intermediate	stack	a stack of flatbread dough rounds	Thin raw dough circles lie separated by dustings of flour.		dough	None	None	Standard	600	0.54	Universal
preindustrial_food_stuffed_bread_dough_blank	Shared	Intermediate	Intermediate	blank	a sealed stuffed-bread blank	Raw bread dough encloses filling in a neatly pinched parcel.		dough	None	None	Good	450	0.88	Universal
preindustrial_food_braided_bread_dough	Shared	Intermediate	Intermediate	braid	a braid of raw bread dough	Three supple dough ropes interlace before their final rise.		dough	None	None	Good	700	0.68	RegionalOldWorld
preindustrial_food_ring_shaped_bread_dough	Shared	Intermediate	Intermediate	ring	a ring of shaped bread dough	A smooth raw dough rope joins cleanly into a broad ring.		dough	None	None	Good	550	0.62	RegionalOldWorld
preindustrial_food_scored_loaf_blank	Shared	Intermediate	Intermediate	loaf	a scored unbaked loaf	A risen loaf bears careful cuts across its floury surface.		dough	None	None	Good	750	0.66	Universal
preindustrial_food_small_roll_dough_batch	Shared	Intermediate	Intermediate	tray	a tray of shaped dough rolls	Small raw dough rounds sit evenly spaced for proofing.		dough	None	None	Good	700	0.72	Universal
preindustrial_food_pastry_dough_sheet	Shared	Intermediate	Intermediate	sheet	a sheet of pastry dough	A thin even sheet of rich dough waits for cutting.		dough	None	None	Good	500	0.92	RegionalOldWorld
preindustrial_food_layered_pastry_dough_block	Shared	Intermediate	Intermediate	block	a block of layered pastry dough	Repeated folds leave visible layers along this chilled dough block.		dough	None	None	VeryGood	600	1.18	RegionalOldWorld
preindustrial_food_pie_crust_blank	Shared	Intermediate	Intermediate	crust	an unfilled pie crust	Raw pastry lines a shallow dish with a neatly crimped rim.		dough	None	None	Good	420	0.82	RegionalOldWorld
preindustrial_food_tart_shell_blanks	Shared	Intermediate	Intermediate	tray	a tray of raw tart shells	Small pastry cups wait unbaked within shallow metal forms.		dough	None	None	Good	450	0.94	RegionalOldWorld
preindustrial_food_raised_pie_shell_blanks	Shared	Intermediate	Intermediate	stack	a stack of raised pie shell blanks	Stiff hot-water dough has been formed into deep freestanding shells, still raw and waiting for fillings and lids.		dough	None	None	Standard	400	0.68	Universal
preindustrial_food_pastry_lattice_strips	Shared	Intermediate	Intermediate	stack	a stack of pastry lattice strips	Long narrow ribbons of raw pastry have been cut evenly and dusted with flour, ready to weave across filled pies.		dough	None	None	Good	360	0.76	RegionalOldWorld
preindustrial_food_oiled_leaf_food_wrappers	Shared	Intermediate	Intermediate	bundle	a bundle of oiled leaf food wrappers	Broad edible leaves have been trimmed, softened, and lightly oiled to enclose grain, meat, or vegetable fillings.		vegetable	None	None	Good	340	0.80	Universal
preindustrial_food_maize_wrapper_rounds	Shared	Intermediate	Intermediate	stack	a stack of maize-dough rounds	Golden treated-maize rounds await filling and leaf wrapping.		corn	None	None	Standard	420	0.70	Mesoamerican
preindustrial_food_stuffed_dumpling_blanks	Shared	Intermediate	Intermediate	tray	a tray of uncooked dumplings	Pleated raw parcels sit ready for boiling or steaming.		dough	None	None	Good	600	1.12	Universal
preindustrial_food_filled_pasta_parcels	Shared	Intermediate	Intermediate	tray	a tray of filled dough parcels	Small sealed pasta shapes reveal faint bulges of filling.		dough	None	None	Good	600	1.18	RegionalOldWorld
preindustrial_food_fresh_broad_noodle_bundle	Shared	Intermediate	Intermediate	bundle	a bundle of fresh broad noodles	Flour-dusted dough ribbons gather in a loose, supple nest.		dough	None	None	Good	450	0.78	RegionalOldWorld
preindustrial_food_fresh_fine_noodle_bundle	Shared	Intermediate	Intermediate	bundle	a bundle of fresh fine noodles	Slender newly cut strands hang together beneath loose flour.		dough	None	None	Good	420	0.82	RegionalOldWorld
preindustrial_food_dried_broad_noodle_bundle	Shared	Intermediate	Intermediate	bundle	a bundle of dried broad noodles	Brittle flat noodles form a tied rectangular cooking bundle.		wheat	None	None	Standard	300	0.76	RegionalOldWorld
preindustrial_food_dried_fine_noodle_nest	Shared	Intermediate	Intermediate	nest	a nest of dried fine noodles	Delicate dried strands curl into a compact, fragile nest.		wheat	None	None	Good	280	0.84	RegionalOldWorld
preindustrial_food_dried_rice_noodle_bundle	Shared	Intermediate	Intermediate	bundle	a bundle of dried rice noodles	Translucent rice strands have dried straight and brittle.		rice	None	None	Standard	280	0.82	EastAsian
preindustrial_food_dried_millet_noodle_bundle	Shared	Intermediate	Intermediate	bundle	a bundle of dried millet noodles	Buff-coloured grain noodles make a fragile tied bundle.		millet	None	None	Standard	280	0.74	EastAsian
preindustrial_food_twisted_pasta_dough_shapes	Shared	Intermediate	Intermediate	tray	a tray of twisted dough shapes	Short raw dough pieces hold hand-rolled spiral forms.		dough	None	None	Good	400	0.78	RegionalOldWorld
preindustrial_food_ring_pasta_dough_shapes	Shared	Intermediate	Intermediate	tray	a tray of ring-shaped pasta	Small raw dough loops dry lightly across a board.		dough	None	None	Good	400	0.80	RegionalOldWorld
preindustrial_food_cut_pasta_squares	Shared	Intermediate	Intermediate	tray	a tray of cut pasta squares	Even raw dough squares lie separated across a floured cloth.		dough	None	None	Standard	420	0.72	RegionalOldWorld
preindustrial_food_torn_pasta_scraps	Shared	Intermediate	Intermediate	tray	a tray of torn pasta scraps	Irregular raw dough pieces wait for a boiling pot.		dough	None	None	Standard	420	0.62	Universal
preindustrial_food_grain_fermentation_starter_cake	Shared	Intermediate	Intermediate	cake	a grain fermentation starter cake	Dried cultured grain forms a porous, faintly aromatic cake.		barley	None	None	Standard	180	0.58	Universal
preindustrial_food_rice_fermentation_starter_cake	Shared	Intermediate	Intermediate	cake	a rice fermentation starter cake	White inoculated rice has dried into a crumbly round.		rice	None	None	Good	180	0.68	EastAsian
preindustrial_food_sourdough_starter_lump	Shared	Intermediate	Intermediate	lump	a firm sourdough starter lump	Fermented dough forms a tacky lump for leavening new bread.		dough	None	None	Standard	240	0.44	Universal
preindustrial_food_dried_sourdough_starter	Shared	Intermediate	Intermediate	cake	a dried sourdough starter cake	A thin brittle cake preserves an established bread culture.		dough	None	None	Good	140	0.52	Universal
preindustrial_food_rennet_curdling_tablet	Shared	Intermediate	Intermediate	tablet	a small curdling tablet	Prepared rennet forms a dry tablet for setting warm milk.		food	None	None	Standard	40	0.38	RegionalOldWorld
preindustrial_food_rennet_soaked_cloth	Shared	Intermediate	Intermediate	cloth	a folded rennet-soaked cloth	A dried treated cloth carries curdling strength for cheesemaking.		food	None	None	Standard	80	0.42	RegionalOldWorld
preindustrial_food_cheese_curd_portion	Shared	Intermediate	Intermediate	portion	a wrapped cheese-curd portion	Fresh unsalted curds await pressing, brining, or cooking.		cheese	None	None	Standard	500	0.68	Universal
preindustrial_food_draining_cheese_curd_cake	Shared	Intermediate	Intermediate	cake	a draining curd cake	Moist curds hold a rough cake shape while whey escapes.		cheese	None	None	Good	650	0.82	Universal
preindustrial_food_pressed_green_cheese_blank	Shared	Intermediate	Intermediate	blank	a pressed green cheese blank	An unripened wheel shows cloth marks and a damp pale rind.		cheese	None	None	Good	1000	1.28	Universal
preindustrial_food_bread_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of bread stuffing mix	Crumbs, herbs, and chopped additions await cooking inside food.		bread	None	None	Standard	500	0.68	Universal
preindustrial_food_grain_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of grain stuffing mix	Cooked kernels and aromatics form a loose prepared filling.		barley	None	None	Standard	550	0.72	Universal
preindustrial_food_nut_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of nut stuffing mix	Chopped nuts, crumbs, and herbs await a roast cavity.		tree nut	None	None	Good	500	1.08	RegionalOldWorld
preindustrial_food_fruit_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of fruit stuffing mix	Dried fruit, crumbs, and spice form a fragrant filling.		fruit	None	None	Good	500	0.98	RegionalOldWorld
preindustrial_food_fruit_nut_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of fruit-and-nut stuffing mix	Chopped dried fruit, crushed nuts, crumbs, and herbs have been combined for packing into a bird, pastry, or baked fruit.		fruit	None	None	Good	600	1.18	Universal
preindustrial_food_fish_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of fish stuffing mix	Chopped raw fish and herbs form a moist prepared filling.		fish	None	None	Good	550	1.12	MaritimeTrade
preindustrial_food_cheese_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of cheese stuffing mix	Crumbled cheese, egg, and herbs await shaped dough parcels.		cheese	None	None	Good	500	1.08	RegionalOldWorld
preindustrial_food_vegetable_stuffing_mix	Shared	Intermediate	Intermediate	bowl	a bowl of vegetable stuffing mix	Chopped seasoned vegetables form a colourful uncooked filling.		vegetable	None	None	Standard	550	0.72	Universal
preindustrial_food_pressed_herb_parcel	Shared	Intermediate	Intermediate	parcel	a pressed herb parcel	Fresh herbs pack tightly inside a tied leaf wrapping.		vegetable	None	None	Standard	220	0.58	Universal
preindustrial_food_pressed_spice_parcel	Shared	Intermediate	Intermediate	parcel	a pressed spice parcel	Ground aromatics form a compact cloth-wrapped cooking portion.		food	None	None	Good	180	0.88	RegionalOldWorld
preindustrial_food_soup_herb_bundle	Shared	Intermediate	Intermediate	bundle	a tied soup-herb bundle	Several aromatic stems are bound together for simmering.		vegetable	None	None	Standard	100	0.42	Universal
preindustrial_food_roast_spice_packet	Shared	Intermediate	Intermediate	packet	a wrapped roast-spice packet	A measured blend of crushed spice sits in folded cloth.		food	None	None	Good	100	0.72	RegionalOldWorld
preindustrial_food_herbed_breading_portion	Shared	Intermediate	Intermediate	portion	a wrapped herbed breading portion	Fine crumbs and herbs await coating food before frying.		bread	None	None	Good	260	0.58	RegionalOldWorld
preindustrial_food_spiced_breading_portion	Shared	Intermediate	Intermediate	portion	a wrapped spiced breading portion	Aromatic crumbs form a measured coating for future cooking.		bread	None	None	Good	260	0.64	RegionalOldWorld
preindustrial_food_fruit_paste_finishing_block	Shared	Intermediate	Intermediate	block	a fruit-paste finishing block	Reduced fruit pulp forms a soft block awaiting final drying.		fruit	None	None	Good	500	0.92	Universal
preindustrial_food_nut_paste_finishing_block	Shared	Intermediate	Intermediate	block	a nut-paste finishing block	Ground nuts form a pliable block awaiting sweetening or shaping.		tree nut	None	None	Good	500	1.18	RegionalOldWorld
preindustrial_food_honey_nut_filling_portion	Shared	Intermediate	Intermediate	portion	a wrapped honey-nut filling portion	Chopped nuts and honey form a sticky measured filling.		tree nut	None	None	Good	400	1.22	Universal
preindustrial_food_spiced_fruit_filling_portion	Shared	Intermediate	Intermediate	portion	a wrapped spiced-fruit filling portion	Chopped fruit and aromatics await pastry or dumpling dough.		fruit	None	None	Good	420	1.02	RegionalOldWorld
preindustrial_food_savoury_pulse_filling_portion	Shared	Intermediate	Intermediate	filling	a wrapped savoury pulse filling	Seasoned crushed pulses form a dense prepared parcel filling.		food	None	None	Standard	450	0.72	Universal
preindustrial_food_mushroom_filling_portion	Shared	Intermediate	Intermediate	portion	a wrapped mushroom filling portion	Chopped mushrooms and herbs form a moist savoury filling.		vegetable	None	None	Good	420	0.88	RegionalOldWorld
preindustrial_food_onion_filling_portion	Shared	Intermediate	Intermediate	portion	a wrapped onion filling portion	Chopped seasoned onions await sealing inside prepared dough.		vegetable	None	None	Standard	420	0.68	Universal
preindustrial_food_egg_cheese_filling_portion	Shared	Intermediate	Intermediate	filling	a wrapped egg-cheese filling	Chopped egg and cheese form a rich prepared filling.		egg	None	None	Good	420	1.08	RegionalOldWorld
preindustrial_food_cacao_confection_base	Shared	Intermediate	Intermediate	block	a block of cacao confection base	Ground cacao and binder form a dark block for finishing.		food	None	None	VeryGood	400	1.55	CacaoTrade
preindustrial_food_sugar_confection_base	Shared	Intermediate	Intermediate	block	a block of sugar confection base	Worked refined sugar forms a firm blank for shaping.		food	None	None	VeryGood	400	1.48	SugarTrade
