stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_boiled_then_baked_loaf	Shared	Prepared	Bread	loaf	a boiled-and-baked grain loaf	Brief boiling has given this compact oval bread a smooth, unusually glossy skin.	The chewy shell surrounds a moist crumb with concentrated wheat flavour.	bread	Staple	Bread	Good	480	10	RegionalOldWorld
preindustrial_food_ash_baked_loaf	Shared	Prepared	Bread	loaf	an ash-baked loaf	A rugged loaf scraped clean of hearth ash shows charred patches over a pale interior.	Its plain grain flavour carries an appealing trace of woodsmoke.	bread	Staple	Bread	Standard	550	5	Universal
preindustrial_food_leaf_wrapped_loaf	Shared	Prepared	Bread	loaf	a leaf-wrapped bread loaf	Veined leaf impressions cover this moist loaf, which steamed inside its green wrapping.	Gentle vegetal perfume complements the sweet, softly cooked grain.	bread	Staple	Cooked	Standard	500	7	Universal
preindustrial_food_clay_oven_loaf	Shared	Prepared	Bread	loaf	a clay-oven wheat loaf	Fierce oven heat has raised blisters and black freckles across this long wheat bread.	Charred bubbles punctuate a tender crumb with clean cereal sweetness.	wheat	Staple	Bread	Standard	520	7	Universal
preindustrial_food_campfire_twist_bread	Shared	Prepared	Bread	twist	a campfire bread twist	A rope of dough has been coiled and browned unevenly over an open fire.	Smoky ridges contrast with a soft centre tasting of plain salted wheat.	bread	Light	Bread	Standard	180	3	Universal
preindustrial_food_field_workers_bread	Shared	Prepared	Bread	loaf	a thick field-worker's loaf	This thick-ended loaf is built for carrying, with a stout crust guarding its dense crumb.	It is filling and grain-forward, with a restrained sour-salt finish.	bread	Staple	Bread	Standard	500	6	Universal
preindustrial_food_small_table_loaf	Shared	Prepared	Bread	loaf	a small table loaf	A neat palm-sized bread has a smooth brown crown and evenly baked base.	Mild wheat, faint yeast, and a crisp edge make an uncomplicated taste.	bread	Light	Bread	Standard	220	4	Universal
preindustrial_food_penny_wheat_roll	Shared	Prepared	Bread	roll	a crusty wheat roll	A single round roll splits along its flour-dusted score into a pale fluffy middle.	The brittle crust tastes toasted above a sweet and tender crumb.	wheat	Light	Bread	Standard	120	3	European
preindustrial_food_barley_supper_roll	Shared	Prepared	Bread	roll	a barley supper roll	A brown barley roll sits low and broad, its surface brushed free of loose meal.	Earthy malt and a little salt give the compact roll character.	barley	Light	Bread	Standard	140	2	RegionalOldWorld
preindustrial_food_rye_dinner_roll	Shared	Prepared	Bread	roll	a dark rye dinner roll	This small dark roll is divided by one deep slash and a scattering of flour.	Rye tang feels lively against the chewy, caramelised shell.	rye	Light	Bread	Standard	130	3	European
preindustrial_food_knotted_feast_roll	Shared	Prepared	Bread	roll	a glossy knotted feast roll	A strip of enriched dough has been tied into a golden knot with crisp tips.	The delicate roll tastes buttery, eggy, and softly sweet.	bread	Rich	Bread	Good	110	6	Universal
preindustrial_food_crusty_split_roll	Shared	Prepared	Bread	roll	a split-crusted roll	A sharp central split exposes the pale expansion of this deeply baked bread roll.	Toasty crust crackles around a moist, clean-flavoured centre.	bread	Light	Bread	Standard	125	3	Universal
preindustrial_food_soft_breakfast_roll	Shared	Prepared	Bread	roll	a soft breakfast roll	This small domed roll yields readily, with a thin tan skin over downy crumb.	It offers a gentle milky sweetness and barely any crust bitterness.	bread	Light	Bread	Good	100	4	Universal
preindustrial_food_floury_batch_roll	Shared	Prepared	Bread	roll	a floury batch roll	Torn sides show where this square roll was separated from its neighbours after baking.	The soft close texture carries mild yeast and fresh flour flavours.	bread	Light	Bread	Standard	115	3	European
preindustrial_food_grain_studded_roll	Shared	Prepared	Bread	roll	a grain-studded roll	Whole kernels cling to the top of a well-browned individual bread.	Toasted seeds crunch sharply over a rounded, savoury crumb.	bread	Light	Bread	Good	120	5	Universal
preindustrial_food_oven_bottom_bread	Shared	Prepared	Bread	loaf	an oven-bottom bread	A broad flat loaf has a dark, flour-ringed base from baking directly on oven stone.	The robust bottom crust lends smoke and bitterness to mild wheat.	bread	Staple	Bread	Standard	600	7	European
preindustrial_food_lidded_bread	Shared	Prepared	Bread	loaf	a square lidded loaf	Baking beneath a lid has formed this loaf into a precise square with a fine crumb.	Its even softness delivers restrained wheat sweetness from edge to edge.	bread	Staple	Bread	Good	650	11	European
preindustrial_food_ring_bread	Shared	Prepared	Bread	ring	a large ring of bread	A burnished bread ring has a broad central opening and decorative diagonal scores.	Chewy inner crust and toasted outer shell deepen its mellow grain taste.	bread	Staple	Bread	Good	500	9	Universal
preindustrial_food_braided_grain_bread	Shared	Prepared	Bread	loaf	a braided grain loaf	Three grain-flecked ropes form a handsome braid with alternating pale and brown ridges.	The varied crumb tastes nutty, yeasty, and lightly salted.	bread	Staple	Bread	Good	700	13	Universal
preindustrial_food_plaited_egg_bread	Shared	Prepared	Bread	loaf	a plaited egg bread	A rich yellow plait gleams beneath an egg wash and separates into tender strands.	Silky crumb brings egg richness, sweet wheat, and a browned finish.	bread	Rich	Bread	VeryGood	700	18	Universal
preindustrial_food_twisted_sesame_bread	Shared	Prepared	Bread	twist	a sesame-coated bread twist	A slender twisted bread is densely coated in pale toasted seeds.	Sesame nuttiness dominates before yielding to crisp salted dough.	bread	Light	Dry	Good	160	5	Islamicate
preindustrial_food_poppy_crusted_bread	Shared	Prepared	Bread	loaf	a poppy-crusted loaf	Tiny blue-black seeds form a speckled cap over this modest oval loaf.	Poppy seeds add gentle earthiness and crunch to sweet wheat bread.	bread	Staple	Bread	Good	520	10	European
preindustrial_food_fennel_seed_bread	Shared	Prepared	Bread	loaf	a fennel-seed bread	Fragrant fennel seeds are scattered throughout a pale, open-textured bread.	Aromatic anise warmth lifts the savoury grain and lingers brightly.	bread	Staple	Bread	Good	500	10	Islamicate
preindustrial_food_caraway_rye_bread	Shared	Prepared	Bread	loaf	a caraway rye bread	Caraway seeds dot the dark moist face of a sturdy rye loaf.	Sharp aromatic spice cuts through sour rye and toasted crust.	rye	Staple	Bread	Good	700	11	European
preindustrial_food_coriander_grain_bread	Shared	Prepared	Bread	loaf	a coriander-scented loaf	Crushed coriander gives this golden bread a fragrant, lightly mottled crumb.	Citrusy spice warms the mouth above mellow baked grain.	bread	Staple	Bread	Good	560	11	Islamicate
preindustrial_food_blackened_crust_loaf	Shared	Prepared	Bread	loaf	a black-crusted hearth loaf	A nearly black shell protects the pale heart of this deliberately hard-fired loaf.	Deep char adds coffee-like bitterness to an otherwise simple wheat taste.	bread	Staple	Bread	Standard	620	6	Universal
preindustrial_food_pale_covered_loaf	Shared	Prepared	Bread	loaf	a pale covered loaf	Protected from direct heat, this smooth loaf retains a pale skin and moist centre.	Soft grain sweetness comes without the usual bitter toasted crust.	bread	Staple	Bread	Standard	600	7	Universal
preindustrial_food_thrice_scored_loaf	Shared	Prepared	Bread	loaf	a thrice-scored loaf	Three clean diagonal openings stripe the dark-gold crust of this long bread.	Caramelised score edges frame a balanced flavour of salt, yeast, and wheat.	bread	Staple	Bread	Good	580	9	Universal
preindustrial_food_cross_marked_loaf	Shared	Prepared	Bread	loaf	a cross-marked round loaf	A deep cross divides this sturdy round into four easy portions.	The thick crust tastes smoky while its centre remains pleasantly moist.	bread	Staple	Bread	Standard	650	7	European
preindustrial_food_wheatsheaf_loaf	Shared	Prepared	Bread	loaf	a wheatsheaf-shaped loaf	Skilled cuts turn a golden loaf into overlapping ears of ripe wheat.	Fine flour and careful baking produce a sweet, delicate cereal flavour.	wheat	Rich	Bread	VeryGood	700	20	European
preindustrial_food_harvest_grain_loaf	Shared	Prepared	Bread	loaf	a harvest grain loaf	Whole harvest grains decorate a generous loaf shaped for a communal table.	Its many toasted kernels offer layers of malt, nuts, and warm bran.	bread	Rich	Bread	Good	900	18	Universal
preindustrial_food_winter_stored_loaf	Shared	Prepared	Bread	loaf	a dense winter-stored loaf	This compact brown loaf uses coarse stored grain and wears a tough protective crust.	Dry, husky grain gives way slowly to a welcome malty sweetness.	bread	Staple	Dry	Standard	750	6	RegionalOldWorld
preindustrial_food_famine_husk_loaf	Shared	Prepared	Bread	loaf	a meagre husk loaf	An ashen, misshapen loaf is bulked with visible husks and poorly ground meal.	It tastes woody and bitter, with little softness to relieve the bran.	bread	BleakSolid	Bread	Poor	500	2	Universal
preindustrial_food_weed_seed_loaf	Shared	Prepared	Bread	loaf	a coarse weed-seed loaf	Scattered wild seeds interrupt the rough surface of this subsistence bread.	Uneven bitter and nutty notes haunt its dry, gritty crumb.	bread	BleakSolid	Bread	Substandard	450	2	Universal
preindustrial_food_burnt_scrap_loaf	Shared	Prepared	Bread	loaf	a burnt scrap loaf	Reworked scraps form a hard little loaf with a scorched, deeply fissured exterior.	Old bread sourness and heavy char make every bite austere.	bread	BleakSolid	Dry	Poor	350	1	Universal
preindustrial_food_coarse_chaff_bread	Shared	Prepared	Bread	loaf	a chaff-heavy bread	Straw-coloured chaff threads the crumbling interior of this desperately coarse bread.	The mouth fills with dusty grain, dry fibre, and persistent bitterness.	bread	BleakSolid	Bread	Poor	450	1	Universal
preindustrial_food_thin_ration_loaf	Shared	Prepared	Bread	loaf	a thin ration loaf	This narrow grey loaf has been portioned to stretch a scant supply of meal.	Little salt masks its dull flour taste and hard, lean texture.	bread	BleakSolid	Dry	Substandard	300	2	Universal
preindustrial_food_ship_biscuit_loaf	Shared	Prepared	Bread	biscuit	a thick ship biscuit loaf	A broad slab of twice-baked bread is pierced with holes and dried almost stone-hard.	It tastes severely plain, floury, and faintly saline after prolonged chewing.	bread	Preserved	ShelfStable	Standard	400	5	MaritimeTrade
preindustrial_food_garrison_bread	Shared	Prepared	Bread	loaf	a compact garrison loaf	This regulation-sized brown loaf is dense, serviceable, and easily divided.	Coarse grain and firm crust provide a blunt but dependable savoury taste.	bread	Staple	Dry	Standard	500	5	Universal
preindustrial_food_pilgrims_bread	Shared	Prepared	Bread	loaf	a durable pilgrim's bread	A small flattened loaf has been thoroughly baked for a long journey.	Concentrated toasted grain and salt emerge as its dry crumb softens.	bread	Preserved	Dry	Standard	350	5	Universal
preindustrial_food_wayfarers_ring_bread	Shared	Prepared	Bread	ring	a dried wayfarer's bread ring	A hard bread ring can be threaded onto a cord without breaking.	Its brittle bite releases toasted flour, salt, and a trace of smoke.	bread	Preserved	Dry	Standard	220	4	RegionalOldWorld
preindustrial_food_soldiers_double_baked_bread	Shared	Prepared	Bread	biscuit	a double-baked soldier's bread	A rectangular ration has been baked twice into a porous, enduring biscuit.	Dry wheat and browned edges taste simple but clean.	bread	Preserved	ShelfStable	Standard	250	4	Universal
preindustrial_food_crisp_wheat_rusk	Shared	Prepared	Bread	rusk	a crisp wheat rusk	A sliced piece of wheat bread has dried into a golden, airy rusk.	It shatters with flavours of toasted wheat and faint caramel.	wheat	Light	Dry	Standard	90	2	Universal
preindustrial_food_dark_rye_rusk	Shared	Prepared	Bread	rusk	a dark rye rusk	This narrow rye slice is hard, dark, and bubbled from patient drying.	Sour grain becomes intense and almost smoky in the crisp wafer.	rye	Light	Dry	Standard	85	2	European
preindustrial_food_barley_toast	Shared	Prepared	Bread	toast	a slab of barley toast	A thick barley bread slice has browned unevenly against fierce heat.	The edges carry pleasant bitterness around a malty, earthy middle.	barley	Light	Dry	Standard	100	2	RegionalOldWorld
preindustrial_food_fire_toasted_bread	Shared	Prepared	Bread	toast	a fire-toasted bread slice	Open flame has striped this bread with char while leaving its centre flexible.	Woodsmoke and crisp browned grain enliven the soft interior.	bread	Light	Dry	Standard	90	2	Universal
preindustrial_food_dripping_toast	Shared	Prepared	Bread	toast	a slice of dripping toast	Hot savoury dripping glistens in the rough pores of a toasted bread slab.	Rich salty fat sinks into smoky crunch with a lingering roast flavour.	bread	Rich	Cooked	Good	130	6	RegionalOldWorld
preindustrial_food_cheese_toast	Shared	Prepared	Bread	toast	a bubbling cheese toast	Melted cheese blisters over a sturdy slice whose corners have become dark and crisp.	Sharp salty richness rides over nutty browned bread.	bread	Rich	Cooked	Good	160	8	Universal
preindustrial_food_honey_toast	Shared	Prepared	Bread	toast	a honey-glazed toast	Warm honey pools in the scored surface of a crisp golden bread slice.	Floral sweetness follows the toast's faint char and buttery grain.	bread	Sweet	Cooked	Good	120	7	SugarTrade
preindustrial_food_herb_oil_toast	Shared	Prepared	Bread	toast	an herb-oiled toast	Green-flecked oil has soaked the centre of a broad, crackling toast.	Grassiness and fresh herbs sharpen its toasted cereal savour.	bread	Rich	Cooked	Good	125	7	MaritimeTrade
preindustrial_food_garlic_toast	Shared	Prepared	Bread	toast	a rubbed garlic toast	A split clove has been rubbed across this hot toast, scenting every coarse ridge.	Raw garlic heat mellows against smoky bread and a pinch of salt.	bread	Light	Cooked	Good	100	4	Universal
preindustrial_food_ale_soaked_bread	Shared	Prepared	Bread	sop	an ale-soaked bread sop	A deep bowl holds torn brown bread swollen with warm, cloudy ale.	Yeasty bitterness saturates the crumb, followed by malt sweetness.	bread	Standard	Cooked	Standard	300	5	European
preindustrial_food_broth_sopped_bread	Shared	Prepared	Bread	sop	a bowl of broth-sopped bread	Thick bread pieces have absorbed clear broth while retaining their browned crusts.	Savoury stock fills each soft bite above a comforting toasted base.	bread	Standard	Cooked	Standard	350	6	Universal
preindustrial_food_milk_sopped_bread	Shared	Prepared	Bread	sop	a bowl of milk-sopped bread	Pale milk softens cubes of yesterday's loaf into a humble spoonable meal.	Gentle dairy sweetness and softened wheat make a mild, soothing taste.	bread	Standard	Cooked	Standard	350	6	Universal
preindustrial_food_wine_sopped_bread	Shared	Prepared	Bread	sop	a cup of wine-sopped bread	Ruby-stained bread morsels lie glossy and heavy in a small drinking cup.	Fruity acidity and tannin soak through the sweetened grain.	bread	Rich	Cooked	Good	250	10	European
preindustrial_food_vinegar_sopped_ration	Shared	Prepared	Bread	sop	a vinegar-sopped ration	Hard ration bread has been softened with diluted vinegar in a plain wooden bowl.	Sharp sourness wakes the stale grain and leaves a clean acidic finish.	bread	Standard	Cooked	Standard	320	4	Universal
preindustrial_food_onion_bread_sop	Shared	Prepared	Bread	sop	an onion bread sop	Browned onions and ragged bread share a thick, steaming savoury liquor.	Caramelised onion sweetness gathers around salty, yielding crusts.	bread	Hearty	Cooked	Standard	450	7	European
preindustrial_food_pepper_bread_sop	Shared	Prepared	Bread	sop	a peppered bread sop	Coarse pepper dots a hot bowl of broth-swollen bread and herbs.	Piquant spice tingles over rich stock and deeply toasted crumbs.	bread	Hearty	Cooked	Good	420	10	Islamicate
preindustrial_food_stale_bread_pottage	Shared	Prepared	Bread	pottage	a thick stale-bread pottage	Yesterday's loaf has cooked down into a rough, spoon-standing pottage.	Sour old crumb becomes mellow amid herbs and slow-cooked broth.	bread	Hearty	Cooked	Standard	500	6	Universal
preindustrial_food_sweet_bread_pap	Shared	Prepared	Bread	pap	a sweet bread pap	Finely crumbled white bread forms a smooth pale pap with a glossy sweetened surface.	Soft wheat, warm milk, and restrained sweetness dissolve together.	bread	Rich	Cooked	Good	380	12	SugarTrade
preindustrial_food_spiced_bread_pudding	Shared	Prepared	Bread	pudding	a spiced bread pudding	A baked dish of soaked bread rises in a mottled custardy mass scented with spice.	Warm spice, caramelised crust, and rich soaked crumb fill the mouth.	bread	Rich	Cooked	Good	400	15	SugarTrade
preindustrial_food_savoury_bread_pudding	Shared	Prepared	Bread	pudding	a savoury bread pudding	Herbs and onion are set among bread chunks in a firm, golden-topped bake.	Its moist interior tastes of broth, sweet onion, and crisp herb crust.	bread	Rich	Cooked	Good	450	13	Universal
preindustrial_food_egg_baked_bread_custard	Shared	Prepared	Bread	pudding	an egg-baked bread custard	Eggy cream binds neat bread layers beneath a softly browned, trembling top.	The luxurious mouthful balances savoury custard with toasted wheat.	bread	Feast	Cooked	VeryGood	500	20	Universal
preindustrial_food_fruit_studded_bread_bake	Shared	Prepared	Bread	pudding	a fruit-studded bread bake	Dark dried fruit gleams between soft bread folds in this deep baked portion.	Jammy fruit punctuates sweet spice and rich, yielding crumb.	bread	Rich	Cooked	Good	450	18	SugarTrade
preindustrial_food_bread_crumb_dumpling	Shared	Prepared	Dumpling	dumpling	a bread-crumb dumpling	Stale crumbs have been bound into a pale round dumpling flecked with herbs.	Broth-soaked bread tastes savoury and soft with a resilient centre.	bread	Staple	Cooked	Standard	180	5	European
preindustrial_food_toasted_crumb_ball	Shared	Prepared	Dumpling	ball	a toasted crumb ball	A compact ball of seasoned crumbs wears a crisp, dark-gold exterior.	Its crunchy shell encloses soft peppery bread with onion sweetness.	bread	Light	Cooked	Standard	100	4	Universal
preindustrial_food_stuffed_bread_ball	Shared	Prepared	Dumpling	ball	a savoury stuffed bread ball	A browned bread casing hides a moist, strongly seasoned filling at its centre.	Crisp crumb gives way to rich herbs and a burst of savoury juices.	bread	Rich	Cooked	Good	150	8	Universal
preindustrial_food_pan_fried_bread_scraps	Shared	Prepared	Bread	scraps	a plate of fried bread scraps	Irregular old-bread pieces have been fried until their ragged edges turn bronze.	Salty fat and crackling crust disguise the crumbs' lingering sourness.	bread	Standard	Cooked	Standard	200	5	Universal
preindustrial_food_browned_crumb_cake	Shared	Prepared	Bread	cake	a browned crumb cake	Saved crumbs are pressed into a shallow cake with a deeply toasted underside.	The firm slice tastes nutty, thrifty, and gently seasoned.	bread	Standard	Cooked	Standard	260	5	Universal
preindustrial_food_steamed_bread_pudding	Shared	Prepared	Bread	pudding	a steamed bread pudding	Wrapped bread mixture has steamed into a moist dome patterned by its cloth.	Dense spiced crumb tastes mellow and rich without a baked crust.	bread	Rich	Cooked	Good	500	16	European
preindustrial_food_boiled_bread_pudding	Shared	Prepared	Bread	pudding	a boiled bread pudding	A tied pudding has emerged firm and pale, with fruit and crumbs packed throughout.	Sweet fruit, damp bread, and warming spice create a hearty softness.	bread	Rich	Cooked	Good	550	17	European
preindustrial_food_bread_and_cheese_bake	Shared	Prepared	Bread	bake	a bread-and-cheese bake	Alternating bread and cheese layers have fused beneath a bubbled brown roof.	Sharp melted cheese saturates the toast-like edges and creamy middle.	bread	Feast	Cooked	VeryGood	550	23	Universal
preindustrial_food_bread_and_leek_bake	Shared	Prepared	Bread	bake	a bread-and-leek bake	Soft leeks thread through a golden pan of broth-moistened bread.	Sweet green allium and pepper lend freshness to the rich crumb.	bread	Rich	Cooked	Good	500	14	European
preindustrial_food_bread_and_mushroom_bake	Shared	Prepared	Bread	bake	a bread-and-mushroom bake	Browned mushrooms nestle among crisp-topped bread pieces in a shallow crock.	Earthy juices sink into the bread, leaving a woodsy savoury finish.	bread	Rich	Cooked	Good	480	15	Universal
preindustrial_food_bread_and_herb_torte	Shared	Prepared	Bread	torte	a layered bread-and-herb torte	Circular bread layers sandwich a vivid green herb filling beneath a neat crust.	Fragrant leaves and rich crumbs offer a refined savoury contrast.	bread	Feast	Cooked	VeryGood	650	25	European
preindustrial_food_bread_panade	Shared	Prepared	Bread	panade	a smooth bread panade	Bread has dissolved into a glossy, spoonable puree enriched with clear stock.	Silky savouriness carries delicate wheat and a whisper of nutmeg-like spice.	bread	Hearty	Cooked	Good	420	11	European
preindustrial_food_thickened_bread_sauce_cake	Shared	Prepared	Bread	cake	a set bread-sauce cake	A thick bread sauce has cooled into a sliceable pale cake dotted with seasoning.	Creamy crumb flavour meets onion, spice, and a faint broth saltiness.	bread	Standard	Cooked	Standard	250	8	European
preindustrial_food_charred_heel_supper	Shared	Prepared	Bread	heel	a supper of charred bread heels	Several crusty loaf ends are toasted dark and piled as a poor evening meal.	Hard char, dry crumb, and scant salt make an honest austere bite.	bread	BleakSolid	Dry	Substandard	250	2	Universal
preindustrial_food_plain_wheat_flatbread	Shared	Prepared	Bread	flatbread	a plain wheat flatbread	A thin round of wheat dough bears scattered brown spots from a hot stone.	Clean flour sweetness and light charring define its flexible bite.	wheat	Staple	Bread	Standard	180	3	Universal
preindustrial_food_coarse_barley_flatbread	Shared	Prepared	Bread	flatbread	a coarse barley flatbread	This rough-edged barley round is thick enough to crack rather than fold.	Earthy meal tastes pleasantly toasted, though its finish is dry.	barley	Staple	Bread	Standard	200	3	RegionalOldWorld
preindustrial_food_soft_millet_flatbread	Shared	Prepared	Bread	flatbread	a soft millet flatbread	A golden millet disk remains soft and warm beneath faint griddle marks.	Delicate sweetness accompanies its tender, slightly sandy texture.	millet	Staple	Bread	Standard	170	3	Universal
preindustrial_food_sorghum_griddle_bread	Shared	Prepared	Bread	flatbread	a sorghum griddle bread	A broad russet flatbread has puffed in places over a seasoned griddle.	Mildly tart sorghum meets smoky patches and a grassy undertone.	sorghum	Staple	Bread	Standard	190	3	SubSaharanAfrican
preindustrial_food_rye_hearth_flatbread	Shared	Prepared	Bread	flatbread	a rye hearth flatbread	A dark flat oval of rye has curled crisp at its floury margins.	Sour grain and hearth smoke produce a bold, lean flavour.	rye	Staple	Bread	Standard	180	3	European
preindustrial_food_oat_griddle_bread	Shared	Prepared	Bread	flatbread	an oat griddle bread	A soft oat round shows a dense network of fine cracks across its pale face.	Creamy oat nuttiness lingers after a gentle toasted first bite.	oat	Staple	Bread	Standard	180	3	RegionalOldWorld
preindustrial_food_rice_flour_flatbread	Shared	Prepared	Bread	flatbread	a rice-flour flatbread	This snow-pale rice bread is thin, smooth, and crisp around the edge.	It tastes delicately sweet and clean with a brittle toasted rim.	rice	Staple	Bread	Standard	150	4	SouthAsian
