stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_vinegar_braised_pork	Shared	Prepared	Meat	vinegarpork	a dish of vinegar-braised pork	Sharp braising liquor leaves these pork pieces glossy and pale brown.	Sourness brightens the sweet, fatty pork.	meat	Hearty	Cooked	Good	440	1.45	Universal
preindustrial_food_milk_braised_meat	Shared	Prepared	Meat	milkmeat	a dish of milk-braised meat	Milk has curdled into a golden sauce around soft meat cuts.	Creamy sweetness mellows the savoury flesh.	meat	Rich	Cooked	Good	450	1.65	RegionalOldWorld
preindustrial_food_honey_braised_meat	Shared	Prepared	Meat	honeymeat	a dish of honey-braised meat	A dark honey glaze clings thickly to slow-cooked meat.	Sweet flowers yield to peppery, roasted savour.	meat	Rich	Cooked	Good	420	1.85	RegionalOldWorld
preindustrial_food_fruit_braised_meat	Shared	Prepared	Meat	fruitmeat	a dish of fruit-braised meat	Soft dried fruit punctuates meat coated in a glossy sauce.	Tart sweetness lifts the rich braised flavour.	meat	Rich	Cooked	Good	450	1.82	RegionalOldWorld
preindustrial_food_nut_braised_meat	Shared	Prepared	Meat	nutmeat	a dish of nut-thickened meat	Ground nuts make a pale, rich sauce around tender morsels.	The sauce is toasted and creamy over savoury meat.	meat	Rich	Cooked	Good	440	1.92	Islamicate
preindustrial_food_spiced_braised_meat	Shared	Prepared	Meat	spicemeat	a bowl of warmly spiced meat	Aromatic brown gravy coats meat simmered nearly fork-tender.	Warm spice unfolds above the deep savour.	meat	Rich	Cooked	Good	450	1.70	RegionalOldWorld
preindustrial_food_pepper_braised_meat	Shared	Prepared	Meat	peppermeat	a dish of pepper-braised meat	Coarse pepper freckles the reduced liquor around dark meat.	Brisk heat follows the strong meaty juices.	meat	Rich	Cooked	Good	440	1.72	MaritimeTrade
preindustrial_food_saffron_braised_lamb	Shared	Prepared	Meat	saffronlamb	a dish of saffron-braised lamb	Golden saffron sauce shines over delicate pieces of young lamb.	Floral spice complements the buttery flesh.	meat	Feast	Cooked	VeryGood	450	2.85	Islamicate
preindustrial_food_sour_plum_meat	Shared	Prepared	Meat	plummeat	a dish of sour-plum meat	Dark plum pulp streaks the sauce surrounding braised meat.	Fruity acidity and meat juices balance sharply.	meat	Rich	Cooked	Good	440	1.88	RegionalOldWorld
preindustrial_food_date_braised_lamb	Shared	Prepared	Meat	datelamb	a dish of lamb braised with dates	Soft dates melt into the fragrant brown glaze on lamb.	Caramel sweetness follows the succulent meat.	meat	Feast	Cooked	VeryGood	460	2.65	Islamicate
preindustrial_food_fig_braised_goat	Shared	Prepared	Meat	figgoat	a bowl of fig-braised goat	Fig seeds glint in the dark sauce coating lean goat.	Earthy sweetness softens the gamey meat.	meat	Rich	Cooked	Good	450	1.95	RegionalOldWorld
preindustrial_food_bean_meat_pot	Shared	Prepared	Meat	beanpot	a pot of beans and meat	Brown beans and meat scraps share a thick household gravy.	Earthy pulses stretch the salty meat flavour.	meat	Hearty	Cooked	Standard	520	0.95	Universal
preindustrial_food_pea_meat_pot	Shared	Prepared	Meat	peapot	a pot of peas and meat	Split peas have dissolved around several modest meat pieces.	Creamy peas carry a welcome savoury richness.	meat	Hearty	Cooked	Standard	520	0.92	RegionalOldWorld
preindustrial_food_lentil_meat_pot	Shared	Prepared	Meat	lentilpot	a pot of lentils and meat	Russet lentils crowd a stew darkened by simmered meat.	Peppery earthiness meets rich cooking juices.	meat	Hearty	Cooked	Standard	510	0.98	RegionalOldWorld
preindustrial_food_grain_meat_pot	Shared	Prepared	Meat	grainpot	a pot of grain and meat	Swollen kernels make scarce meat go far in this thick pot.	Chewy grain absorbs every salty, fatty note.	meat	Hearty	Cooked	Standard	520	0.90	Universal
preindustrial_food_rice_meat_pot	Shared	Prepared	Meat	ricepot	a pot of rice and meat	Soft rice surrounds browned meat morsels in a fragrant one-pot meal.	Savoury juices enrich the mild, fluffy grain.	meat	Hearty	Cooked	Good	500	1.22	Universal
preindustrial_food_barley_beef_pot	Shared	Prepared	Meat	barleybeef	a pot of barley and beef	Pearly barley and beef chunks fill a broth-thickened crock.	Malty grain and beef make a sturdy savour.	meat	Hearty	Cooked	Standard	530	1.10	RegionalOldWorld
preindustrial_food_bread_meat_sops	Shared	Prepared	Meat	meatsops	a bowl of bread sops with meat	Torn bread swells beneath meat slices and their hot gravy.	The soaked crumb tastes richly of roast juices.	bread	Hearty	Cooked	Standard	480	0.88	RegionalOldWorld
preindustrial_food_meat_scrap_stew	Shared	Prepared	Meat	scrapstew	a bowl of meat-scrap stew	Small uneven trimmings barely crowd this thin brown stew.	Occasional meatiness interrupts the watery broth.	meat	BleakThin	Cooked	Poor	500	0.32	Universal
preindustrial_food_bone_scraping_stew	Shared	Prepared	Meat	scrapingstew	a bowl of bone-scraping stew	Tiny shreds scraped from cooked bones float among coarse meal.	It tastes thin, salty, and faintly meaty.	meat	BleakThin	Cooked	Poor	510	0.28	Universal
preindustrial_food_gristle_pot	Shared	Prepared	Meat	gristlepot	a pot of softened gristle	Long boiling has made tough connective scraps gelatinous and pale.	The texture is sticky with a modest meat savour.	meat	BleakSolid	Cooked	Substandard	430	0.38	Universal
preindustrial_food_skin_scrap_pot	Shared	Prepared	Meat	skinpot	a pot of simmered skin scraps	Curled pieces of skin sit soft and glossy in weak broth.	They are fatty, chewy, and plainly salted.	meat	BleakSolid	Cooked	Substandard	440	0.36	Universal
preindustrial_food_fatty_end_stew	Shared	Prepared	Meat	fatendstew	a bowl of fatty-end stew	Mostly fat and ragged ends make this opaque household stew.	Greasy richness masks a sparse meat flavour.	meat	BleakSolid	Cooked	Substandard	470	0.42	Universal
preindustrial_food_butchers_trimmings_pot	Shared	Prepared	Meat	trimmingpot	a pot of butcher's trimmings	Mixed red scraps and sinew have cooked down in a blackened pot.	It tastes robust, uneven, and strongly savoury.	meat	Hearty	Cooked	Standard	470	0.58	Universal
preindustrial_food_hunters_mixed_pot	Shared	Prepared	Meat	hunterpot	a pot of mixed game	Several small game meats mingle indistinguishably in dark broth.	The flavour shifts between lean, earthy, and wild.	meat	Hearty	Cooked	Standard	480	1.05	Universal
preindustrial_food_meat_and_greens_stew	Shared	Prepared	Meat	greenstew	a bowl of meat-and-greens stew	Wilted greens ribbon a broth containing tender meat cubes.	Mineral leaves freshen the rich savour.	meat	Hearty	Cooked	Standard	500	1.00	Universal
preindustrial_food_meat_and_cabbage_stew	Shared	Prepared	Meat	cabbagestew	a bowl of cabbage-meat stew	Sweet cabbage has collapsed around streaky pieces of meat.	The broth tastes fatty, vegetal, and comforting.	meat	Hearty	Cooked	Standard	520	0.92	RegionalOldWorld
preindustrial_food_meat_and_onion_stew	Shared	Prepared	Meat	onionstew	a bowl of onion-meat stew	Soft onions nearly equal the meat in this glossy brown stew.	Deep allium sweetness enriches every savoury bite.	meat	Hearty	Cooked	Good	500	1.18	Universal
preindustrial_food_meat_and_mushroom_stew	Shared	Prepared	Meat	mushroomstew	a bowl of mushroom-meat stew	Wild mushrooms and meat share a thick, dark cooking liquor.	Earthy fungi amplify the strong meat savour.	meat	Rich	Cooked	Good	500	1.52	RegionalOldWorld
preindustrial_food_meat_and_root_stew	Shared	Prepared	Meat	rootstew	a bowl of root-and-meat stew	Colourful roots and meat chunks pack a nourishing earthen bowl.	Sweet vegetables round the peppered gravy.	meat	Hearty	Cooked	Standard	530	1.08	Universal
preindustrial_food_meat_and_fruit_stew	Shared	Prepared	Meat	fruitstew	a bowl of fruit-and-meat stew	Dried fruit has plumped beside meat in an aromatic sauce.	Sweetness, acidity, and savour arrive together.	meat	Rich	Cooked	Good	480	1.70	RegionalOldWorld
preindustrial_food_meat_and_nut_stew	Shared	Prepared	Meat	nutstew	a bowl of nut-and-meat stew	Crushed nuts thicken a fragrant stew filled with tender meat.	Creamy nuttiness gives the savour luxurious weight.	meat	Rich	Cooked	Good	470	1.82	Islamicate
preindustrial_food_meat_and_yogurt_stew	Shared	Prepared	Meat	yogurtstew	a bowl of yogurt-braised meat	Cultured dairy forms a pale, tangy sauce around meat pieces.	Creamy sourness cuts cleanly through the fat.	meat	Rich	Cooked	Good	470	1.68	Islamicate
preindustrial_food_meat_and_egg_stew	Shared	Prepared	Meat	eggstew	a bowl of meat-and-egg stew	Halved eggs rest among meat chunks in strongly seasoned gravy.	Rich yolk softens the peppery meat sauce.	meat	Rich	Cooked	Good	500	1.65	Universal
preindustrial_food_thick_meat_pottage	Shared	Prepared	Meat	meatpottage	a crock of thick meat pottage	Grain, roots, and chopped meat have simmered into one dense mass.	It tastes wholesome, savoury, and long-cooked.	meat	Hearty	Cooked	Standard	520	1.00	Universal
preindustrial_food_clear_meat_broth_dish	Shared	Prepared	Meat	clearmeat	a bowl of meat in clear broth	Carefully skimmed broth reveals neat slices of tender meat beneath.	The clean liquor carries delicate meat sweetness.	meat	Hearty	Cooked	Good	480	1.32	Universal
preindustrial_food_jellied_beef	Shared	Prepared	Meat	beefjelly	a slice of jellied beef	Beef pieces hang within a clear, quivering savoury jelly.	Cool gelatin melts into concentrated beef flavour.	meat	Standard	Fresh	Good	300	1.25	RegionalOldWorld
preindustrial_food_jellied_pork	Shared	Prepared	Meat	porkjelly	a slice of jellied pork	Pale pork and herbs are suspended in translucent set broth.	It tastes cool, fatty, and sharply seasoned.	meat	Standard	Fresh	Good	300	1.18	RegionalOldWorld
preindustrial_food_jellied_game	Shared	Prepared	Meat	gamejelly	a mould of jellied game	Dark game morsels pattern a carefully moulded amber jelly.	The delicate gel releases a woodsy savour.	meat	Rich	Fresh	VeryGood	340	1.90	European
preindustrial_food_pressed_boiled_meat	Shared	Prepared	Meat	pressedmeat	a slice of pressed boiled meat	Shredded boiled meat has been weighted into a compact loaf.	The dense slice tastes peppery and broth-rich.	meat	Hearty	Fresh	Standard	320	0.95	Universal
preindustrial_food_potted_beef	Shared	Prepared	Meat	pottedbeef	a crock of potted beef	Shredded beef lies sealed beneath a smooth cap of fat.	Concentrated beef and warm spice spread richly.	meat	Rich	Preserved	Good	320	1.55	European
preindustrial_food_potted_pork	Shared	Prepared	Meat	pottedpork	a crock of potted pork	Soft pork fibres pack a little crock under white rendered fat.	It is salty, spreadable, and deeply porky.	meat	Rich	Preserved	Good	320	1.42	RegionalOldWorld
preindustrial_food_potted_game	Shared	Prepared	Meat	pottedgame	a crock of potted game	Dark minced game has been preserved beneath seasoned fat.	Gamey richness mingles with aromatic pepper.	meat	Rich	Preserved	Good	300	1.78	European
preindustrial_food_meat_paste	Shared	Prepared	Meat	meatpaste	a bowl of smooth meat paste	Pounded cooked meat forms a fine brown paste with a glossy surface.	It is creamy, salty, and intensely savoury.	meat	Rich	Fresh	Good	250	1.20	Universal
preindustrial_food_coarse_meat_paste	Shared	Prepared	Meat	coarsepaste	a crock of coarse meat paste	Rough-chopped cooked meat and fat make a rustic spread.	Chunky texture carries pepper and rich juices.	meat	Rich	Fresh	Good	270	1.05	Universal
preindustrial_food_herbed_meat_paste	Shared	Prepared	Meat	herbpaste	a crock of herbed meat paste	Green leaves show throughout finely pounded cooked meat.	Fresh herbs lift the dense savoury spread.	meat	Rich	Fresh	Good	260	1.28	Universal
preindustrial_food_nut_meat_paste	Shared	Prepared	Meat	nutpaste	a bowl of nutty meat paste	Ground nuts lighten the colour of this smooth meat preparation.	Roasted nuttiness softens its strong savour.	meat	Rich	Fresh	Good	260	1.42	Islamicate
preindustrial_food_meat_loaf	Shared	Prepared	Meat	meatloaf	a slice of baked meat loaf	Minced meat has baked firm beneath a dark, cracked crust.	It tastes juicy, peppery, and well browned.	meat	Hearty	Cooked	Good	380	1.28	Universal
preindustrial_food_grain_stretched_meat_loaf	Shared	Prepared	Meat	grainloaf	a slice of grain-stretched meat loaf	Visible cooked grain makes a modest amount of mince go farther.	It is hearty and chewy with gentle meat savour.	meat	Hearty	Cooked	Standard	400	0.90	Universal
preindustrial_food_bread_bound_meat_loaf	Shared	Prepared	Meat	breadloaf	a slice of bread-bound meat loaf	Bread crumbs give this browned minced loaf a tender interior.	Roast juices season the soft, wheaten crumb.	meat	Hearty	Cooked	Standard	390	0.98	RegionalOldWorld
preindustrial_food_egg_bound_meat_loaf	Shared	Prepared	Meat	eggloaf	a slice of egg-bound meat loaf	Egg binds finely minced meat into a neat golden-edged slice.	The texture is tender and richly savoury.	meat	Rich	Cooked	Good	390	1.38	Universal
preindustrial_food_herbed_meat_loaf	Shared	Prepared	Meat	herbloaf	a slice of herb-flecked meat loaf	Chopped green herbs brighten the cross-section of baked mince.	It tastes fresh, peppery, and meat-rich.	meat	Hearty	Cooked	Good	380	1.30	Universal
preindustrial_food_stuffed_meat_roll	Shared	Prepared	Meat	meatroll	a slice of stuffed meat roll	Thin meat wraps a colourful filling in a tight roasted spiral.	Each slice combines browned flesh and savoury stuffing.	meat	Rich	Cooked	VeryGood	400	1.95	European
preindustrial_food_greens_stuffed_meat	Shared	Prepared	Meat	greenroll	a slice of greens-stuffed meat	Dark leafy filling forms a stripe through rolled roasted meat.	Mineral greens offset the fatty, browned exterior.	meat	Rich	Cooked	Good	400	1.65	Universal
preindustrial_food_bread_stuffed_meat	Shared	Prepared	Meat	breadroll	a slice of bread-stuffed meat	Seasoned bread filling absorbs juices inside a tied meat roll.	The stuffing is soft, herbed, and deeply savoury.	meat	Rich	Cooked	Good	420	1.60	RegionalOldWorld
preindustrial_food_fruit_stuffed_meat	Shared	Prepared	Meat	fruitroll	a slice of fruit-stuffed meat	Dried fruit forms a jeweled seam through roasted meat.	Sweet-tart fruit brightens the rich browned flesh.	meat	Rich	Cooked	VeryGood	400	2.05	RegionalOldWorld
preindustrial_food_nut_stuffed_meat	Shared	Prepared	Meat	nutroll	a slice of nut-stuffed meat	Chopped toasted nuts fill the centre of a compact roast.	Crunch and roasted sweetness enrich the meat.	meat	Rich	Cooked	VeryGood	400	2.10	Islamicate
preindustrial_food_cheese_stuffed_meat	Shared	Prepared	Meat	cheeseroll	a slice of cheese-stuffed meat	Melted cheese runs from the centre of this browned meat roll.	Salty dairy richness amplifies the juicy flesh.	meat	Feast	Cooked	VeryGood	420	2.30	European
preindustrial_food_roast_beef_joint	Shared	Prepared	Meat	beefjoint	a carved joint of roast beef	A browned beef joint shows a moist pink-brown interior where carved.	The crust is savoury above juicy, mineral flesh.	meat	Rich	Cooked	Good	650	2.20	Universal
preindustrial_food_roast_mutton_joint	Shared	Prepared	Meat	muttonjoint	a carved joint of roast mutton	Golden sheep fat glistens over a deeply browned mutton joint.	It tastes robust, fatty, and warmly roasted.	meat	Rich	Cooked	Good	650	2.00	Universal
preindustrial_food_roast_pork_joint	Shared	Prepared	Meat	porkjoint	a carved joint of roast pork	Crisp skin crowns pale pork streaked with translucent fat.	Crackling salt gives way to sweet juicy meat.	meat	Rich	Cooked	Good	650	2.05	Universal
preindustrial_food_roast_goat_joint	Shared	Prepared	Meat	goatjoint	a carved joint of roast goat	A lean goat joint bears dark edges from steady turning.	The flesh is earthy, firm, and smoke-kissed.	meat	Rich	Cooked	Good	620	1.90	Universal
preindustrial_food_roast_venison_haunch	Shared	Prepared	Meat	venisonhaunch	a carved roast venison haunch	Dark lean venison lies in close-grained slices beside its crust.	Gamey mineral flavour carries a woodland sweetness.	meat	Rich	Cooked	VeryGood	620	2.55	Universal
preindustrial_food_roast_boar_haunch	Shared	Prepared	Meat	boarhaunch	a carved roast boar haunch	Wild boar shows a thick browned exterior and juicy centre.	It is nutty, powerful, and richly fatty.	meat	Feast	Cooked	VeryGood	680	2.75	Universal
preindustrial_food_roast_rabbit	Shared	Prepared	Meat	rabbitroast	a whole roast rabbit	A small rabbit lies browned and herb-strewn on a platter.	Delicate lean flesh tastes sweetly roasted.	meat	Rich	Cooked	Good	500	1.72	Universal
preindustrial_food_roast_hare	Shared	Prepared	Meat	hareroast	a whole roast hare	Dark hare meat shows beneath a crisp, basted surface.	Its gamey savour is deep and iron-rich.	meat	Rich	Cooked	Good	560	1.80	Universal
preindustrial_food_spit_roasted_meat	Shared	Prepared	Meat	spitmeat	a platter of spit-roasted meat	Even browning and crisp fat show where meat turned over flame.	Smoke, salt, and dripping fat dominate.	meat	Rich	Cooked	Good	520	1.75	Universal
preindustrial_food_hearth_roasted_meat	Shared	Prepared	Meat	hearthmeat	a platter of hearth-roasted meat	Irregular char marks cover meat roasted close beside the fire.	It tastes smoky, robust, and pleasantly fatty.	meat	Hearty	Cooked	Standard	500	1.40	Universal
preindustrial_food_ember_roasted_meat	Shared	Prepared	Meat	embermeat	a parcel of ember-roasted meat	Leaf-wrapped meat emerges tender and smoke-scented from hot embers.	Earthy smoke surrounds concentrated savoury juices.	meat	Hearty	Cooked	Good	460	1.48	Universal
preindustrial_food_clay_baked_meat	Shared	Prepared	Meat	claymeat	a portion of clay-baked meat	A broken clay shell reveals unusually moist, aromatic meat within.	Sealed juices make the flesh tender and intense.	meat	Rich	Cooked	Good	480	1.62	Universal
preindustrial_food_salt_crust_meat	Shared	Prepared	Meat	saltcrust	a portion of salt-crusted meat	A hard salt casing has been cracked from the juicy roast.	The meat is fragrant, moist, and firmly salted.	meat	Rich	Cooked	VeryGood	480	2.05	RegionalOldWorld
preindustrial_food_herb_crust_meat	Shared	Prepared	Meat	herbcrust	a portion of herb-crusted meat	A dark green herb crust covers the browned meat surface.	Aromatic leaves sharpen the rich roast flavour.	meat	Rich	Cooked	Good	460	1.78	Universal
preindustrial_food_honey_glazed_roast	Shared	Prepared	Meat	honeyroast	a portion of honey-glazed roast	Burnished honey forms a sticky lacquer over carved meat.	Caramel sweetness and smoky savour mingle richly.	meat	Feast	Cooked	VeryGood	470	2.35	RegionalOldWorld
preindustrial_food_spiced_roast_meat	Shared	Prepared	Meat	spiceroast	a portion of spiced roast meat	Fragrant spice crusts the browned exterior of tender meat.	Warm aromatics bloom over the roasted juices.	meat	Rich	Cooked	Good	470	1.90	RegionalOldWorld
preindustrial_food_garlic_roast_meat	Shared	Prepared	Meat	garlicroast	a portion of garlic roast meat	Soft roasted garlic is pressed across thick meat slices.	Sweet pungency complements their browned savour.	meat	Rich	Cooked	Good	470	1.72	Universal
preindustrial_food_onion_bed_roast	Shared	Prepared	Meat	onionroast	a portion of onion-bed roast	Caramelised onions cling beneath meat roasted in its own drippings.	Sweet allium and dark juices taste deeply comforting.	meat	Rich	Cooked	Good	490	1.78	Universal
preindustrial_food_fruit_glazed_roast	Shared	Prepared	Meat	fruitroast	a portion of fruit-glazed roast	A tart fruit reduction shines ruby-brown across roasted meat.	The glaze is bright, sweet, and savoury.	meat	Feast	Cooked	VeryGood	470	2.42	RegionalOldWorld
preindustrial_food_grilled_meat_skewer	Shared	Prepared	Meat	meatskewer	a grilled meat skewer	Browned meat cubes line a smoke-blackened wooden skewer.	Charred edges frame juicy, salty centres.	meat	Hearty	Fresh	Good	320	1.20	Universal
preindustrial_food_onion_meat_skewer	Shared	Prepared	Meat	onionskewer	a grilled onion-and-meat skewer	Meat alternates with blistered onion along a slender spit.	Sweet onion juices mingle with smoky flesh.	meat	Hearty	Fresh	Good	340	1.25	Universal
preindustrial_food_root_meat_skewer	Shared	Prepared	Meat	rootskewer	a grilled root-and-meat skewer	Small roots and meat pieces show striped browning from flame.	Earthy sweetness complements the charred savour.	meat	Hearty	Fresh	Good	350	1.22	Universal
preindustrial_food_spiced_meat_skewer	Shared	Prepared	Meat	spiceskewer	a fragrant spiced meat skewer	Aromatic paste clings to deeply browned cubes on this skewer.	Smoke carries pepper and warm spice.	meat	Rich	Fresh	Good	330	1.42	RegionalOldWorld
preindustrial_food_minced_meat_skewer	Shared	Prepared	Meat	minceskewer	a grilled minced-meat skewer	Seasoned mince grips a flat skewer in a ridged brown length.	The juicy meat tastes smoky and peppery.	meat	Rich	Fresh	Good	330	1.38	Islamicate
preindustrial_food_grilled_meat_rib	Shared	Prepared	Meat	meatrib	a grilled meat rib	A curved rib supports a strip of blistered, browned meat.	It is smoky, chewy, and rich near the bone.	meat	Rich	Fresh	Good	380	1.45	Universal
preindustrial_food_grilled_meat_chop	Shared	Prepared	Meat	meatchop	a grilled meat chop	Crosshatched char marks stripe a thick bone-in meat chop.	The crust tastes smoky around succulent flesh.	meat	Rich	Fresh	Good	400	1.55	Universal
preindustrial_food_thin_grilled_meat	Shared	Prepared	Meat	meatstrip	a plate of thin grilled meat	Thin slices have curled and crisped quickly over fierce heat.	They taste intensely browned, salty, and lean.	meat	Hearty	Fresh	Good	360	1.35	Universal
preindustrial_food_plain_boiled_hen	Shared	Prepared	Poultry	boiledhen	a plate of plain boiled hen	An old hen has simmered until its firm flesh finally yields.	The meat is brothy, lean, and deeply savoury.	meat	Hearty	Cooked	Standard	430	1.10	Universal
preindustrial_food_plain_boiled_chicken	Shared	Prepared	Poultry	boiledchicken	a plate of boiled chicken	Pale chicken joints glisten beneath a spoonful of clear liquor.	They taste mild, juicy, and gently salted.	meat	Hearty	Cooked	Standard	420	1.18	Universal
preindustrial_food_plain_boiled_duck	Shared	Prepared	Poultry	boiledduck	a plate of boiled duck	Dark duck meat and soft skin rest in their fatty broth.	Rich waterfowl savour coats the mouth warmly.	meat	Rich	Cooked	Good	430	1.52	Universal
preindustrial_food_plain_boiled_goose	Shared	Prepared	Poultry	boiledgoose	a plate of boiled goose	Thick goose slices carry a visible rim of golden fat.	The flavour is robust, fatty, and faintly gamey.	meat	Rich	Cooked	Good	450	1.65	Universal
preindustrial_food_boiled_pigeon	Shared	Prepared	Poultry	boiledpigeon	a bowl of simmered pigeon	Small dark pigeon joints sit beneath an aromatic clear broth.	The tender flesh tastes mineral and gamey.	meat	Hearty	Cooked	Good	380	1.22	Universal
preindustrial_food_boiled_quail	Shared	Prepared	Poultry	boiledquail	a plate of simmered quail	Several tiny quail lie moist and neatly arranged together.	Their delicate meat is sweet and lightly savoury.	meat	Rich	Cooked	Good	360	1.42	Universal
preindustrial_food_boiled_game_bird	Shared	Prepared	Poultry	boiledgamebird	a bowl of boiled game bird	Dark wild-bird pieces have softened in a strongly scented liquor.	Lean game flavour ends with iron richness.	meat	Hearty	Cooked	Standard	400	1.28	Universal
preindustrial_food_chicken_broth_meal	Shared	Prepared	Poultry	chickenbrothmeal	a bowl of chicken in broth	Chicken pieces and herbs crowd a bowl of golden stock.	Comforting poultry savour mingles with fresh greens.	meat	Hearty	Cooked	Good	500	1.28	Universal
preindustrial_food_hen_and_grain_pot	Shared	Prepared	Poultry	hengrainpot	a pot of hen and grain	Swollen grain surrounds shreds taken from a long-boiled hen.	Malty kernels carry concentrated poultry flavour.	meat	Hearty	Cooked	Standard	520	0.98	Universal
preindustrial_food_chicken_and_rice_pot	Shared	Prepared	Poultry	chickenricepot	a pot of chicken and rice	Tender chicken morsels nestle throughout fluffy broth-cooked rice.	The grain tastes richly of mild poultry juices.	meat	Hearty	Cooked	Good	500	1.20	Universal
