stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_fresh_tropical_fruit_plate	Shared	Prepared	Fruit	plate	a plate of tropical fruit	Bright fragrant fruit pieces crowd a broad leaf-lined plate.	They taste lush, floral, and sharply sweet.	fruit	Fresh	Fresh	Good	320	1.12	MaritimeTrade
preindustrial_food_fresh_cactus_fruit	Shared	Prepared	Fruit	plate	a plate of peeled cactus fruit	Magenta cactus fruit slices glisten with minute black seeds.	They taste mild, watery, and melon-sweet.	fruit	Fresh	Fresh	Good	280	0.72	IndigenousAmerican
preindustrial_food_fresh_pineapple_slices	Shared	Prepared	Fruit	plate	a plate of pineapple slices	Golden fibrous rings carry a sharp tropical fragrance.	Their juice is piercingly tart and sweet.	fruit	Fresh	Fresh	Good	320	1.35	IndigenousAmerican
preindustrial_food_fresh_papaya_slices	Shared	Prepared	Fruit	plate	a plate of papaya slices	Orange fruit wedges lie neatly trimmed of glossy black seeds.	They taste musky, soft, and honeyed.	fruit	Fresh	Fresh	Good	320	1.10	Mesoamerican
preindustrial_food_fresh_guava_wedges	Shared	Prepared	Fruit	plate	a plate of guava wedges	Pink-centred guava wedges release a powerful floral aroma.	They are grainy, fragrant, and sweet-tart.	fruit	Fresh	Fresh	Good	290	1.02	IndigenousAmerican
preindustrial_food_fruit_and_toasted_nuts	Shared	Prepared	Fruit	bowl	a bowl of fruit with toasted nuts	Ripe fruit pieces are scattered with toasted nuts, giving the bright serving a crisp, russet-speckled surface.	Juicy sweetness meets warm nutty crunch and a lightly roasted finish.	fruit	Rich	Fresh	Good	380	1.12	Universal
preindustrial_food_fruit_and_fresh_cheese	Shared	Prepared	Fruit	bowl	a bowl of fruit and fresh cheese	Soft white cheese sits beneath chopped ripe seasonal fruit.	Milky tang contrasts with juicy sweetness.	cheese	Rich	Fresh	Good	360	1.18	Universal
preindustrial_food_honeyed_fresh_fruit	Shared	Prepared	Fruit	plate	a plate of honeyed fresh fruit	A thin honey glaze shines over newly cut fruit pieces.	Floral syrup deepens their natural sweetness.	fruit	Sweet	Fresh	Good	300	1.02	Universal
preindustrial_food_spiced_fresh_fruit	Shared	Prepared	Fruit	bowl	a bowl of freshly spiced fruit	Fragrant ground spice dusts a colourful mound of ripe fruit.	Warm aroma follows cool, lively juice.	fruit	Sweet	Fresh	Good	300	1.08	MaritimeTrade
preindustrial_food_fresh_fruit_nut_salad	Shared	Prepared	Fruit	bowl	a bowl of fruit and chopped nuts	Toasted nuts scatter across juicy pieces of mixed fruit.	Crunch and roasted richness temper tart sweetness.	fruit	Rich	Fresh	Good	330	1.20	Universal
preindustrial_food_plain_baked_apple	Shared	Prepared	Fruit	apple	a whole baked apple	The apple skin wrinkles around flesh softened by oven heat.	It tastes mellow, tart, and warmly sweet.	fruit	Standard	Cooked	Standard	260	0.62	RegionalOldWorld
preindustrial_food_honey_baked_apple	Shared	Prepared	Fruit	apple	a honey-baked apple	Honey pools in the hollow centre of a tender baked apple.	Caramel fruit and floral sweetness mingle warmly.	fruit	Sweet	Cooked	Good	270	0.88	RegionalOldWorld
preindustrial_food_nut_stuffed_apple	Shared	Prepared	Fruit	apple	a nut-stuffed baked apple	Chopped nuts pack the centre of a split, softened apple.	Roasted crunch enriches the tart fruit.	fruit	Rich	Cooked	Good	290	1.02	RegionalOldWorld
preindustrial_food_plain_baked_pear	Shared	Prepared	Fruit	pear	a whole baked pear	Heat has made the pear translucent beneath its browned skin.	It tastes floral, yielding, and deeply sweet.	fruit	Standard	Cooked	Good	270	0.70	RegionalOldWorld
preindustrial_food_spiced_baked_pear	Shared	Prepared	Fruit	pear	a spiced baked pear	Warm spice freckles a pear baked until spoon-tender.	Aromatic heat enhances its floral sweetness.	fruit	Sweet	Cooked	Good	280	0.92	RegionalOldWorld
preindustrial_food_baked_quince	Shared	Prepared	Fruit	dish	a dish of baked quince	Quince slices have turned rose-gold and tender in the oven.	Their perfume is floral, tart, and honeyed.	fruit	Sweet	Cooked	Good	300	0.95	RegionalOldWorld
preindustrial_food_roasted_figs	Shared	Prepared	Fruit	plate	a plate of roasted figs	Split figs glisten darkly where their juices caramelised.	They taste jammy, earthy, and toasted.	fruit	Sweet	Cooked	Good	280	1.00	RegionalOldWorld
preindustrial_food_roasted_dates	Shared	Prepared	Fruit	plate	a plate of roasted dates	Warm dates shine with syrup released by gentle roasting.	Their sweetness is deep, sticky, and caramel-like.	fruit	Rich	Cooked	Good	260	1.12	Islamicate
preindustrial_food_ember_roasted_fruit	Shared	Prepared	Fruit	parcel	a leaf parcel of ember-roasted fruit	Soft fruit pieces carry leaf marks and a faint smoky aroma.	Sweet juice finishes with earthy smoke.	fruit	Sweet	Cooked	Good	300	0.82	Universal
preindustrial_food_plain_stewed_apples	Shared	Prepared	Fruit	bowl	a bowl of stewed apples	Apple pieces have collapsed into a pale, chunky compote.	It tastes tart, soft, and modestly sweet.	fruit	Standard	Cooked	Standard	340	0.64	RegionalOldWorld
preindustrial_food_plain_stewed_pears	Shared	Prepared	Fruit	bowl	a bowl of stewed pears	Translucent pear pieces float within their fragrant cooking juice.	They are floral, tender, and gently sweet.	fruit	Standard	Cooked	Standard	340	0.68	RegionalOldWorld
preindustrial_food_stewed_plums	Shared	Prepared	Fruit	bowl	a bowl of stewed plums	Purple plum skins curl through a dark ruby fruit compote.	Sweet flesh carries a lively sour edge.	fruit	Sweet	Cooked	Good	340	0.76	RegionalOldWorld
preindustrial_food_stewed_berries	Shared	Prepared	Fruit	bowl	a bowl of stewed berries	Mixed berries have burst into a vivid, seed-speckled sauce.	It tastes bright, sharp, and richly fruity.	fruit	Sweet	Cooked	Good	330	0.82	Universal
preindustrial_food_stewed_dried_fruit	Shared	Prepared	Fruit	bowl	a bowl of stewed dried fruit	Rehydrated fruits swell plump within dark sweet liquor.	Concentrated sweetness carries a winey tang.	fruit	Sweet	Cooked	Good	340	0.92	Universal
preindustrial_food_honey_fruit_compote	Shared	Prepared	Fruit	bowl	a bowl of honeyed fruit compote	Honey gives mixed stewed fruit a glossy amber syrup.	Floral sweetness rounds every tart edge.	fruit	Sweet	Cooked	Good	350	1.02	Universal
preindustrial_food_spiced_fruit_compote	Shared	Prepared	Fruit	bowl	a bowl of spiced fruit compote	Warm aromatic fragments show among soft jewel-coloured fruit.	Layered spice follows the sweet-tart pulp.	fruit	Sweet	Cooked	Good	350	1.10	MaritimeTrade
preindustrial_food_wine_stewed_fruit	Shared	Prepared	Fruit	bowl	a bowl of wine-stewed fruit	Wine has stained tender fruit pieces a deep ruby brown.	Vinous acidity enriches the ripe sweetness.	fruit	Rich	Cooked	Good	350	1.22	European
preindustrial_food_fruit_and_grain_pudding	Shared	Prepared	Fruit	pudding	a fruit-and-grain pudding	Soft fruit and swollen grain form a dense spoonable pudding.	It tastes wholesome, tart, and gently sweet.	fruit	Standard	Cooked	Good	400	0.88	Universal
preindustrial_food_fruit_bread_pudding	Shared	Prepared	Fruit	pudding	a baked fruit-bread pudding	Dried fruit dots a moist pudding beneath a browned crust.	Sweet juice enriches the soft, wheaten crumb.	bread	Rich	Cooked	Good	420	1.12	RegionalOldWorld
preindustrial_food_baked_berry_pudding	Shared	Prepared	Fruit	pudding	a baked berry pudding	Dark berry juice stains the cracks of a golden pudding.	Tart fruit spills through the sweet soft crumb.	wheat	Rich	Cooked	Good	380	1.18	RegionalOldWorld
preindustrial_food_baked_plum_pudding	Shared	Prepared	Fruit	pudding	a baked plum pudding	Soft plum pieces form purple pockets inside dense pudding.	The rich crumb carries sweet-sour fruit.	wheat	Rich	Cooked	Good	390	1.20	RegionalOldWorld
preindustrial_food_fig_grain_pudding	Shared	Prepared	Fruit	pudding	a fig-and-grain pudding	Chopped figs and tiny seeds pattern a firm grain pudding.	Jammy sweetness meets a nutty cereal base.	fruit	Rich	Cooked	Good	390	1.24	RegionalOldWorld
preindustrial_food_date_rice_pudding	Shared	Prepared	Fruit	pudding	a date-and-rice pudding	Soft date ribbons darken a creamy bowl of cooked rice.	Caramel fruit enriches the mild grain.	rice	Rich	Cooked	Good	400	1.28	Islamicate
preindustrial_food_fruit_filled_bread_roll	Shared	Prepared	Bread	roll	a fruit-filled bread roll	Dark fruit paste forms a spiral inside soft baked bread.	The crumb is wheaten around a sweet-tart centre.	bread	Sweet	Bread	Good	260	0.92	RegionalOldWorld
preindustrial_food_fruit_stuffed_flatbread	Shared	Prepared	Bread	flatbread	a fruit-stuffed flatbread	Thin browned bread encloses a layer of mashed sweet fruit.	Toasted wheat surrounds a sticky filling.	bread	Sweet	Bread	Good	280	0.98	RegionalOldWorld
preindustrial_food_dried_apple_rings	Shared	Prepared	Preserved	string	a string of dried apple rings	Shrivelled apple circles hang together on a short cord.	They taste chewy, tart, and concentrated.	fruit	Preserved	Preserved	Standard	180	0.72	RegionalOldWorld
preindustrial_food_dried_pear_slices	Shared	Prepared	Preserved	bundle	a bundle of dried pear slices	Pale pear pieces have dried into flexible, wrinkled strips.	Their flavour is floral and honey-sweet.	fruit	Preserved	Preserved	Standard	180	0.76	RegionalOldWorld
preindustrial_food_dried_plums	Shared	Prepared	Preserved	pouch	a pouch of dried plums	Dark plums have shrivelled around their removed stones.	They are sticky, winey, and sweet-sour.	fruit	Preserved	Preserved	Good	190	0.82	RegionalOldWorld
preindustrial_food_dried_figs	Shared	Prepared	Preserved	string	a string of dried figs	Flattened figs show dusty skins and dense seedy centres.	They taste earthy, chewy, and richly sweet.	fruit	Preserved	Preserved	Good	200	0.90	RegionalOldWorld
preindustrial_food_dried_dates	Shared	Prepared	Preserved	pouch	a pouch of dried dates	Wrinkled brown dates form a sticky, compact handful.	Caramel sweetness lingers through their chewy flesh.	fruit	Preserved	Preserved	Good	200	0.92	Islamicate
preindustrial_food_dried_berries	Shared	Prepared	Preserved	pouch	a pouch of dried berries	Small dark berries have dried into tart, wrinkled beads.	They offer sharp bursts of concentrated fruit.	fruit	Preserved	Preserved	Standard	160	0.82	Universal
preindustrial_food_mixed_dried_fruit	Shared	Prepared	Preserved	pouch	a pouch of mixed dried fruit	Several colours and shapes of preserved fruit fill a pouch.	Every bite shifts between tart and syrupy.	fruit	Preserved	Preserved	Good	220	1.00	Universal
preindustrial_food_pressed_fruit_cake	Shared	Prepared	Preserved	cake	a cake of pressed dried fruit	Dried fruits have been compressed into a dense dark slab.	It tastes sticky, winey, and intensely sweet.	fruit	Preserved	Preserved	Good	260	1.08	Universal
preindustrial_food_dried_fruit_leather	Shared	Prepared	Preserved	roll	a roll of dried fruit leather	Pureed fruit forms a thin, flexible, dark-red sheet.	It is chewy, tart, and brightly concentrated.	fruit	Preserved	Preserved	Good	180	0.88	Universal
preindustrial_food_honey_preserved_fruit	Shared	Prepared	Preserved	jar	a jar of fruit preserved in honey	Whole small fruits gleam beneath thick amber honey.	They taste floral, sticky, and richly fruity.	honey	Preserved	Preserved	Good	380	1.42	Universal
preindustrial_food_syrup_preserved_fruit	Shared	Prepared	Preserved	jar	a jar of fruit in sugar syrup	Translucent fruit pieces float in clear heavy syrup.	Their sweetness is lush and clean.	fruit	Preserved	Preserved	Good	380	1.58	SugarTrade
preindustrial_food_plain_roasted_nuts	Shared	Prepared	Nut	bowl	a bowl of plain roasted nuts	Mixed nuts show browned skins and a warm toasted aroma.	They taste crisp, earthy, and naturally rich.	tree nut	Standard	Dry	Good	220	1.10	Universal
preindustrial_food_salted_roasted_nuts	Shared	Prepared	Nut	bowl	a bowl of salted roasted nuts	Coarse salt clings to a warm assortment of browned nuts.	Salinity sharpens their toasted richness.	tree nut	Standard	Dry	Good	220	1.18	Universal
preindustrial_food_honey_roasted_nuts	Shared	Prepared	Nut	bowl	a bowl of honey-roasted nuts	A brittle honey glaze shines over deeply toasted nuts.	Floral sweetness meets roasted crunch.	tree nut	Rich	Dry	Good	230	1.38	Universal
preindustrial_food_spiced_roasted_nuts	Shared	Prepared	Nut	bowl	a bowl of spiced roasted nuts	Fragrant ground spice dusts the warm browned kernels.	Aromatic heat follows their oily crunch.	tree nut	Rich	Dry	Good	220	1.42	RegionalOldWorld
preindustrial_food_smoked_roasted_nuts	Shared	Prepared	Nut	bowl	a bowl of smoke-roasted nuts	Fire smoke has darkened these crisp mixed nut kernels.	They taste woody, salty, and richly toasted.	tree nut	Standard	Dry	Good	220	1.28	Universal
preindustrial_food_plain_ground_nut_paste	Shared	Prepared	Nut	bowl	a bowl of plain nut paste	Ground nuts form a thick beige paste with an oily sheen.	It tastes dense, earthy, and richly roasted.	tree nut	Rich	Fresh	Good	260	1.35	Universal
preindustrial_food_honey_nut_paste	Shared	Prepared	Nut	bowl	a bowl of honeyed nut paste	Honey loosens a smooth brown paste of roasted nuts.	It is floral, creamy, and deeply nutty.	tree nut	Rich	Fresh	Good	270	1.50	Universal
preindustrial_food_spiced_nut_paste	Shared	Prepared	Nut	bowl	a bowl of spiced nut paste	Warm aromatic flecks show throughout smooth ground nuts.	The rich paste finishes fragrant and peppery.	tree nut	Rich	Fresh	Good	260	1.52	RegionalOldWorld
preindustrial_food_salted_nut_paste	Shared	Prepared	Nut	bowl	a bowl of salted nut paste	A pinch of salt sharpens this coarse oily nut spread.	It tastes savoury, toasted, and substantial.	tree nut	Rich	Fresh	Good	260	1.38	Universal
preindustrial_food_nut_and_cheese_paste	Shared	Prepared	Nut	bowl	a bowl of nut-and-cheese paste	Ground nuts and fresh cheese make a pale textured spread.	Milky tang meets warm roasted richness.	tree nut	Rich	Fresh	Good	280	1.58	RegionalOldWorld
preindustrial_food_nut_stuffed_dates	Shared	Prepared	Nut	plate	a plate of nut-stuffed dates	Pale nut pieces fill the split centres of glossy dates.	Crunch interrupts their caramel sweetness.	tree nut	Rich	Fresh	Good	260	1.48	Islamicate
preindustrial_food_nut_stuffed_figs	Shared	Prepared	Nut	plate	a plate of nut-stuffed figs	Toasted nuts pack the seedy centres of opened figs.	Earthy fruit and roasted crunch mingle richly.	tree nut	Rich	Fresh	Good	270	1.46	RegionalOldWorld
preindustrial_food_nut_stuffed_apricots	Shared	Prepared	Nut	plate	a plate of nut-stuffed apricots	Dried orange fruits close around slender toasted nuts.	Tart chew surrounds a crisp rich centre.	tree nut	Rich	Fresh	Good	250	1.42	RegionalOldWorld
preindustrial_food_nut_and_fruit_roll	Shared	Prepared	Nut	roll	a roll of fruit-and-nut paste	Pressed fruit and chopped nuts form a dense patterned roll.	It tastes sticky, tart, and richly crunchy.	tree nut	Rich	Preserved	Good	280	1.50	Universal
preindustrial_food_plain_nut_cake	Shared	Prepared	Nut	cake	a baked nut cake	Ground nuts give this compact golden cake a moist crumb.	It tastes toasted, rich, and gently sweet.	tree nut	Rich	Cooked	Good	360	1.62	RegionalOldWorld
preindustrial_food_honey_nut_cake	Shared	Prepared	Nut	cake	a honeyed nut cake	Honey lacquers a dense cake packed with chopped nuts.	Floral syrup deepens the roasted richness.	tree nut	Rich	Cooked	Good	380	1.78	RegionalOldWorld
preindustrial_food_fruit_nut_cake	Shared	Prepared	Nut	cake	a fruit-and-nut cake	Dried fruit jewels and nuts crowd a dark firm cake.	It is chewy, sweet-tart, and richly toasted.	tree nut	Rich	Cooked	Good	400	1.88	RegionalOldWorld
preindustrial_food_spiced_nut_cake	Shared	Prepared	Nut	cake	a spiced nut cake	A fragrant brown crumb reveals finely ground toasted nuts.	Warm aromatics follow its mellow sweetness.	tree nut	Rich	Cooked	Good	370	1.76	MaritimeTrade
preindustrial_food_nut_grain_pudding	Shared	Prepared	Nut	pudding	a nut-and-grain pudding	Chopped nuts cover a soft pudding of boiled grain.	Crunch and roasted oil enrich the cereal.	tree nut	Rich	Cooked	Good	390	1.42	Universal
preindustrial_food_nut_rice_pudding	Shared	Prepared	Nut	pudding	a nut-topped rice pudding	Toasted nut fragments scatter across creamy cooked rice.	Their crunch contrasts with soft milky grain.	tree nut	Rich	Cooked	Good	390	1.48	RegionalOldWorld
preindustrial_food_nut_bread_pudding	Shared	Prepared	Nut	pudding	a baked nut-bread pudding	Nuts pattern the browned crust of a moist bread pudding.	It tastes wheaten, buttery, and deeply toasted.	bread	Rich	Cooked	Good	400	1.44	RegionalOldWorld
preindustrial_food_nut_filled_pastry	Shared	Prepared	Nut	pastry	a nut-filled pastry	Flaky browned dough encloses a dense fragrant nut filling.	Buttery crust yields to roasted sweetness.	wheat	Rich	Bread	Good	240	1.28	RegionalOldWorld
preindustrial_food_honey_nut_pastry	Shared	Prepared	Nut	pastry	a honeyed nut pastry	Honey glazes layered pastry packed with chopped toasted nuts.	It is crisp, sticky, and richly fragrant.	wheat	Feast	Bread	VeryGood	250	1.65	Islamicate
preindustrial_food_fruit_nut_pastry	Shared	Prepared	Nut	pastry	a fruit-and-nut pastry	Dried fruit and nuts fill a plump, golden pastry.	Tart chew and roasted crunch share each bite.	wheat	Rich	Bread	Good	260	1.48	RegionalOldWorld
preindustrial_food_nut_crumb_fritters	Shared	Prepared	Nut	plate	a plate of nut fritters	Ground nuts enrich small crisp-edged fried dough cakes.	They taste toasted, oily, and softly sweet.	tree nut	Rich	Fresh	Good	300	1.40	Universal
preindustrial_food_nut_feast_platter	Shared	Prepared	Nut	platter	an elaborate nut platter	Raw, roasted, spiced, honeyed, and stuffed nuts fill a tray.	Every handful offers a different rich crunch.	tree nut	Feast	Dry	VeryGood	700	3.80	RegionalOldWorld
preindustrial_food_plain_honeycomb	Shared	Prepared	Sweet	piece	a piece of fresh honeycomb	Golden honey fills the neat wax cells of this comb.	It tastes floral, warm, and intensely sweet.	honey	Sweet	Fresh	Good	180	1.02	Universal
preindustrial_food_honeyed_bread	Shared	Prepared	Sweet	slice	a slice of honeyed bread	Amber honey soaks into the coarse crumb of fresh bread.	Floral sweetness meets warm wheat.	bread	Sweet	Fresh	Standard	240	0.72	Universal
preindustrial_food_honey_fried_bread	Shared	Prepared	Sweet	slice	a slice of honey-fried bread	Fried bread bears crisp edges beneath a sticky honey glaze.	It tastes toasted, oily, and flower-sweet.	bread	Rich	Fresh	Good	260	0.92	Universal
preindustrial_food_honey_grain_cake	Shared	Prepared	Sweet	cake	a honey-bound grain cake	Cooked kernels hold together beneath a glossy honey coating.	They are chewy, nutty, and richly sweet.	honey	Rich	Fresh	Good	300	1.08	Universal
preindustrial_food_honey_sesame_cake	Shared	Prepared	Sweet	cake	a honey-and-seed cake	Toasted seeds pack a brittle cake bound with dark honey.	Crunchy nuttiness carries floral sweetness.	honey	Rich	Dry	Good	240	1.22	RegionalOldWorld
preindustrial_food_honey_fruit_cake	Shared	Prepared	Sweet	cake	a honeyed fruit cake	Honey and dried fruit keep this browned cake densely moist.	It tastes floral, chewy, and winey.	wheat	Rich	Bread	Good	380	1.50	RegionalOldWorld
preindustrial_food_honey_cheese_sweet	Shared	Prepared	Sweet	sweet	a honeyed fresh-cheese sweet	Fresh cheese forms a soft white cake drenched with honey.	Milky tang balances the floral syrup.	cheese	Rich	Fresh	Good	320	1.38	RegionalOldWorld
preindustrial_food_honey_yoghurt_sweet	Shared	Prepared	Sweet	sweet	a chilled honey-yoghurt sweet	Thick yoghurt holds swirls of honey and aromatic spice.	Cool sourness softens the rich sweetness.	yoghurt	Rich	Fresh	Good	320	1.30	RegionalOldWorld
preindustrial_food_honey_egg_fritters	Shared	Prepared	Sweet	plate	a plate of honeyed egg fritters	Small egg-rich fritters gleam beneath freshly poured honey.	They are airy, buttery, and flower-sweet.	egg	Rich	Fresh	Good	300	1.28	RegionalOldWorld
preindustrial_food_honey_rice_sweet	Shared	Prepared	Sweet	sweet	a honeyed rice sweet	Pounded rice and honey form soft, glossy bite-sized rounds.	They taste chewy, mild, and richly floral.	rice	Rich	Fresh	Good	300	1.20	Universal
preindustrial_food_sugar_crusted_bread	Shared	Prepared	Sweet	slice	a slice of sugar-crusted bread	Coarse sugar has melted into a crisp crust on bread.	It tastes toasted, brittle, and cleanly sweet.	bread	Sweet	Bread	Good	240	0.92	SugarTrade
preindustrial_food_sugar_fruit_compote	Shared	Prepared	Sweet	bowl	a bowl of sugared fruit compote	Refined sugar gives stewed fruit a clear glossy syrup.	Bright fruit remains beneath intense sweetness.	fruit	Sweet	Cooked	Good	340	1.22	SugarTrade
preindustrial_food_sugar_nut_brittle	Shared	Prepared	Sweet	shard	a shard of nut brittle	Toasted nuts sit trapped inside glassy amber sugar.	It cracks sharply with caramelised richness.	tree nut	Sweet	Dry	Good	180	1.28	SugarTrade
preindustrial_food_plain_sugar_candy	Shared	Prepared	Sweet	piece	a piece of boiled sugar candy	Clear hardened sugar catches light along its uneven edges.	It tastes purely sweet with faint caramel.	food	Sweet	ShelfStable	Good	100	0.82	SugarTrade
preindustrial_food_spiced_sugar_candy	Shared	Prepared	Sweet	piece	a piece of spiced sugar candy	Warm spice flecks hang within a translucent sugar sweet.	Sharp aroma follows the clean sweetness.	food	Sweet	ShelfStable	Good	100	0.98	SugarTrade
preindustrial_food_fruit_sugar_candy	Shared	Prepared	Sweet	piece	a piece of fruit-flavoured candy	Fruit juice colours this boiled sugar sweet a vivid red.	It tastes bright, tart, and intensely sweet.	fruit	Sweet	ShelfStable	Good	100	1.02	SugarTrade
preindustrial_food_candied_citrus_peel	Shared	Prepared	Sweet	strip	a strip of candied citrus peel	Sugar crystals coat a translucent curl of fragrant citrus rind.	It is bitter, bright, and richly sweet.	fruit	Sweet	Preserved	Good	140	1.12	SugarTrade
preindustrial_food_candied_ginger_fruit	Shared	Prepared	Sweet	piece	a piece of candied gingered fruit	Syrup-soaked fruit carries a sparkling crust of sugar.	Sweetness gives way to warming spice.	fruit	Sweet	Preserved	Good	150	1.18	SugarTrade
preindustrial_food_candied_whole_fruit	Shared	Prepared	Sweet	piece	a piece of whole candied fruit	A small fruit gleams translucent beneath hardened syrup.	It tastes intensely fruity and luxuriously sweet.	fruit	Sweet	Preserved	VeryGood	170	1.30	SugarTrade
preindustrial_food_candied_nuts	Shared	Prepared	Sweet	pouch	a pouch of candied nuts	Sugar coats roasted nuts in a crisp, sparkling shell.	Caramel crunch surrounds earthy richness.	tree nut	Sweet	Dry	Good	180	1.26	SugarTrade
preindustrial_food_sugar_almond_paste	Shared	Prepared	Sweet	cake	a cake of sweet nut paste	Finely ground nuts and sugar form a smooth pale block.	It tastes floral, creamy, and richly nutty.	tree nut	Rich	Fresh	VeryGood	220	1.52	SugarTrade
preindustrial_food_sweet_nut_paste_fruits	Shared	Prepared	Sweet	plate	a plate of moulded nut-paste fruits	Coloured sweet nut paste mimics tiny pieces of ripe fruit.	Each morsel is smooth, sweet, and almond-rich.	tree nut	Feast	Fresh	VeryGood	260	2.10	SugarTrade
preindustrial_food_sugar_egg_meringue	Shared	Prepared	Sweet	sweet	a crisp sugar-and-egg sweet	Beaten egg and sugar form a pale, feather-light crisp.	It dissolves with airy, clean sweetness.	egg	Sweet	Dry	VeryGood	120	1.28	SugarTrade
preindustrial_food_sugar_custard_tart	Shared	Prepared	Sweet	tart	a small sugar-custard tart	Silky golden custard sits within a neat browned pastry shell.	Buttery crust surrounds rich egg sweetness.	egg	Rich	Bread	VeryGood	240	1.55	SugarTrade
preindustrial_food_fruit_sugar_tart	Shared	Prepared	Sweet	tart	a glazed fruit tart	Colourful fruit lies beneath a clear glaze in crisp pastry.	Tart juice balances the sweet buttery shell.	wheat	Rich	Bread	VeryGood	260	1.62	SugarTrade
preindustrial_food_nut_sugar_tart	Shared	Prepared	Sweet	tart	a glazed nut tart	Toasted nuts crowd a pastry shell beneath caramelised sugar.	It tastes crisp, buttery, and deeply roasted.	tree nut	Rich	Bread	VeryGood	260	1.68	SugarTrade
preindustrial_food_sugar_feast_cake	Shared	Prepared	Sweet	cake	an iced sugar feast cake	Refined sugar coats a tall, egg-rich cake with decorations.	It tastes delicate, buttery, and extravagantly sweet.	wheat	Feast	Bread	VeryGood	700	3.80	SugarTrade
preindustrial_food_cacao_honey_cake	Shared	Prepared	Sweet	cake	a cacao-and-honey cake	Ground cacao darkens a moist cake sweetened with honey.	Bitter chocolate deepens the floral sweetness.	food	Rich	Cooked	Good	380	1.82	CacaoTrade
preindustrial_food_cacao_sugar_sweet	Shared	Prepared	Sweet	piece	a piece of sweetened cacao paste	Sugar softens a dark, smooth morsel of ground cacao.	It tastes bitter, rich, and intensely sweet.	food	Rich	Fresh	VeryGood	120	1.58	CacaoTrade
preindustrial_food_cacao_nut_confection	Shared	Prepared	Sweet	confection	a cacao-and-nut confection	Toasted nuts fill a dark sweetened cacao coating.	Chocolate bitterness frames roasted crunch.	tree nut	Feast	Fresh	VeryGood	160	1.88	CacaoTrade
preindustrial_food_cacao_fruit_confection	Shared	Prepared	Sweet	sweet	a cacao-coated fruit sweet	Dried fruit sits inside a shell of sweet dark cacao.	Tart chew meets bitter chocolate richness.	fruit	Feast	Fresh	VeryGood	170	1.82	CacaoTrade
preindustrial_food_maize_honey_sweet	Shared	Prepared	Sweet	sweet	a maize-and-honey sweet	Toasted maize meal and honey form a compact golden cake.	Sweet corn and floral syrup mingle warmly.	corn	Rich	Fresh	Good	260	1.02	IndigenousAmerican
