stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_cheese_and_grain_bake	Shared	Prepared	Dairy	dish	a baked grain-and-cheese dish	Boiled grain has set beneath a golden cheese crust.	Nutty kernels carry salty melted richness.	cheese	Rich	Cooked	Good	440	1.28	RegionalOldWorld
preindustrial_food_cheese_dumpling_bake	Shared	Prepared	Dairy	dish	a baked cheese-dumpling dish	Soft dumplings crowd beneath a blistered layer of cheese.	The dish is wheaten, creamy, and deeply browned.	cheese	Rich	Cooked	Good	450	1.40	European
preindustrial_food_baked_fresh_cheese	Shared	Prepared	Dairy	dish	a dish of baked fresh cheese	Fresh cheese has puffed and browned around an earthen dish.	The centre remains moist, milky, and tender.	cheese	Rich	Cooked	Good	360	1.20	Universal
preindustrial_food_fried_cheese_cakes	Shared	Prepared	Dairy	plate	a plate of fried cheese cakes	Small curd cakes wear crisp and mottled golden surfaces.	Their crust surrounds a tangy, creamy centre.	cheese	Rich	Fresh	Good	340	1.28	RegionalOldWorld
preindustrial_food_grilled_cheese_wedge	Shared	Prepared	Dairy	wedge	a grilled cheese wedge	A firm cheese wedge bears dark stripes from the grill.	Smoke and salt frame its softened interior.	cheese	Rich	Fresh	Good	280	1.24	RegionalOldWorld
preindustrial_food_cheese_fritters	Shared	Prepared	Dairy	plate	a plate of cheese fritters	Golden batter encloses pockets of hot melted cheese.	They are crisp, salty, and lavishly creamy.	cheese	Rich	Fresh	Good	320	1.35	RegionalOldWorld
preindustrial_food_cheese_feast_board	Shared	Prepared	Dairy	board	an abundant cheese board	Soft, hard, smoked, and herb-coated cheeses fill a broad board.	Flavours range from milky to sharply matured.	cheese	Feast	Fresh	VeryGood	850	4.20	RegionalOldWorld
preindustrial_food_plain_strained_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of strained yoghurt	Thick white cultured dairy holds ridges left by the spoon.	It tastes creamy, cool, and cleanly sour.	yoghurt	Standard	Fresh	Good	340	0.82	RegionalOldWorld
preindustrial_food_salted_strained_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of salted strained yoghurt	Coarse salt dusts a dense mound of cultured milk.	Salinity sharpens the refreshing dairy tang.	yoghurt	Standard	Fresh	Good	340	0.86	RegionalOldWorld
preindustrial_food_herbed_strained_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of herbed strained yoghurt	Chopped herbs marble thick white yoghurt with green.	It tastes bright, tart, and creamy.	yoghurt	Rich	Fresh	Good	350	1.00	RegionalOldWorld
preindustrial_food_garlic_strained_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of garlic yoghurt	Crushed garlic scents a glossy bowl of strained yoghurt.	Cool sourness carries a lingering pungent bite.	yoghurt	Rich	Fresh	Good	350	1.02	RegionalOldWorld
preindustrial_food_honeyed_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of honeyed yoghurt	Honey glows in amber spirals across cultured white dairy.	Sweet flowers soften its lively acidity.	yoghurt	Rich	Fresh	Good	350	1.12	Universal
preindustrial_food_fruit_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of fruit and yoghurt	Ripe fruit pieces bleed bright juice into thick yoghurt.	Cool cultured tang balances the fruit's bright sweetness.	yoghurt	Rich	Fresh	Good	380	1.10	Universal
preindustrial_food_nut_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of nut-topped yoghurt	Crushed toasted nuts cover a cool bowl of cultured milk.	Crunchy richness contrasts with clean sourness.	yoghurt	Rich	Fresh	Good	350	1.18	RegionalOldWorld
preindustrial_food_spiced_yoghurt	Shared	Prepared	Dairy	bowl	a bowl of spiced yoghurt	Warm ground spice streaks the surface of dense cultured dairy.	Aromatic heat follows its cooling tang.	yoghurt	Rich	Fresh	Good	340	1.16	RegionalOldWorld
preindustrial_food_yoghurt_cheese_balls	Shared	Prepared	Dairy	plate	a plate of yoghurt-cheese balls	Drained cultured dairy forms small white herb-flecked balls.	They are tangy, dense, and softly creamy.	yoghurt	Rich	Fresh	Good	300	1.18	Islamicate
preindustrial_food_oil_preserved_yoghurt_balls	Shared	Prepared	Preserved	jar	a jar of yoghurt balls in oil	Firm cultured-dairy balls sit beneath fragrant preserving oil.	They taste tart, creamy, and richly herbaceous.	yoghurt	Preserved	Preserved	Good	360	1.52	Islamicate
preindustrial_food_dried_yoghurt_cakes	Shared	Prepared	Preserved	bundle	a bundle of dried yoghurt cakes	Sour cultured milk has dried into hard pale discs.	They taste salty, tart, and chalkily dense.	yoghurt	Preserved	ShelfStable	Standard	200	0.92	RegionalOldWorld
preindustrial_food_plain_clotted_cream	Shared	Prepared	Dairy	bowl	a bowl of clotted cream	A thick yellow skin folds across exceptionally rich cream.	It tastes buttery, sweet, and luxuriantly dense.	food	Rich	Fresh	Good	250	1.25	RegionalOldWorld
preindustrial_food_whipped_cream	Shared	Prepared	Dairy	bowl	a bowl of whipped cream	Beaten cream rises in soft white peaks within the bowl.	It is airy, rich, and naturally sweet.	food	Rich	Fresh	Good	220	1.18	RegionalOldWorld
preindustrial_food_honeyed_cream	Shared	Prepared	Dairy	bowl	a bowl of honeyed cream	Amber honey drizzles over a small serving of thick cream.	Floral sweetness deepens the buttery dairy.	food	Rich	Fresh	Good	250	1.30	Universal
preindustrial_food_spiced_cream	Shared	Prepared	Dairy	bowl	a bowl of spiced cream	Fragrant spice dusts the golden surface of heavy cream.	It tastes warming, lush, and gently sweet.	food	Rich	Fresh	Good	240	1.32	MaritimeTrade
preindustrial_food_fruit_and_cream	Shared	Prepared	Dairy	dish	a dish of fruit with cream	Fresh fruit glistens beneath a generous spoonful of cream.	Juicy acidity balances the lush dairy fat.	food	Rich	Fresh	Good	360	1.38	Universal
preindustrial_food_cream_soaked_bread	Shared	Prepared	Dairy	bowl	a bowl of cream-soaked bread	Soft bread pieces swell beneath lightly sweetened cream.	The dish is milky, wheaten, and comforting.	bread	Rich	Fresh	Good	380	1.15	RegionalOldWorld
preindustrial_food_plain_cultured_cream	Shared	Prepared	Dairy	bowl	a bowl of cultured cream	Thick cream carries a faint sheen and fermented aroma.	It tastes rich, cool, and pleasantly sour.	food	Rich	Fresh	Good	250	1.16	RegionalOldWorld
preindustrial_food_herbed_cultured_cream	Shared	Prepared	Dairy	bowl	a bowl of herbed cultured cream	Fine green leaves stir through a tangy thick cream.	Herbal freshness cuts its buttery richness.	food	Rich	Fresh	Good	250	1.24	RegionalOldWorld
preindustrial_food_fresh_churned_butter	Shared	Prepared	Dairy	pat	a pat of fresh butter	A pale yellow butter pat retains ridges from wooden paddles.	It tastes sweet, creamy, and faintly grassy.	food	Condiment	Fresh	Good	180	0.92	Universal
preindustrial_food_salted_butter	Shared	Prepared	Dairy	pat	a pat of salted butter	Coarse salt is worked evenly through a firm golden pat.	It is creamy, savoury, and cleanly salty.	food	Condiment	Fresh	Good	180	0.96	Universal
preindustrial_food_herb_butter	Shared	Prepared	Dairy	pat	a pat of herb butter	Chopped leaves pattern a softened pat of yellow butter.	It tastes grassy, aromatic, and richly creamy.	food	Condiment	Fresh	Good	180	1.05	Universal
preindustrial_food_garlic_butter	Shared	Prepared	Dairy	pat	a pat of garlic butter	Crushed garlic freckles butter moulded into a small round.	Pungent warmth spreads through the sweet dairy.	food	Condiment	Fresh	Good	180	1.06	Universal
preindustrial_food_honey_butter	Shared	Prepared	Dairy	bowl	a bowl of honey butter	Honey and softened butter form a glossy amber-gold spread.	It tastes floral, creamy, and gently caramel-like.	food	Sweet	Fresh	Good	200	1.12	Universal
preindustrial_food_spiced_butter	Shared	Prepared	Dairy	pat	a pat of spiced butter	Ground aromatic seeds swirl through a deep yellow butter.	Warm fragrance blooms as the fat melts.	food	Condiment	Fresh	Good	180	1.10	RegionalOldWorld
preindustrial_food_clarified_butter_cake	Shared	Prepared	Preserved	cake	a sealed cake of clarified butter	Clear butterfat has cooled into a smooth golden storage cake.	It tastes rich, clean, and faintly nutty.	food	Rich	ShelfStable	Good	300	1.35	RegionalOldWorld
preindustrial_food_browned_butter_spread	Shared	Prepared	Dairy	bowl	a bowl of browned butter	Toasted milk solids speckle this liquid amber butter.	It tastes nutty, caramelised, and deeply buttery.	food	Condiment	Fresh	Good	180	1.08	RegionalOldWorld
preindustrial_food_buttered_bread	Shared	Prepared	Dairy	slice	a thick slice of buttered bread	Fresh butter melts into the warm crumb of coarse bread.	It tastes creamy, salty, and warmly wheaten.	bread	Standard	Fresh	Standard	250	0.68	Universal
preindustrial_food_buttered_grain	Shared	Prepared	Dairy	bowl	a bowl of buttered grain	A golden sheen coats every kernel of hot boiled grain.	Malty nuttiness carries a soft dairy richness.	barley	Rich	Cooked	Good	420	1.02	Universal
preindustrial_food_buttered_roots	Shared	Prepared	Dairy	bowl	a bowl of buttered roots	Soft root pieces glisten beneath melted yellow butter.	Earthy sweetness meets creamy salt.	vegetable	Rich	Cooked	Good	420	1.00	Universal
preindustrial_food_pastoral_dairy_platter	Shared	Prepared	Dairy	platter	a pastoral dairy platter	Fresh curds, butter, cream, and hard cheese share a board.	Flavours range from sweet milk to sharp age.	cheese	Feast	Fresh	VeryGood	800	3.60	Universal
preindustrial_food_plain_boiled_egg	Shared	Prepared	Egg	egg	a plain boiled egg	A shelled egg shows a firm white around golden yolk.	It tastes mild, rich, and simply salted.	egg	Light	Fresh	Standard	70	0.32	Universal
preindustrial_food_soft_boiled_egg	Shared	Prepared	Egg	egg	a soft-boiled egg	The opened egg reveals trembling white and liquid golden yolk.	It tastes delicate, warm, and buttery.	egg	Light	Fresh	Good	70	0.36	Universal
preindustrial_food_hard_boiled_egg	Shared	Prepared	Egg	egg	a hard-boiled egg	White and yolk have set fully within this neatly shelled egg.	It is firm, mellow, and faintly sulfurous.	egg	Light	Fresh	Standard	70	0.32	Universal
preindustrial_food_herbed_boiled_eggs	Shared	Prepared	Egg	plate	a plate of herbed boiled eggs	Green herbs scatter across several halved boiled eggs.	Fresh leaves brighten the rich yolks.	egg	Standard	Fresh	Good	240	0.88	Universal
preindustrial_food_spiced_boiled_eggs	Shared	Prepared	Egg	plate	a plate of spiced boiled eggs	Warm spice colours the cut surfaces of firm eggs.	Aromatic heat follows their mellow richness.	egg	Standard	Fresh	Good	240	0.96	RegionalOldWorld
preindustrial_food_pickled_eggs	Shared	Prepared	Preserved	jar	a jar of pickled eggs	Peeled eggs float in sharp vinegar with herbs and spice.	They taste tangy, firm, and savoury.	egg	Preserved	Preserved	Standard	350	0.92	RegionalOldWorld
preindustrial_food_brined_eggs	Shared	Prepared	Preserved	bowl	a bowl of brined eggs	Shell-free eggs sit firm beneath cloudy preserving brine.	Salinity penetrates the mellow white and yolk.	egg	Preserved	Preserved	Standard	300	0.80	Universal
preindustrial_food_tea_stained_eggs	Shared	Prepared	Preserved	plate	a plate of dark-stained eggs	Brown marbling runs across eggs steeped in aromatic liquor.	They taste fragrant, salty, and gently tannic.	egg	Preserved	Preserved	Good	240	1.08	TeaTrade
preindustrial_food_ash_preserved_eggs	Shared	Prepared	Preserved	plate	a plate of ash-preserved eggs	Dark translucent whites surround green-grey preserved yolks.	Their flavour is pungent, creamy, and mineral.	egg	Preserved	Preserved	Good	240	1.12	EastAsian
preindustrial_food_salted_egg_yolks	Shared	Prepared	Preserved	plate	a plate of salted egg yolks	Firm orange yolks gleam with oil after their salt cure.	They taste intensely savoury and richly salty.	egg	Preserved	Preserved	Good	180	1.05	EastAsian
preindustrial_food_plain_fried_egg	Shared	Prepared	Egg	egg	a plain fried egg	Crisp white edges surround a soft, shining golden yolk.	It tastes buttery, browned, and gently rich.	egg	Light	Fresh	Standard	90	0.42	Universal
preindustrial_food_crisp_fried_egg	Shared	Prepared	Egg	egg	a crisp-edged fried egg	Hot fat has blistered the egg white into golden lace.	Crunchy edges frame a creamy yolk.	egg	Light	Fresh	Good	90	0.48	Universal
preindustrial_food_butter_fried_eggs	Shared	Prepared	Egg	plate	a plate of butter-fried eggs	Several eggs gleam in browned butter across a warm plate.	Toasted dairy enriches their soft yolks.	egg	Rich	Fresh	Good	240	1.02	Universal
preindustrial_food_herb_fried_eggs	Shared	Prepared	Egg	plate	a plate of herb-fried eggs	Fresh herbs wilt across eggs with crisp, curled whites.	They taste green, buttery, and savoury.	egg	Standard	Fresh	Good	230	0.92	Universal
preindustrial_food_onion_fried_eggs	Shared	Prepared	Egg	plate	a plate of eggs with onions	Browned onion strands tangle around two softly fried eggs.	Sweet allium complements their rich yolks.	egg	Standard	Fresh	Good	260	0.94	Universal
preindustrial_food_greens_fried_eggs	Shared	Prepared	Egg	plate	a plate of eggs with greens	Wilted leafy greens form a dark bed beneath fried eggs.	Mineral vegetables balance the buttery yolk.	egg	Hearty	Fresh	Good	300	0.98	Universal
preindustrial_food_cheese_fried_eggs	Shared	Prepared	Egg	plate	a plate of cheese-fried eggs	Melted cheese bubbles around the edges of several eggs.	Salty dairy amplifies their creamy richness.	egg	Rich	Fresh	Good	260	1.18	RegionalOldWorld
preindustrial_food_meat_fried_eggs	Shared	Prepared	Egg	plate	a plate of eggs and meat scraps	Browned meat morsels dot the whites of pan-fried eggs.	Strong savour punctuates the soft yolks.	egg	Rich	Fresh	Good	290	1.22	Universal
preindustrial_food_plain_poached_egg	Shared	Prepared	Egg	egg	a plain poached egg	A softly set egg sits pearly white around liquid yolk.	It tastes delicate, silky, and gently savoury.	egg	Light	Fresh	Good	85	0.44	Universal
preindustrial_food_broth_poached_eggs	Shared	Prepared	Egg	bowl	a bowl of broth-poached eggs	Soft eggs float intact beneath a clear herb-scented broth.	The yolks enrich the clean, salty liquor.	egg	Standard	Fresh	Good	340	0.88	Universal
preindustrial_food_yoghurt_poached_eggs	Shared	Prepared	Egg	dish	a dish of eggs with yoghurt	Poached eggs rest in cool cultured dairy and warm butter.	Tangy cream contrasts with rich yolk.	egg	Rich	Fresh	Good	300	1.22	Islamicate
preindustrial_food_plain_scrambled_eggs	Shared	Prepared	Egg	bowl	a bowl of scrambled eggs	Soft yellow egg curds fold loosely across the bowl.	They taste creamy, mild, and buttery.	egg	Standard	Fresh	Standard	230	0.78	Universal
preindustrial_food_cream_scrambled_eggs	Shared	Prepared	Egg	bowl	a bowl of creamy scrambled eggs	Added cream makes these small egg curds especially soft.	The mouthful is lush, delicate, and rich.	egg	Rich	Fresh	Good	250	1.08	RegionalOldWorld
preindustrial_food_herb_scrambled_eggs	Shared	Prepared	Egg	bowl	a bowl of herb-scrambled eggs	Minced green herbs show brightly in soft golden curds.	Fresh aromatics enliven the mellow eggs.	egg	Standard	Fresh	Good	240	0.90	Universal
preindustrial_food_cheese_scrambled_eggs	Shared	Prepared	Egg	bowl	a bowl of cheese-scrambled eggs	Melted cheese stretches between folds of tender scrambled egg.	It is salty, creamy, and deeply satisfying.	egg	Rich	Fresh	Good	260	1.16	RegionalOldWorld
preindustrial_food_onion_scrambled_eggs	Shared	Prepared	Egg	bowl	a bowl of onion-scrambled eggs	Sweet softened onion pieces mingle with moist egg curds.	Caramelised allium deepens their savour.	egg	Standard	Fresh	Good	260	0.92	Universal
preindustrial_food_mushroom_scrambled_eggs	Shared	Prepared	Egg	bowl	a bowl of mushroom-scrambled eggs	Browned mushrooms fold through softly scrambled golden eggs.	Woodland earthiness complements the creamy curds.	egg	Rich	Fresh	Good	270	1.12	RegionalOldWorld
preindustrial_food_plain_folded_omelette	Shared	Prepared	Egg	omelette	a plain folded omelette	A golden egg sheet folds neatly around a tender centre.	It tastes buttery, delicate, and lightly browned.	egg	Standard	Fresh	Good	240	0.86	Universal
preindustrial_food_herb_omelette	Shared	Prepared	Egg	omelette	a fresh-herb omelette	Green flecks pattern a plump, softly folded omelette.	Garden fragrance lifts its rich egg flavour.	egg	Standard	Fresh	Good	250	0.96	Universal
preindustrial_food_cheese_omelette	Shared	Prepared	Egg	omelette	a cheese-filled omelette	Melted cheese spills from the seam of folded egg.	Salty creaminess fills the tender golden wrapper.	egg	Rich	Fresh	Good	280	1.18	RegionalOldWorld
preindustrial_food_greens_omelette	Shared	Prepared	Egg	omelette	a greens-filled omelette	Dark leafy greens form a stripe inside folded egg.	Mineral freshness offsets the buttery exterior.	egg	Hearty	Fresh	Good	290	1.02	Universal
preindustrial_food_mushroom_omelette	Shared	Prepared	Egg	omelette	a mushroom-filled omelette	Browned mushrooms fill a softly set golden egg fold.	Their earthy juices enrich the mild egg.	egg	Rich	Fresh	Good	290	1.16	RegionalOldWorld
preindustrial_food_meat_omelette	Shared	Prepared	Egg	omelette	a meat-filled omelette	Seasoned minced meat bulges within a thick egg wrapper.	Deep savour meets the soft, rich egg.	egg	Rich	Fresh	Good	320	1.32	Universal
preindustrial_food_fish_omelette	Shared	Prepared	Egg	omelette	a fish-filled omelette	Flaked cooked fish fills a delicate folded omelette.	Briny sweetness complements the creamy yolk.	egg	Rich	Fresh	Good	310	1.30	MaritimeTrade
preindustrial_food_baked_egg_dish	Shared	Prepared	Egg	dish	a dish of baked eggs	Several eggs have set together in a shallow earthen dish.	Browned edges surround tender, rich centres.	egg	Standard	Cooked	Good	320	0.98	Universal
preindustrial_food_eggs_baked_in_cream	Shared	Prepared	Egg	dish	a dish of cream-baked eggs	Eggs sit softly set beneath bubbling golden cream.	The dish tastes lush, buttery, and delicate.	egg	Rich	Cooked	Good	340	1.28	RegionalOldWorld
preindustrial_food_eggs_baked_with_cheese	Shared	Prepared	Egg	dish	a dish of cheese-baked eggs	A blistered cheese crust covers softly baked eggs.	Salty browning gives way to creamy yolk.	egg	Rich	Cooked	Good	350	1.32	RegionalOldWorld
preindustrial_food_eggs_baked_with_greens	Shared	Prepared	Egg	dish	a dish of eggs baked with greens	Dark greens cradle eggs set gently in an earthen pan.	Vegetal bitterness balances their rich centres.	egg	Hearty	Cooked	Good	360	1.08	Universal
preindustrial_food_eggs_baked_with_meat	Shared	Prepared	Egg	dish	a dish of eggs baked with meat	Browned meat pieces surround eggs beneath a crisp surface.	The dish is deeply savoury and yolk-rich.	egg	Rich	Cooked	Good	380	1.38	Universal
preindustrial_food_savoury_egg_custard	Shared	Prepared	Egg	custard	a savoury steamed egg custard	Steamed egg trembles smoothly beneath a little clear broth.	It tastes silky, mild, and gently savoury.	egg	Standard	Fresh	Good	300	0.98	EastAsian
preindustrial_food_herbed_egg_custard	Shared	Prepared	Egg	custard	an herb-flecked egg custard	Fine green leaves float within a softly set golden custard.	Fresh herbs brighten the delicate egg.	egg	Standard	Fresh	Good	300	1.06	Universal
preindustrial_food_meat_egg_custard	Shared	Prepared	Egg	custard	a meat-studded egg custard	Small savoury meat morsels dot a quivering egg custard.	Their rich juices punctuate the silky base.	egg	Rich	Fresh	Good	330	1.24	EastAsian
preindustrial_food_fish_egg_custard	Shared	Prepared	Egg	custard	a fish-studded egg custard	White fish flakes rest within a smooth steamed custard.	Delicate brine seasons the rich egg.	egg	Rich	Fresh	Good	330	1.26	EastAsian
preindustrial_food_plain_sweet_custard	Shared	Prepared	Sweet	bowl	a bowl of sweet egg custard	A pale golden custard holds a smooth, barely set surface.	It tastes milky, egg-rich, and gently sweet.	egg	Sweet	Fresh	Good	280	1.08	RegionalOldWorld
preindustrial_food_honey_custard	Shared	Prepared	Sweet	bowl	a bowl of honey custard	Amber honey gives this smooth egg custard a warm glow.	Floral sweetness enriches the creamy base.	egg	Rich	Fresh	Good	280	1.22	RegionalOldWorld
preindustrial_food_spiced_custard	Shared	Prepared	Sweet	bowl	a bowl of spiced custard	Aromatic brown spice dusts the top of golden custard.	Warm fragrance follows its silky sweetness.	egg	Rich	Fresh	Good	280	1.26	MaritimeTrade
preindustrial_food_fruit_custard	Shared	Prepared	Sweet	dish	a dish of fruit custard	Soft fruit pieces sit beneath a blanket of set custard.	Tart juice cuts through creamy sweetness.	egg	Rich	Fresh	Good	340	1.30	Universal
preindustrial_food_nut_custard	Shared	Prepared	Sweet	dish	a dish of nut custard	Chopped toasted nuts cover a softly baked egg custard.	Crunch and roasted richness deepen the sweet cream.	egg	Rich	Fresh	Good	310	1.34	RegionalOldWorld
preindustrial_food_rosewater_custard	Shared	Prepared	Sweet	custard	a rose-scented custard	A floral perfume rises from this refined pale custard.	Rosewater lends elegance to its eggy sweetness.	egg	Feast	Fresh	VeryGood	280	1.72	Islamicate
preindustrial_food_saffron_custard	Shared	Prepared	Sweet	custard	a saffron-gold custard	Fine saffron threads glow within a richly set custard.	It tastes floral, buttery, and luxurious.	egg	Feast	Fresh	VeryGood	280	1.88	Islamicate
preindustrial_food_bread_egg_pudding	Shared	Prepared	Egg	pudding	a savoury bread-and-egg pudding	Torn bread and egg bake into a moist, browned pudding.	The crumb tastes custardy and richly savoury.	bread	Hearty	Cooked	Good	400	1.00	RegionalOldWorld
