stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
preindustrial_food_fig_gruel	Shared	Prepared	Porridge	bowl	a bowl of fig gruel	Chopped dried figs stud a dense porridge with amber seeds.	Concentrated fruit sweetness mingles with a faint earthy crunch.	food	Rich	Cooked	Good	420	1.30	RegionalOldWorld
preindustrial_food_date_gruel	Shared	Prepared	Porridge	bowl	a bowl of date gruel	Softened date flesh has melted in dark ribbons through the grain.	Caramel-like sweetness richly coats the mellow porridge.	food	Rich	Cooked	Good	420	1.35	Islamicate
preindustrial_food_raisin_gruel	Shared	Prepared	Porridge	bowl	a bowl of raisin gruel	Plumped raisins sit like dark jewels among swollen pale kernels.	Bursts of winey sweetness punctuate the soft grain.	food	Standard	Cooked	Good	420	1.05	RegionalOldWorld
preindustrial_food_berry_gruel	Shared	Prepared	Porridge	bowl	a bowl of berry gruel	Crushed woodland berries stain this porridge a mottled crimson.	Sharp berry juice balances the comforting cereal blandness.	food	Standard	Cooked	Good	430	0.92	Universal
preindustrial_food_spiced_gruel	Shared	Prepared	Porridge	bowl	a bowl of spiced gruel	Fragrant ground spices dust the glossy surface of fine gruel.	Warm aromatic notes linger after its smooth grain sweetness.	food	Standard	Cooked	Good	410	1.10	MaritimeTrade
preindustrial_food_peppered_gruel	Shared	Prepared	Porridge	bowl	a bowl of peppered gruel	Black pepper flecks stand out in this savoury, broth-loosened gruel.	A brisk pepper heat wakes the mild grain and broth.	food	Standard	Cooked	Good	430	1.08	MaritimeTrade
preindustrial_food_saffron_gruel	Shared	Prepared	Porridge	bowl	a bowl of saffron gruel	Fine saffron threads tint this silken porridge a luminous yellow.	It is floral, hay-sweet, and delicately rich.	food	Rich	Cooked	VeryGood	400	2.40	Islamicate
preindustrial_food_egg_gruel	Shared	Prepared	Porridge	bowl	a bowl of egg-thickened gruel	Beaten egg has set into tender golden wisps throughout the porridge.	Egg richness gives the grain a soft savoury fullness.	food	Rich	Cooked	Good	440	1.15	Universal
preindustrial_food_cheese_gruel	Shared	Prepared	Porridge	bowl	a bowl of cheese gruel	Crumbled cheese melts unevenly into a stout bowl of grain.	Salty dairy tang clings to the thick, yielding spoonfuls.	food	Rich	Cooked	Good	440	1.28	RegionalOldWorld
preindustrial_food_curd_gruel	Shared	Prepared	Porridge	bowl	a bowl of curdled gruel	Fresh white curds float amid warm grains and thin whey.	It tastes cleanly sour, milky, and gently cereal-like.	food	Standard	Cooked	Good	450	0.92	RegionalOldWorld
preindustrial_food_meat_scrap_gruel	Shared	Prepared	Porridge	bowl	a bowl of scrap-meat gruel	Small browned meat scraps hide beneath the surface of thick grain gruel.	Occasional savoury bites reward an otherwise plain porridge.	food	Hearty	Cooked	Standard	470	0.88	Universal
preindustrial_food_blood_gruel	Shared	Prepared	Porridge	bowl	a bowl of dark blood gruel	Fresh blood has set the coarse grain into a dark, iron-red mass.	It is mineral-rich, savoury, and faintly metallic.	food	Hearty	Cooked	Standard	450	0.62	RegionalOldWorld
preindustrial_food_liver_gruel	Shared	Prepared	Porridge	bowl	a bowl of liver gruel	Minced liver gives this thick porridge a deep brown colour.	Strong iron and organ-meat flavours dominate the grain.	food	Hearty	Cooked	Standard	450	0.72	RegionalOldWorld
preindustrial_food_marrow_gruel	Shared	Prepared	Porridge	bowl	a bowl of marrow gruel	Melted marrow shines in pearly beads across slow-cooked grain.	The porridge is unctuous, beefy, and softly salted.	food	Rich	Cooked	Good	430	1.35	Universal
preindustrial_food_smoked_fish_gruel	Shared	Prepared	Porridge	bowl	a bowl of smoked-fish gruel	Flaked smoked fish darkens the top of a dense cereal bowl.	Woodsmoke and salt run boldly through the gentle grain.	food	Hearty	Cooked	Standard	450	0.95	MaritimeTrade
preindustrial_food_shellfish_gruel	Shared	Prepared	Porridge	bowl	a bowl of shellfish gruel	Small shellfish meats curl among grains cooked in their liquor.	It tastes briny, sweet, and pleasantly mineral.	food	Rich	Cooked	Good	440	1.42	MaritimeTrade
preindustrial_food_barley_porridge	Shared	Prepared	Porridge	bowl	a bowl of barley porridge	Pearly barley kernels crowd a deep bowl, swollen but still distinct.	Each kernel is chewy, nutty, and gently salted.	barley	Staple	Cooked	Standard	460	0.52	RegionalOldWorld
preindustrial_food_oat_porridge	Shared	Prepared	Porridge	bowl	a bowl of oat porridge	Rolled and broken oats make a thick, cream-coloured porridge.	It is softly nutty with a soothing, creamy texture.	oat	Staple	Cooked	Standard	440	0.50	European
preindustrial_food_rye_porridge	Shared	Prepared	Porridge	bowl	a bowl of rye porridge	Dark rye meal forms a dense porridge with a faint violet cast.	Robust grain sourness gives it a long, earthy finish.	rye	Staple	Cooked	Standard	450	0.48	European
preindustrial_food_wheat_porridge	Shared	Prepared	Porridge	bowl	a bowl of wheat porridge	Cracked wheat has opened into plump golden grains in this bowl.	The taste is mellow, wheaten, and lightly toasted.	wheat	Staple	Cooked	Standard	450	0.56	RegionalOldWorld
preindustrial_food_millet_porridge	Shared	Prepared	Porridge	bowl	a bowl of millet porridge	Tiny yellow millet grains make a fluffy yet cohesive porridge.	It tastes delicate and grassy with a dry, nutty close.	millet	Staple	Cooked	Standard	440	0.46	RegionalOldWorld
preindustrial_food_sorghum_porridge	Shared	Prepared	Porridge	bowl	a bowl of sorghum porridge	Reddish sorghum meal has cooked into a firm, glossy porridge.	Its flavour is earthy, faintly sweet, and pleasantly mineral.	sorghum	Staple	Cooked	Standard	450	0.44	SubSaharanAfrican
preindustrial_food_rice_porridge	Shared	Prepared	Porridge	bowl	a bowl of soft rice porridge	White rice has burst into a loose and silken porridge.	It tastes clean, starchy, and quietly comforting.	rice	Standard	Cooked	Standard	460	0.58	EastAsian
preindustrial_food_brown_rice_porridge	Shared	Prepared	Porridge	bowl	a bowl of brown rice porridge	Tan rice grains remain visible in this softly simmered bowl.	Bran gives the porridge a nutty chew and earthy finish.	rice	Staple	Cooked	Standard	460	0.54	EastAsian
preindustrial_food_red_rice_porridge	Shared	Prepared	Porridge	bowl	a bowl of red rice porridge	Russet grains colour this substantial porridge a warm brick-red.	It offers a hearty chew and deep, toasted grain flavour.	rice	Staple	Cooked	Good	450	0.68	SouthAsian
preindustrial_food_black_rice_porridge	Shared	Prepared	Porridge	bowl	a bowl of black rice porridge	Ink-dark rice has bled violet around the edges of this bowl.	It is fragrant, nutty, and subtly sweet.	rice	Standard	Cooked	Good	440	0.92	EastAsian
preindustrial_food_maize_porridge	Shared	Prepared	Porridge	bowl	a bowl of maize porridge	Coarse yellow maize meal stands in soft ridges around the spoon.	Sweet corn flavour carries a faint toasted roughness.	corn	Staple	Cooked	Standard	450	0.42	IndigenousAmerican
preindustrial_food_blue_maize_porridge	Shared	Prepared	Porridge	bowl	a bowl of blue maize porridge	Blue-grey maize meal makes a striking, firmly cooked bowlful.	It tastes deeply corny, mineral, and lightly smoky.	corn	Staple	Cooked	Good	440	0.58	Mesoamerican
preindustrial_food_nixtamal_porridge	Shared	Prepared	Porridge	bowl	a bowl of lime-treated maize porridge	Alkali-treated maize has become a fragrant, pale-gold porridge.	Its rounded corn flavour carries a clean mineral note.	corn	Staple	Cooked	Good	450	0.62	Mesoamerican
preindustrial_food_mixed_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of mixed-grain porridge	Several sizes and colours of grain mingle in this practical porridge.	Every spoonful shifts between chewy, nutty, and softly starchy.	food	Staple	Cooked	Standard	460	0.60	Universal
preindustrial_food_sprouted_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of sprouted-grain porridge	Short pale sprouts curl from kernels simmered until tender.	The grain tastes fresh, malty, and faintly grassy.	food	Standard	Cooked	Good	440	0.70	Universal
preindustrial_food_green_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of green-grain porridge	Young harvested grain gives this porridge an olive-gold hue.	It is grassy and smoky with a tender, milky centre.	wheat	Standard	Cooked	Good	440	0.78	Islamicate
preindustrial_food_roasted_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of roasted-grain porridge	Pre-roasted kernels lend dark speckles and fragrance to this porridge.	It tastes biscuit-like, nutty, and warmly scorched.	food	Staple	Cooked	Good	450	0.68	Universal
preindustrial_food_cracked_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of cracked-grain porridge	Jagged pieces of grain remain pleasantly coarse after slow boiling.	The robust kernels give a chewy, clean cereal taste.	food	Staple	Cooked	Standard	460	0.54	Universal
preindustrial_food_stoneground_porridge	Shared	Prepared	Porridge	bowl	a bowl of stoneground porridge	Uneven stoneground meal gives this thick porridge a rustic texture.	It tastes full of bran, toasted dust, and grain sweetness.	food	Staple	Cooked	Standard	450	0.50	Universal
preindustrial_food_sieved_porridge	Shared	Prepared	Porridge	bowl	a bowl of fine sieved porridge	Carefully sifted meal has cooked into an unusually smooth pale porridge.	The silken spoonful is delicate, mild, and gently sweet.	food	Standard	Cooked	Good	420	0.76	Universal
preindustrial_food_lumpy_porridge	Shared	Prepared	Porridge	bowl	a bowl of lumpy porridge	Soft meal clumps sit stubbornly in this hastily stirred porridge.	It alternates between watery patches and dense floury lumps.	food	BleakSolid	Cooked	Poor	450	0.26	Universal
preindustrial_food_scorched_porridge	Shared	Prepared	Porridge	bowl	a bowl of scorched porridge	Brown scrapings from the pot bottom streak this overcooked porridge.	Smoke and bitter char overwhelm much of the grain.	food	BleakSolid	Cooked	Poor	430	0.20	Universal
preindustrial_food_cold_set_porridge	Shared	Prepared	Porridge	slab	a slab of cold-set porridge	Yesterday's porridge has firmed into a neat, sliceable slab.	It is dense and muted, with a cool cereal chew.	food	BleakSolid	Cooked	Substandard	300	0.24	Universal
preindustrial_food_fried_porridge_slice	Shared	Prepared	Porridge	slice	a fried slice of porridge	A firm porridge slice bears a crisp brown crust from the pan.	The outside is toasted and savoury around a soft centre.	food	Standard	Cooked	Standard	260	0.48	Universal
preindustrial_food_griddled_porridge_round	Shared	Prepared	Porridge	round	a griddled porridge round	Leftover porridge has been patted round and browned on a hot stone.	It tastes crisp-edged, grainy, and faintly smoky.	food	Standard	Cooked	Standard	240	0.45	Universal
preindustrial_food_baked_porridge	Shared	Prepared	Porridge	dish	a dish of baked porridge	A shallow earthen dish holds porridge beneath a dry golden skin.	The crust tastes toasted above a moist, yielding middle.	food	Standard	Cooked	Standard	380	0.62	Universal
preindustrial_food_steamed_grain_pudding	Shared	Prepared	Porridge	pudding	a steamed savoury grain pudding	Finely ground grain has steamed into a quivering, neatly moulded pudding.	It is mild and moist with a clean cereal aroma.	food	Standard	Cooked	Good	360	0.72	RegionalOldWorld
preindustrial_food_fat_enriched_porridge	Shared	Prepared	Porridge	bowl	a bowl of fat-enriched porridge	A generous spoon of rendered fat gives this porridge a glossy weight.	It is rich, savoury, and warmly coats the mouth.	food	Rich	Cooked	Good	440	1.02	Universal
preindustrial_food_cream_porridge	Shared	Prepared	Porridge	bowl	a bowl of cream porridge	Thick cream pales this smooth porridge and gathers at its rim.	Lush dairy sweetness makes the grain taste almost buttery.	food	Rich	Cooked	Good	420	1.40	European
preindustrial_food_nut_milk_porridge	Shared	Prepared	Porridge	bowl	a bowl of nut-milk porridge	Strained nut milk gives this fine porridge a velvety beige body.	It tastes mellow, fragrant, and delicately almond-like.	food	Rich	Cooked	Good	420	1.48	RegionalOldWorld
preindustrial_food_coconut_porridge	Shared	Prepared	Porridge	bowl	a bowl of coconut porridge	Coconut milk shines around tender grains in this pale tropical bowl.	It is creamy, sweetly fragrant, and softly oily.	rice	Rich	Cooked	Good	430	1.35	SouthAsian
preindustrial_food_palm_oil_porridge	Shared	Prepared	Porridge	bowl	a bowl of red-oil porridge	Red palm oil swirls brightly through a firm grain porridge.	It tastes earthy, fruity, and richly savoury.	sorghum	Rich	Cooked	Good	440	1.10	SubSaharanAfrican
preindustrial_food_sesame_honey_porridge	Shared	Prepared	Porridge	bowl	a bowl of sesame-honey porridge	Honey and crushed sesame make the grain glossy and tan.	Sweet flowers and toasted seeds share a lingering finish.	food	Rich	Cooked	Good	410	1.62	Islamicate
preindustrial_food_fruit_nut_porridge	Shared	Prepared	Porridge	bowl	a bowl of fruit-and-nut porridge	Dried fruit and chopped nuts crowd this luxurious grain porridge.	Chewy sweetness and roasted crunch enrich every spoonful.	food	Rich	Cooked	VeryGood	430	1.80	RegionalOldWorld
preindustrial_food_meat_porridge	Shared	Prepared	Porridge	bowl	a bowl of meat porridge	Tender shreds of simmered meat are folded generously through the grain.	It is deeply savoury, filling, and rich with broth.	food	Rich	Cooked	Good	480	1.55	Universal
preindustrial_food_fowl_porridge	Shared	Prepared	Porridge	bowl	a bowl of fowl porridge	Pale fowl meat and yellow fat sit among very soft grains.	The gentle poultry broth tastes clean, salty, and sustaining.	rice	Hearty	Cooked	Good	470	1.35	EastAsian
preindustrial_food_fish_porridge	Shared	Prepared	Porridge	bowl	a bowl of fish porridge	White fish flakes and fresh herbs top a loose grain porridge.	It combines delicate brine with warm, soothing starch.	rice	Hearty	Cooked	Good	460	1.32	MaritimeTrade
preindustrial_food_egg_ribbon_porridge	Shared	Prepared	Porridge	bowl	a bowl of egg-ribbon porridge	Yellow ribbons of egg curl across creamy, slow-burst grain.	Silky egg lends a savoury richness without heaviness.	rice	Rich	Cooked	Good	450	1.28	EastAsian
preindustrial_food_mushroom_herb_porridge	Shared	Prepared	Porridge	bowl	a bowl of mushroom-herb porridge	Browned mushrooms and green herbs crown a darkly savoury porridge.	It tastes woodsy, fresh, and rounded by cooked grain.	food	Hearty	Cooked	Good	450	1.12	RegionalOldWorld
preindustrial_food_root_porridge	Shared	Prepared	Porridge	bowl	a bowl of root-studded porridge	Diced roots show orange, white, and gold through thick grain.	Earthy sweetness meets the quiet nuttiness of the cereal.	food	Hearty	Cooked	Standard	480	0.78	Universal
preindustrial_food_pulse_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of pulse-and-grain porridge	Whole pulses and cracked grain make a varied, substantial bowl.	It is earthy, chewy, and satisfyingly savoury.	food	Hearty	Cooked	Standard	490	0.72	Universal
preindustrial_food_green_pea_porridge	Shared	Prepared	Porridge	bowl	a bowl of green pea porridge	Fresh peas dot the pale grain with bright, softened green.	Sweet pea bursts lighten the creamy cereal base.	food	Hearty	Cooked	Good	460	0.86	RegionalOldWorld
preindustrial_food_chickpea_porridge	Shared	Prepared	Porridge	bowl	a bowl of chickpea porridge	Crushed chickpeas give this grain porridge a golden, substantial body.	It tastes nutty, earthy, and warmly spiced.	food	Hearty	Cooked	Standard	470	0.80	Islamicate
preindustrial_food_fava_porridge	Shared	Prepared	Porridge	bowl	a bowl of fava porridge	Soft fava beans have been folded through a coarse cereal mash.	Broad bean bitterness makes the dish robust and savoury.	food	Hearty	Cooked	Standard	480	0.66	RegionalOldWorld
preindustrial_food_sour_milk_porridge	Shared	Prepared	Porridge	bowl	a bowl of sour-milk porridge	Cultured milk leaves a clean white tang through warm grain.	The creamy mouthful finishes tart and lightly yeasty.	food	Standard	Cooked	Good	440	0.82	RegionalOldWorld
preindustrial_food_yogurt_porridge	Shared	Prepared	Porridge	bowl	a bowl of yogurt porridge	A swirl of thick yogurt cools the centre of savoury porridge.	Warm grain and sharp cultured dairy meet in contrast.	food	Rich	Cooked	Good	440	1.08	Islamicate
preindustrial_food_fresh_cheese_porridge	Shared	Prepared	Porridge	bowl	a bowl of fresh-cheese porridge	Soft curd cheese lies in white pockets through the thick grain.	It is milky, gently salted, and pleasantly substantial.	food	Rich	Cooked	Good	450	1.18	RegionalOldWorld
preindustrial_food_aged_cheese_porridge	Shared	Prepared	Porridge	bowl	a bowl of aged-cheese porridge	Sharp aged cheese has melted into golden threads over the porridge.	Salty, pungent dairy commands the mild cereal underneath.	food	Rich	Cooked	VeryGood	440	1.52	European
preindustrial_food_cinnamon_porridge	Shared	Prepared	Porridge	bowl	a bowl of cinnamon porridge	Fine brown spice circles a steaming bowl of creamy grain.	Sweet woody warmth lingers long after the soft mouthful.	food	Standard	Cooked	Good	410	1.18	MaritimeTrade
preindustrial_food_ginger_porridge	Shared	Prepared	Porridge	bowl	a bowl of ginger porridge	Grated ginger threads glint among the tender cooked kernels.	A bright, warming sting cuts through the starchy softness.	food	Standard	Cooked	Good	420	1.10	MaritimeTrade
preindustrial_food_anise_porridge	Shared	Prepared	Porridge	bowl	a bowl of anise porridge	Crushed anise seeds perfume a smooth and lightly sweetened porridge.	Liquorice fragrance rises above its mild cereal taste.	food	Standard	Cooked	Good	410	1.04	RegionalOldWorld
preindustrial_food_rosewater_porridge	Shared	Prepared	Porridge	bowl	a bowl of rosewater porridge	A faint floral perfume rises from this refined pale porridge.	Rosewater lends an elegant sweetness to the silken grain.	food	Rich	Cooked	VeryGood	400	1.75	Islamicate
preindustrial_food_saffron_almond_porridge	Shared	Prepared	Porridge	bowl	a bowl of saffron-almond porridge	Golden saffron grain bears a generous scattering of pale almonds.	It is floral, buttery, and richly nutty.	food	Feast	Cooked	VeryGood	430	2.65	Islamicate
preindustrial_food_savoury_spice_porridge	Shared	Prepared	Porridge	bowl	a bowl of savoury spiced porridge	Several ground spices colour the broth-cooked grain a warm brown.	It is aromatic and peppery with a deep savoury base.	food	Hearty	Cooked	Good	450	1.20	SouthAsian
preindustrial_food_tamarind_porridge	Shared	Prepared	Porridge	bowl	a bowl of tamarind porridge	Tamarind pulp gives this soft grain a glossy russet tint.	Fruity sourness and gentle sweetness enliven the porridge.	food	Standard	Cooked	Good	440	1.02	SouthAsian
preindustrial_food_fermented_grain_porridge	Shared	Prepared	Porridge	bowl	a bowl of fermented porridge	Fermented grain bubbles faintly beneath this freshly cooked surface.	It tastes lively, sour, and subtly bread-like.	food	Standard	Fermented	Standard	440	0.58	Universal
preindustrial_food_beer_mash_porridge	Shared	Prepared	Porridge	bowl	a bowl of brewer's mash porridge	Spent malt and fresh meal make a coarse brown household porridge.	It is husky and malty with a faint brewing bitterness.	barley	BleakSolid	Cooked	Substandard	460	0.30	RegionalOldWorld
preindustrial_food_wine_must_porridge	Shared	Prepared	Porridge	bowl	a bowl of must-sweetened porridge	Fresh grape must stains the grain purple around plumped skins.	It is fruity, vinous, and agreeably tart.	food	Standard	Cooked	Good	430	1.06	European
preindustrial_food_molasses_porridge	Shared	Prepared	Porridge	bowl	a bowl of molasses porridge	Dark syrup ribbons make this thick porridge shine nearly brown.	It tastes bittersweet, mineral, and deeply caramelised.	food	Rich	Cooked	Good	420	1.42	SugarTrade
preindustrial_food_maple_porridge	Shared	Prepared	Porridge	bowl	a bowl of maple-sweet porridge	Tree syrup gives the grain a warm amber glaze.	Woodland sweetness carries notes of smoke and caramel.	corn	Rich	Cooked	Good	420	1.30	IndigenousAmerican
preindustrial_food_cacao_maize_porridge	Shared	Prepared	Porridge	bowl	a bowl of cacao maize porridge	Ground cacao darkens a smooth maize porridge to reddish brown.	Bitter chocolate and sweet corn make a sombre richness.	corn	Rich	Cooked	Good	430	1.55	CacaoTrade
