StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_office_school_mail_payment_0011_plain_satchel	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	satchel	a plain mild steel satchel for domestic administration	This plain satchel is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1164	1	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: plain/satchel/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0012_plain_register	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	register	a plain leather register for domestic administration	This plain register is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1201	2	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: plain/register/domestic/leather; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0013_reinforced_wastepaper	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	wastepaper	a reinforced paper wastepaper for domestic administration	This reinforced wastepaper is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1238	5	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/wastepaper/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0014_reinforced_ledger	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	ledger	a reinforced oak ledger for domestic administration	This reinforced ledger is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1275	10	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/ledger/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0015_reinforced_notebook	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	notebook	a reinforced mild steel notebook for domestic administration	This reinforced notebook is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1312	20	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_office_school_mail_payment_0001_plain_wastepaper	industrial_household	Authored Office, school, mail and payment matrix: reinforced/notebook/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_office_school_mail_payment_0016_reinforced_envelope	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	envelope	a reinforced leather envelope for domestic administration	This reinforced envelope is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1349	50	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/envelope/domestic/leather; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0017_reinforced_folder	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	folder	a reinforced paper folder for domestic administration	This reinforced folder is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1386	100	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/folder/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0018_reinforced_stamp	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	stamp	a reinforced oak stamp for domestic administration	This reinforced stamp is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1423	200	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/stamp/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0019_reinforced_tray	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	tray	a reinforced mild steel tray for domestic administration	This reinforced tray is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1460	500	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/tray/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0020_reinforced_ruler	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	ruler	a reinforced leather ruler for domestic administration	This reinforced ruler is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1497	1	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable	paper:office	portable		0		industrialised_office_school_mail_payment_0001_plain_wastepaper	industrial_household	Authored Office, school, mail and payment matrix: reinforced/ruler/domestic/leather; priced by industrial_household analogue.	true	salvage
industrialised_office_school_mail_payment_0021_reinforced_pen	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	pen	a reinforced paper pen for domestic administration	This reinforced pen is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1534	2	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/pen/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0022_reinforced_pencil	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	pencil	a reinforced oak pencil for domestic administration	This reinforced pencil is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1571	5	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/pencil/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0023_reinforced_satchel	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	satchel	a reinforced mild steel satchel for domestic administration	This reinforced satchel is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1608	10	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/satchel/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0024_reinforced_register	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	register	a reinforced leather register for domestic administration	This reinforced register is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1645	20	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: reinforced/register/domestic/leather; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0025_compact_wastepaper	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	wastepaper	a compact paper wastepaper for domestic administration	This compact wastepaper is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1682	50	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_office_school_mail_payment_0001_plain_wastepaper	industrial_household	Authored Office, school, mail and payment matrix: compact/wastepaper/domestic/paper; priced by industrial_household analogue.	true	salvage
industrialised_office_school_mail_payment_0026_compact_ledger	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	ledger	a compact oak ledger for domestic administration	This compact ledger is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1719	100	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/ledger/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0027_compact_notebook	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	notebook	a compact mild steel notebook for domestic administration	This compact notebook is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1756	200	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/notebook/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0028_compact_envelope	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	envelope	a compact leather envelope for domestic administration	This compact envelope is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1793	500	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/envelope/domestic/leather; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0029_compact_folder	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	folder	a compact paper folder for domestic administration	This compact folder is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1830	1	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/folder/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0030_compact_stamp	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	stamp	a compact oak stamp for domestic administration	This compact stamp is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1867	2	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable	paper:office	portable		0		industrialised_office_school_mail_payment_0001_plain_wastepaper	industrial_household	Authored Office, school, mail and payment matrix: compact/stamp/domestic/oak; priced by industrial_household analogue.	true	salvage
industrialised_office_school_mail_payment_0031_compact_tray	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	tray	a compact mild steel tray for domestic administration	This compact tray is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1904	5	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/tray/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0032_compact_ruler	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	ruler	a compact leather ruler for domestic administration	This compact ruler is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1941	10	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/ruler/domestic/leather; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0033_compact_pen	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	pen	a compact paper pen for domestic administration	This compact pen is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1978	20	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/pen/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0034_compact_pencil	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	pencil	a compact oak pencil for domestic administration	This compact pencil is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2015	50	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/pencil/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0035_compact_satchel	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	satchel	a compact mild steel satchel for domestic administration	This compact satchel is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2052	100	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_office_school_mail_payment_0001_plain_wastepaper	industrial_household	Authored Office, school, mail and payment matrix: compact/satchel/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_office_school_mail_payment_0036_compact_register	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	register	a compact leather register for domestic administration	This compact register is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2089	200	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: compact/register/domestic/leather; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0037_heavy_duty_wastepaper	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	wastepaper	a heavy-duty paper wastepaper for domestic administration	This heavy-duty wastepaper is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2126	500	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/wastepaper/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0038_heavy_duty_ledger	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	ledger	a heavy-duty oak ledger for domestic administration	This heavy-duty ledger is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2163	1	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/ledger/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0039_heavy_duty_notebook	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	notebook	a heavy-duty mild steel notebook for domestic administration	This heavy-duty notebook is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2200	2	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/notebook/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0040_heavy_duty_envelope	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	envelope	a heavy-duty leather envelope for domestic administration	This heavy-duty envelope is formed chiefly from leather and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2237	5	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable	paper:office	portable		0		industrialised_office_school_mail_payment_0001_plain_wastepaper	industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/envelope/domestic/leather; priced by industrial_household analogue.	true	salvage
industrialised_office_school_mail_payment_0041_heavy_duty_folder	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	folder	a heavy-duty paper folder for domestic administration	This heavy-duty folder is formed chiefly from paper and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2274	10	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/folder/domestic/paper; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0042_heavy_duty_stamp	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	stamp	a heavy-duty oak stamp for domestic administration	This heavy-duty stamp is formed chiefly from oak and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2311	20	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/stamp/domestic/oak; priced by industrial_household analogue.	true	
industrialised_office_school_mail_payment_0043_heavy_duty_tray	shared-industrialised	Office, school, mail and payment	industrial;modern;nuclear;information	tray	a heavy-duty mild steel tray for domestic administration	This heavy-duty tray is formed chiefly from mild steel and proportioned for domestic administration. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2348	50	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Office, school, mail and payment matrix: heavy-duty/tray/domestic/mild steel; priced by industrial_household analogue.	true	
