StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_agriculture_forestry_fishing_0011_reinforced_scrap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	scrap	a reinforced mild steel scrap for domestic husbandry	This reinforced scrap is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2174	2	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/scrap/domestic/mild steel; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0012_reinforced_hoe	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	hoe	a reinforced oak hoe for domestic husbandry	This reinforced hoe is formed chiefly from oak and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2211	5	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/hoe/domestic/oak; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0013_reinforced_rake	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	rake	a reinforced cotton rake for domestic husbandry	This reinforced rake is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2248	10	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/rake/domestic/cotton; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0014_reinforced_fork	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	fork	a reinforced leather fork for domestic husbandry	This reinforced fork is formed chiefly from leather and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2285	20	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/fork/domestic/leather; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0015_reinforced_spade	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	spade	a reinforced mild steel spade for domestic husbandry	This reinforced spade is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2322	50	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_agriculture_forestry_fishing_0001_plain_scrap	industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/spade/domestic/mild steel; priced by industrial_tools analogue.	true	salvage
industrialised_agriculture_forestry_fishing_0016_reinforced_shears	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	shears	some reinforced oak shears for domestic husbandry	These reinforced shears are formed chiefly from oak and proportioned for domestic husbandry. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	2359	100	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/shears/domestic/oak; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0017_reinforced_net	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	net	a reinforced cotton net for domestic husbandry	This reinforced net is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2396	200	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/net/domestic/cotton; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0018_reinforced_trap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	trap	a reinforced leather trap for domestic husbandry	This reinforced trap is formed chiefly from leather and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2433	500	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/trap/domestic/leather; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0019_reinforced_basket	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	basket	a reinforced mild steel basket for domestic husbandry	This reinforced basket is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2470	1	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/basket/domestic/mild steel; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0020_reinforced_yoke	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	yoke	a reinforced oak yoke for domestic husbandry	This reinforced yoke is formed chiefly from oak and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2507	2	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_agriculture_forestry_fishing_0001_plain_scrap	industrial_tools	Authored Agriculture, forestry and fishing matrix: reinforced/yoke/domestic/oak; priced by industrial_tools analogue.	true	salvage
industrialised_agriculture_forestry_fishing_0021_compact_scrap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	scrap	a compact cotton scrap for domestic husbandry	This compact scrap is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2544	5	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/scrap/domestic/cotton; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0022_compact_hoe	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	hoe	a compact leather hoe for domestic husbandry	This compact hoe is formed chiefly from leather and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2581	10	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/hoe/domestic/leather; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0023_compact_rake	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	rake	a compact mild steel rake for domestic husbandry	This compact rake is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2618	20	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/rake/domestic/mild steel; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0024_compact_fork	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	fork	a compact oak fork for domestic husbandry	This compact fork is formed chiefly from oak and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2655	50	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/fork/domestic/oak; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0025_compact_spade	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	spade	a compact cotton spade for domestic husbandry	This compact spade is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2692	100	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_agriculture_forestry_fishing_0001_plain_scrap	industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/spade/domestic/cotton; priced by industrial_tools analogue.	true	salvage
industrialised_agriculture_forestry_fishing_0026_compact_shears	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	shears	some compact leather shears for domestic husbandry	These compact shears are formed chiefly from leather and proportioned for domestic husbandry. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	2729	200	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/shears/domestic/leather; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0027_compact_net	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	net	a compact mild steel net for domestic husbandry	This compact net is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2766	500	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/net/domestic/mild steel; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0028_compact_trap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	trap	a compact oak trap for domestic husbandry	This compact trap is formed chiefly from oak and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2803	1	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/trap/domestic/oak; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0029_compact_basket	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	basket	a compact cotton basket for domestic husbandry	This compact basket is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2840	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/basket/domestic/cotton; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0030_compact_yoke	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	yoke	a compact leather yoke for domestic husbandry	This compact yoke is formed chiefly from leather and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2877	5	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_agriculture_forestry_fishing_0001_plain_scrap	industrial_tools	Authored Agriculture, forestry and fishing matrix: compact/yoke/domestic/leather; priced by industrial_tools analogue.	true	salvage
industrialised_agriculture_forestry_fishing_0031_heavy_duty_scrap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	scrap	a heavy-duty mild steel scrap for domestic husbandry	This heavy-duty scrap is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2914	10	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/scrap/domestic/mild steel; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0032_heavy_duty_hoe	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	hoe	a heavy-duty oak hoe for domestic husbandry	This heavy-duty hoe is formed chiefly from oak and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2951	20	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/hoe/domestic/oak; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0033_heavy_duty_rake	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	rake	a heavy-duty cotton rake for domestic husbandry	This heavy-duty rake is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2988	50	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/rake/domestic/cotton; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0034_heavy_duty_fork	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	fork	a heavy-duty leather fork for domestic husbandry	This heavy-duty fork is formed chiefly from leather and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3025	100	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/fork/domestic/leather; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0035_heavy_duty_spade	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	spade	a heavy-duty mild steel spade for domestic husbandry	This heavy-duty spade is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3062	200	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_agriculture_forestry_fishing_0001_plain_scrap	industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/spade/domestic/mild steel; priced by industrial_tools analogue.	true	salvage
industrialised_agriculture_forestry_fishing_0036_heavy_duty_shears	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	shears	some heavy-duty oak shears for domestic husbandry	These heavy-duty shears are formed chiefly from oak and proportioned for domestic husbandry. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	3099	500	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/shears/domestic/oak; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0037_heavy_duty_net	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	net	a heavy-duty cotton net for domestic husbandry	This heavy-duty net is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3136	1	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/net/domestic/cotton; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0038_heavy_duty_trap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	trap	a heavy-duty leather trap for domestic husbandry	This heavy-duty trap is formed chiefly from leather and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3173	2	leather	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/trap/domestic/leather; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0039_heavy_duty_basket	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	basket	a heavy-duty mild steel basket for domestic husbandry	This heavy-duty basket is formed chiefly from mild steel and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3210	5	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/basket/domestic/mild steel; priced by industrial_tools analogue.	true	
industrialised_agriculture_forestry_fishing_0040_heavy_duty_yoke	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	yoke	a heavy-duty oak yoke for domestic husbandry	This heavy-duty yoke is formed chiefly from oak and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3247	10	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_agriculture_forestry_fishing_0001_plain_scrap	industrial_tools	Authored Agriculture, forestry and fishing matrix: heavy-duty/yoke/domestic/oak; priced by industrial_tools analogue.	true	salvage
industrialised_agriculture_forestry_fishing_0041_folding_scrap	shared-industrialised	Agriculture, forestry and fishing	industrial;modern;nuclear;information	scrap	a folding cotton scrap for domestic husbandry	This folding scrap is formed chiefly from cotton and proportioned for domestic husbandry. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3284	20	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_tools	Authored Agriculture, forestry and fishing matrix: folding/scrap/domestic/cotton; priced by industrial_tools analogue.	true	
