StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_cleaning_personal_care_0011_reinforced_waste	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	waste	a reinforced cotton waste for domestic hygiene	This reinforced waste is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1063	500	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/waste/domestic/cotton; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0012_reinforced_brush	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	brush	a reinforced mild steel brush for domestic hygiene	This reinforced brush is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1100	1	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/brush/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0013_reinforced_comb	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	comb	a reinforced ceramic comb for domestic hygiene	This reinforced comb is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1137	2	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/comb/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0014_reinforced_razor	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	razor	a reinforced oak razor for domestic hygiene	This reinforced razor is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1174	5	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/razor/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0015_reinforced_sponge	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	sponge	a reinforced cotton sponge for domestic hygiene	This reinforced sponge is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1211	10	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_cleaning_personal_care_0001_plain_waste	industrial_household	Authored Cleaning and personal care matrix: reinforced/sponge/domestic/cotton; priced by industrial_household analogue.	true	salvage
industrialised_cleaning_personal_care_0016_reinforced_cloth	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	cloth	a reinforced mild steel cloth for domestic hygiene	This reinforced cloth is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1248	20	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/cloth/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0017_reinforced_broom	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	broom	a reinforced ceramic broom for domestic hygiene	This reinforced broom is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1285	50	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/broom/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0018_reinforced_mop	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	mop	a reinforced oak mop for domestic hygiene	This reinforced mop is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1322	100	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/mop/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0019_reinforced_bucket	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	bucket	a reinforced cotton bucket for domestic hygiene	This reinforced bucket is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1359	200	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: reinforced/bucket/domestic/cotton; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0020_reinforced_soapdish	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	soapdish	a reinforced mild steel soapdish for domestic hygiene	This reinforced soapdish is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1396	500	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_cleaning_personal_care_0001_plain_waste	industrial_household	Authored Cleaning and personal care matrix: reinforced/soapdish/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_cleaning_personal_care_0021_compact_waste	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	waste	a compact ceramic waste for domestic hygiene	This compact waste is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1433	1	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/waste/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0022_compact_brush	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	brush	a compact oak brush for domestic hygiene	This compact brush is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1470	2	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/brush/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0023_compact_comb	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	comb	a compact cotton comb for domestic hygiene	This compact comb is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1507	5	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/comb/domestic/cotton; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0024_compact_razor	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	razor	a compact mild steel razor for domestic hygiene	This compact razor is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1544	10	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/razor/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0025_compact_sponge	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	sponge	a compact ceramic sponge for domestic hygiene	This compact sponge is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1581	20	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_cleaning_personal_care_0001_plain_waste	industrial_household	Authored Cleaning and personal care matrix: compact/sponge/domestic/ceramic; priced by industrial_household analogue.	true	salvage
industrialised_cleaning_personal_care_0026_compact_cloth	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	cloth	a compact oak cloth for domestic hygiene	This compact cloth is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1618	50	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/cloth/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0027_compact_broom	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	broom	a compact cotton broom for domestic hygiene	This compact broom is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1655	100	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/broom/domestic/cotton; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0028_compact_mop	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	mop	a compact mild steel mop for domestic hygiene	This compact mop is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1692	200	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/mop/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0029_compact_bucket	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	bucket	a compact ceramic bucket for domestic hygiene	This compact bucket is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1729	500	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: compact/bucket/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0030_compact_soapdish	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	soapdish	a compact oak soapdish for domestic hygiene	This compact soapdish is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1766	1	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_cleaning_personal_care_0001_plain_waste	industrial_household	Authored Cleaning and personal care matrix: compact/soapdish/domestic/oak; priced by industrial_household analogue.	true	salvage
industrialised_cleaning_personal_care_0031_heavy_duty_waste	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	waste	a heavy-duty cotton waste for domestic hygiene	This heavy-duty waste is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1803	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/waste/domestic/cotton; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0032_heavy_duty_brush	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	brush	a heavy-duty mild steel brush for domestic hygiene	This heavy-duty brush is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1840	5	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/brush/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0033_heavy_duty_comb	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	comb	a heavy-duty ceramic comb for domestic hygiene	This heavy-duty comb is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1877	10	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/comb/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0034_heavy_duty_razor	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	razor	a heavy-duty oak razor for domestic hygiene	This heavy-duty razor is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1914	20	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/razor/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0035_heavy_duty_sponge	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	sponge	a heavy-duty cotton sponge for domestic hygiene	This heavy-duty sponge is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1951	50	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_cleaning_personal_care_0001_plain_waste	industrial_household	Authored Cleaning and personal care matrix: heavy-duty/sponge/domestic/cotton; priced by industrial_household analogue.	true	salvage
industrialised_cleaning_personal_care_0036_heavy_duty_cloth	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	cloth	a heavy-duty mild steel cloth for domestic hygiene	This heavy-duty cloth is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1988	100	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/cloth/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0037_heavy_duty_broom	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	broom	a heavy-duty ceramic broom for domestic hygiene	This heavy-duty broom is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2025	200	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/broom/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0038_heavy_duty_mop	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	mop	a heavy-duty oak mop for domestic hygiene	This heavy-duty mop is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2062	500	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/mop/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0039_heavy_duty_bucket	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	bucket	a heavy-duty cotton bucket for domestic hygiene	This heavy-duty bucket is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2099	1	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: heavy-duty/bucket/domestic/cotton; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0040_heavy_duty_soapdish	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	soapdish	a heavy-duty mild steel soapdish for domestic hygiene	This heavy-duty soapdish is formed chiefly from mild steel and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2136	2	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_cleaning_personal_care_0001_plain_waste	industrial_household	Authored Cleaning and personal care matrix: heavy-duty/soapdish/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_cleaning_personal_care_0041_folding_waste	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	waste	a folding ceramic waste for domestic hygiene	This folding waste is formed chiefly from ceramic and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2173	5	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: folding/waste/domestic/ceramic; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0042_folding_brush	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	brush	a folding oak brush for domestic hygiene	This folding brush is formed chiefly from oak and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2210	10	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: folding/brush/domestic/oak; priced by industrial_household analogue.	true	
industrialised_cleaning_personal_care_0043_folding_comb	shared-industrialised	Cleaning and personal care	industrial;modern;nuclear;information	comb	a folding cotton comb for domestic hygiene	This folding comb is formed chiefly from cotton and proportioned for domestic hygiene. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2247	20	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Cleaning and personal care matrix: folding/comb/domestic/cotton; priced by industrial_household analogue.	true	
