StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_food_drink_packaged_0011_plain_cracker	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	cracker	a plain cotton cracker for domestic provisioning	This plain cracker is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	962	200	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: plain/cracker/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0012_plain_packet	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	packet	a plain ceramic packet for domestic provisioning	This plain packet is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	999	500	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: plain/packet/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0013_reinforced_crumbs	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	crumbs	some reinforced paper crumbs for domestic provisioning	These reinforced crumbs are formed chiefly from paper and proportioned for domestic provisioning. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	1036	1	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/crumbs/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0014_reinforced_biscuit	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	biscuit	a reinforced cotton biscuit for domestic provisioning	This reinforced biscuit is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1073	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/biscuit/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0015_reinforced_ration	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	ration	a reinforced ceramic ration for domestic provisioning	This reinforced ration is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1110	5	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_food_drink_packaged_0001_plain_crumbs	industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/ration/domestic/ceramic; priced by industrial_food analogue.	true	salvage
industrialised_food_drink_packaged_0016_reinforced_preserve	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	preserve	a reinforced paper preserve for domestic provisioning	This reinforced preserve is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1147	10	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/preserve/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0017_reinforced_loaf	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	loaf	a reinforced cotton loaf for domestic provisioning	This reinforced loaf is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1184	20	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/loaf/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0018_reinforced_cake	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	cake	a reinforced ceramic cake for domestic provisioning	This reinforced cake is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1221	50	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/cake/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0019_reinforced_pudding	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	pudding	a reinforced paper pudding for domestic provisioning	This reinforced pudding is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1258	100	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/pudding/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0020_reinforced_sausage	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	sausage	a reinforced cotton sausage for domestic provisioning	This reinforced sausage is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1295	200	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_food_drink_packaged_0001_plain_crumbs	industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/sausage/domestic/cotton; priced by industrial_food analogue.	true	salvage
industrialised_food_drink_packaged_0021_reinforced_pickle	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	pickle	a reinforced ceramic pickle for domestic provisioning	This reinforced pickle is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1332	500	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/pickle/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0022_reinforced_sweet	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	sweet	a reinforced paper sweet for domestic provisioning	This reinforced sweet is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1369	1	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/sweet/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0023_reinforced_cracker	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	cracker	a reinforced cotton cracker for domestic provisioning	This reinforced cracker is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1406	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/cracker/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0024_reinforced_packet	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	packet	a reinforced ceramic packet for domestic provisioning	This reinforced packet is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1443	5	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: reinforced/packet/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0025_compact_crumbs	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	crumbs	some compact paper crumbs for domestic provisioning	These compact crumbs are formed chiefly from paper and proportioned for domestic provisioning. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	1480	10	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_food_drink_packaged_0001_plain_crumbs	industrial_food	Authored Food, drink and packaged consumables matrix: compact/crumbs/domestic/paper; priced by industrial_food analogue.	true	salvage
industrialised_food_drink_packaged_0026_compact_biscuit	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	biscuit	a compact cotton biscuit for domestic provisioning	This compact biscuit is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1517	20	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/biscuit/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0027_compact_ration	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	ration	a compact ceramic ration for domestic provisioning	This compact ration is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1554	50	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/ration/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0028_compact_preserve	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	preserve	a compact paper preserve for domestic provisioning	This compact preserve is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1591	100	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/preserve/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0029_compact_loaf	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	loaf	a compact cotton loaf for domestic provisioning	This compact loaf is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1628	200	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/loaf/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0030_compact_cake	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	cake	a compact ceramic cake for domestic provisioning	This compact cake is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1665	500	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_food_drink_packaged_0001_plain_crumbs	industrial_food	Authored Food, drink and packaged consumables matrix: compact/cake/domestic/ceramic; priced by industrial_food analogue.	true	salvage
industrialised_food_drink_packaged_0031_compact_pudding	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	pudding	a compact paper pudding for domestic provisioning	This compact pudding is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1702	1	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/pudding/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0032_compact_sausage	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	sausage	a compact cotton sausage for domestic provisioning	This compact sausage is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1739	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/sausage/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0033_compact_pickle	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	pickle	a compact ceramic pickle for domestic provisioning	This compact pickle is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1776	5	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/pickle/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0034_compact_sweet	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	sweet	a compact paper sweet for domestic provisioning	This compact sweet is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1813	10	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/sweet/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0035_compact_cracker	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	cracker	a compact cotton cracker for domestic provisioning	This compact cracker is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1850	20	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_food_drink_packaged_0001_plain_crumbs	industrial_food	Authored Food, drink and packaged consumables matrix: compact/cracker/domestic/cotton; priced by industrial_food analogue.	true	salvage
industrialised_food_drink_packaged_0036_compact_packet	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	packet	a compact ceramic packet for domestic provisioning	This compact packet is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1887	50	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: compact/packet/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0037_heavy_duty_crumbs	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	crumbs	some heavy-duty paper crumbs for domestic provisioning	These heavy-duty crumbs are formed chiefly from paper and proportioned for domestic provisioning. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	1924	100	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: heavy-duty/crumbs/domestic/paper; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0038_heavy_duty_biscuit	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	biscuit	a heavy-duty cotton biscuit for domestic provisioning	This heavy-duty biscuit is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1961	200	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: heavy-duty/biscuit/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0039_heavy_duty_ration	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	ration	a heavy-duty ceramic ration for domestic provisioning	This heavy-duty ration is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1998	500	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: heavy-duty/ration/domestic/ceramic; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0040_heavy_duty_preserve	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	preserve	a heavy-duty paper preserve for domestic provisioning	This heavy-duty preserve is formed chiefly from paper and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2035	1	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_food_drink_packaged_0001_plain_crumbs	industrial_food	Authored Food, drink and packaged consumables matrix: heavy-duty/preserve/domestic/paper; priced by industrial_food analogue.	true	salvage
industrialised_food_drink_packaged_0041_heavy_duty_loaf	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	loaf	a heavy-duty cotton loaf for domestic provisioning	This heavy-duty loaf is formed chiefly from cotton and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2072	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: heavy-duty/loaf/domestic/cotton; priced by industrial_food analogue.	true	
industrialised_food_drink_packaged_0042_heavy_duty_cake	shared-industrialised	Food, drink and packaged consumables	industrial;modern;nuclear;information	cake	a heavy-duty ceramic cake for domestic provisioning	This heavy-duty cake is formed chiefly from ceramic and proportioned for domestic provisioning. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2109	5	ceramic	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_food	Authored Food, drink and packaged consumables matrix: heavy-duty/cake/domestic/ceramic; priced by industrial_food analogue.	true	
