StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_medical_mobility_0014_reinforced_crutch	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	crutch	a reinforced glass crutch for domestic care	This reinforced crutch is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1982	2	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: reinforced/crutch/domestic/glass; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0015_reinforced_stretcher	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	stretcher	a reinforced oak stretcher for domestic care	This reinforced stretcher is formed chiefly from oak and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2019	5	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_medical_mobility_0001_plain_waste	industrial_medical	Authored Medical and mobility matrix: reinforced/stretcher/domestic/oak; priced by industrial_medical analogue.	true	salvage
industrialised_medical_mobility_0016_reinforced_syringe	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	syringe	a reinforced cotton syringe for domestic care	This reinforced syringe is formed chiefly from cotton and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2056	10	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: reinforced/syringe/domestic/cotton; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0017_reinforced_forceps	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	forceps	some reinforced linen forceps for domestic care	These reinforced forceps are formed chiefly from linen and proportioned for domestic care. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	2093	20	linen	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: reinforced/forceps/domestic/linen; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0018_reinforced_thermometer	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	thermometer	a reinforced mild steel thermometer for domestic care	This reinforced thermometer is formed chiefly from mild steel and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2130	50	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: reinforced/thermometer/domestic/mild steel; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0019_reinforced_case	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	case	a reinforced glass case for domestic care	This reinforced case is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2167	100	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: reinforced/case/domestic/glass; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0020_reinforced_brace	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	brace	a reinforced oak brace for domestic care	This reinforced brace is formed chiefly from oak and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2204	200	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_medical_mobility_0001_plain_waste	industrial_medical	Authored Medical and mobility matrix: reinforced/brace/domestic/oak; priced by industrial_medical analogue.	true	salvage
industrialised_medical_mobility_0021_compact_waste	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	waste	a compact cotton waste for domestic care	This compact waste is formed chiefly from cotton and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2241	500	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/waste/domestic/cotton; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0022_compact_bandage	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	bandage	a compact linen bandage for domestic care	This compact bandage is formed chiefly from linen and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2278	1	linen	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/bandage/domestic/linen; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0023_compact_splint	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	splint	a compact mild steel splint for domestic care	This compact splint is formed chiefly from mild steel and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2315	2	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/splint/domestic/mild steel; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0024_compact_crutch	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	crutch	a compact glass crutch for domestic care	This compact crutch is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2352	5	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/crutch/domestic/glass; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0025_compact_stretcher	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	stretcher	a compact oak stretcher for domestic care	This compact stretcher is formed chiefly from oak and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2389	10	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_medical_mobility_0001_plain_waste	industrial_medical	Authored Medical and mobility matrix: compact/stretcher/domestic/oak; priced by industrial_medical analogue.	true	salvage
industrialised_medical_mobility_0026_compact_syringe	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	syringe	a compact cotton syringe for domestic care	This compact syringe is formed chiefly from cotton and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2426	20	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/syringe/domestic/cotton; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0027_compact_forceps	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	forceps	some compact linen forceps for domestic care	These compact forceps are formed chiefly from linen and proportioned for domestic care. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	2463	50	linen	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/forceps/domestic/linen; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0028_compact_thermometer	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	thermometer	a compact mild steel thermometer for domestic care	This compact thermometer is formed chiefly from mild steel and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2500	100	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/thermometer/domestic/mild steel; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0029_compact_case	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	case	a compact glass case for domestic care	This compact case is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2537	200	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: compact/case/domestic/glass; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0030_compact_brace	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	brace	a compact oak brace for domestic care	This compact brace is formed chiefly from oak and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2574	500	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_medical_mobility_0001_plain_waste	industrial_medical	Authored Medical and mobility matrix: compact/brace/domestic/oak; priced by industrial_medical analogue.	true	salvage
industrialised_medical_mobility_0031_heavy_duty_waste	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	waste	a heavy-duty cotton waste for domestic care	This heavy-duty waste is formed chiefly from cotton and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2611	1	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/waste/domestic/cotton; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0032_heavy_duty_bandage	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	bandage	a heavy-duty linen bandage for domestic care	This heavy-duty bandage is formed chiefly from linen and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2648	2	linen	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/bandage/domestic/linen; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0033_heavy_duty_splint	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	splint	a heavy-duty mild steel splint for domestic care	This heavy-duty splint is formed chiefly from mild steel and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2685	5	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/splint/domestic/mild steel; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0034_heavy_duty_crutch	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	crutch	a heavy-duty glass crutch for domestic care	This heavy-duty crutch is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2722	10	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/crutch/domestic/glass; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0035_heavy_duty_stretcher	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	stretcher	a heavy-duty oak stretcher for domestic care	This heavy-duty stretcher is formed chiefly from oak and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2759	20	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_medical_mobility_0001_plain_waste	industrial_medical	Authored Medical and mobility matrix: heavy-duty/stretcher/domestic/oak; priced by industrial_medical analogue.	true	salvage
industrialised_medical_mobility_0036_heavy_duty_syringe	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	syringe	a heavy-duty cotton syringe for domestic care	This heavy-duty syringe is formed chiefly from cotton and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2796	50	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/syringe/domestic/cotton; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0037_heavy_duty_forceps	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	forceps	some heavy-duty linen forceps for domestic care	These heavy-duty forceps are formed chiefly from linen and proportioned for domestic care. Their working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes them from neighbouring catalogue entries.	Small	Standard	2833	100	linen	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/forceps/domestic/linen; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0038_heavy_duty_thermometer	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	thermometer	a heavy-duty mild steel thermometer for domestic care	This heavy-duty thermometer is formed chiefly from mild steel and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2870	200	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/thermometer/domestic/mild steel; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0039_heavy_duty_case	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	case	a heavy-duty glass case for domestic care	This heavy-duty case is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2907	500	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: heavy-duty/case/domestic/glass; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0040_heavy_duty_brace	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	brace	a heavy-duty oak brace for domestic care	This heavy-duty brace is formed chiefly from oak and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2944	1	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_medical_mobility_0001_plain_waste	industrial_medical	Authored Medical and mobility matrix: heavy-duty/brace/domestic/oak; priced by industrial_medical analogue.	true	salvage
industrialised_medical_mobility_0041_folding_waste	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	waste	a folding cotton waste for domestic care	This folding waste is formed chiefly from cotton and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2981	2	cotton	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: folding/waste/domestic/cotton; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0042_folding_bandage	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	bandage	a folding linen bandage for domestic care	This folding bandage is formed chiefly from linen and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3018	5	linen	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: folding/bandage/domestic/linen; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0043_folding_splint	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	splint	a folding mild steel splint for domestic care	This folding splint is formed chiefly from mild steel and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3055	10	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: folding/splint/domestic/mild steel; priced by industrial_medical analogue.	true	
industrialised_medical_mobility_0044_folding_crutch	shared-industrialised	Medical and mobility	industrial;modern;nuclear;information	crutch	a folding glass crutch for domestic care	This folding crutch is formed chiefly from glass and proportioned for domestic care. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3092	20	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_medical	Authored Medical and mobility matrix: folding/crutch/domestic/glass; priced by industrial_medical analogue.	true	
