StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_computing_networking_0011_reinforced_scrap	shared-industrialised	Computing and networking	modern;nuclear;information	scrap	a reinforced natural rubber scrap for domestic data work	This reinforced scrap is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1265	2	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/scrap/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0012_reinforced_terminal	shared-industrialised	Computing and networking	modern;nuclear;information	terminal	a reinforced mild steel terminal for domestic data work	This reinforced terminal is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1302	5	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/terminal/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0013_reinforced_adapter	shared-industrialised	Computing and networking	modern;nuclear;information	adapter	a reinforced copper adapter for domestic data work	This reinforced adapter is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1339	10	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/adapter/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0014_reinforced_switch	shared-industrialised	Computing and networking	modern;nuclear;information	switch	a reinforced glass switch for domestic data work	This reinforced switch is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1376	20	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/switch/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0015_reinforced_cabinet	shared-industrialised	Computing and networking	modern;nuclear;information	cabinet	a reinforced natural rubber cabinet for domestic data work	This reinforced cabinet is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1413	50	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: reinforced/cabinet/domestic/natural rubber; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0016_reinforced_console	shared-industrialised	Computing and networking	modern;nuclear;information	console	a reinforced mild steel console for domestic data work	This reinforced console is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1450	100	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/console/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0017_reinforced_reader	shared-industrialised	Computing and networking	modern;nuclear;information	reader	a reinforced copper reader for domestic data work	This reinforced reader is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1487	200	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/reader/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0018_reinforced_keyboard	shared-industrialised	Computing and networking	modern;nuclear;information	keyboard	a reinforced glass keyboard for domestic data work	This reinforced keyboard is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1524	500	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/keyboard/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0019_reinforced_monitor	shared-industrialised	Computing and networking	modern;nuclear;information	monitor	a reinforced natural rubber monitor for domestic data work	This reinforced monitor is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1561	1	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: reinforced/monitor/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0020_reinforced_cable	shared-industrialised	Computing and networking	modern;nuclear;information	cable	a reinforced mild steel cable for domestic data work	This reinforced cable is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1598	2	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable	networkmedia:wired	portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: reinforced/cable/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0021_compact_scrap	shared-industrialised	Computing and networking	modern;nuclear;information	scrap	a compact copper scrap for domestic data work	This compact scrap is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1635	5	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/scrap/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0022_compact_terminal	shared-industrialised	Computing and networking	modern;nuclear;information	terminal	a compact glass terminal for domestic data work	This compact terminal is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1672	10	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/terminal/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0023_compact_adapter	shared-industrialised	Computing and networking	modern;nuclear;information	adapter	a compact natural rubber adapter for domestic data work	This compact adapter is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1709	20	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/adapter/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0024_compact_switch	shared-industrialised	Computing and networking	modern;nuclear;information	switch	a compact mild steel switch for domestic data work	This compact switch is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1746	50	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/switch/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0025_compact_cabinet	shared-industrialised	Computing and networking	modern;nuclear;information	cabinet	a compact copper cabinet for domestic data work	This compact cabinet is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1783	100	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: compact/cabinet/domestic/copper; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0026_compact_console	shared-industrialised	Computing and networking	modern;nuclear;information	console	a compact glass console for domestic data work	This compact console is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1820	200	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/console/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0027_compact_reader	shared-industrialised	Computing and networking	modern;nuclear;information	reader	a compact natural rubber reader for domestic data work	This compact reader is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1857	500	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/reader/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0028_compact_keyboard	shared-industrialised	Computing and networking	modern;nuclear;information	keyboard	a compact mild steel keyboard for domestic data work	This compact keyboard is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1894	1	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/keyboard/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0029_compact_monitor	shared-industrialised	Computing and networking	modern;nuclear;information	monitor	a compact copper monitor for domestic data work	This compact monitor is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1931	2	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: compact/monitor/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0030_compact_cable	shared-industrialised	Computing and networking	modern;nuclear;information	cable	a compact glass cable for domestic data work	This compact cable is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	1968	5	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable	networkmedia:wired	portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: compact/cable/domestic/glass; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0031_heavy_duty_scrap	shared-industrialised	Computing and networking	modern;nuclear;information	scrap	a heavy-duty natural rubber scrap for domestic data work	This heavy-duty scrap is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2005	10	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/scrap/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0032_heavy_duty_terminal	shared-industrialised	Computing and networking	modern;nuclear;information	terminal	a heavy-duty mild steel terminal for domestic data work	This heavy-duty terminal is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2042	20	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/terminal/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0033_heavy_duty_adapter	shared-industrialised	Computing and networking	modern;nuclear;information	adapter	a heavy-duty copper adapter for domestic data work	This heavy-duty adapter is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2079	50	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/adapter/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0034_heavy_duty_switch	shared-industrialised	Computing and networking	modern;nuclear;information	switch	a heavy-duty glass switch for domestic data work	This heavy-duty switch is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2116	100	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/switch/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0035_heavy_duty_cabinet	shared-industrialised	Computing and networking	modern;nuclear;information	cabinet	a heavy-duty natural rubber cabinet for domestic data work	This heavy-duty cabinet is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2153	200	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: heavy-duty/cabinet/domestic/natural rubber; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0036_heavy_duty_console	shared-industrialised	Computing and networking	modern;nuclear;information	console	a heavy-duty mild steel console for domestic data work	This heavy-duty console is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2190	500	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/console/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0037_heavy_duty_reader	shared-industrialised	Computing and networking	modern;nuclear;information	reader	a heavy-duty copper reader for domestic data work	This heavy-duty reader is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2227	1	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/reader/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0038_heavy_duty_keyboard	shared-industrialised	Computing and networking	modern;nuclear;information	keyboard	a heavy-duty glass keyboard for domestic data work	This heavy-duty keyboard is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2264	2	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/keyboard/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0039_heavy_duty_monitor	shared-industrialised	Computing and networking	modern;nuclear;information	monitor	a heavy-duty natural rubber monitor for domestic data work	This heavy-duty monitor is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2301	5	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: heavy-duty/monitor/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0040_heavy_duty_cable	shared-industrialised	Computing and networking	modern;nuclear;information	cable	a heavy-duty mild steel cable for domestic data work	This heavy-duty cable is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2338	10	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable	networkmedia:wired	portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: heavy-duty/cable/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0041_folding_scrap	shared-industrialised	Computing and networking	modern;nuclear;information	scrap	a folding copper scrap for domestic data work	This folding scrap is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2375	20	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: folding/scrap/domestic/copper; priced by industrial_household analogue.	true	
industrialised_computing_networking_0042_folding_terminal	shared-industrialised	Computing and networking	modern;nuclear;information	terminal	a folding glass terminal for domestic data work	This folding terminal is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2412	50	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: folding/terminal/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0043_folding_adapter	shared-industrialised	Computing and networking	modern;nuclear;information	adapter	a folding natural rubber adapter for domestic data work	This folding adapter is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2449	100	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: folding/adapter/domestic/natural rubber; priced by industrial_household analogue.	true	
industrialised_computing_networking_0044_folding_switch	shared-industrialised	Computing and networking	modern;nuclear;information	switch	a folding mild steel switch for domestic data work	This folding switch is formed chiefly from mild steel and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2486	200	mild steel	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: folding/switch/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_computing_networking_0045_folding_cabinet	shared-industrialised	Computing and networking	modern;nuclear;information	cabinet	a folding copper cabinet for domestic data work	This folding cabinet is formed chiefly from copper and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2523	500	copper	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_computing_networking_0001_plain_scrap	industrial_household	Authored Computing and networking matrix: folding/cabinet/domestic/copper; priced by industrial_household analogue.	true	salvage
industrialised_computing_networking_0046_folding_console	shared-industrialised	Computing and networking	modern;nuclear;information	console	a folding glass console for domestic data work	This folding console is formed chiefly from glass and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2560	1	glass	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: folding/console/domestic/glass; priced by industrial_household analogue.	true	
industrialised_computing_networking_0047_folding_reader	shared-industrialised	Computing and networking	modern;nuclear;information	reader	a folding natural rubber reader for domestic data work	This folding reader is formed chiefly from natural rubber and proportioned for domestic data work. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2597	2	natural rubber	Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Computing and networking matrix: folding/reader/domestic/natural rubber; priced by industrial_household analogue.	true	
