StableReference	Layer	Domain	EraAdmissions	Noun	ShortDescription	FullDescription	Size	Quality	WeightGrams	CostIndex	Material	Tags	FixedComponents	ProfileBindings	SupportedClaims	MorphTo	MorphSeconds	MorphEmote	DestroyedItem	PriceEvidence	SourceNote	Craftable	LifecycleKind
industrialised_science_education_0011_reinforced_waste	shared-industrialised	Science and education	industrial;modern;nuclear;information	waste	a reinforced oak waste for domestic instruction	This reinforced waste is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2376	10	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/waste/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0012_reinforced_specimen	shared-industrialised	Science and education	industrial;modern;nuclear;information	specimen	a reinforced mild steel specimen for domestic instruction	This reinforced specimen is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2413	20	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/specimen/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0013_reinforced_slide	shared-industrialised	Science and education	industrial;modern;nuclear;information	slide	a reinforced glass slide for domestic instruction	This reinforced slide is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2450	50	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/slide/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0014_reinforced_flask	shared-industrialised	Science and education	industrial;modern;nuclear;information	flask	a reinforced paper flask for domestic instruction	This reinforced flask is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2487	100	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/flask/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0015_reinforced_beaker	shared-industrialised	Science and education	industrial;modern;nuclear;information	beaker	a reinforced oak beaker for domestic instruction	This reinforced beaker is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2524	200	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: reinforced/beaker/domestic/oak; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0016_reinforced_model	shared-industrialised	Science and education	industrial;modern;nuclear;information	model	a reinforced mild steel model for domestic instruction	This reinforced model is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2561	500	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/model/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0017_reinforced_chart	shared-industrialised	Science and education	industrial;modern;nuclear;information	chart	a reinforced glass chart for domestic instruction	This reinforced chart is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2598	1	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/chart/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0018_reinforced_pointer	shared-industrialised	Science and education	industrial;modern;nuclear;information	pointer	a reinforced paper pointer for domestic instruction	This reinforced pointer is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2635	2	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/pointer/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0019_reinforced_balance	shared-industrialised	Science and education	industrial;modern;nuclear;information	balance	a reinforced oak balance for domestic instruction	This reinforced balance is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2672	5	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: reinforced/balance/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0020_reinforced_case	shared-industrialised	Science and education	industrial;modern;nuclear;information	case	a reinforced mild steel case for domestic instruction	This reinforced case is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2709	10	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: reinforced/case/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0021_compact_waste	shared-industrialised	Science and education	industrial;modern;nuclear;information	waste	a compact glass waste for domestic instruction	This compact waste is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2746	20	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/waste/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0022_compact_specimen	shared-industrialised	Science and education	industrial;modern;nuclear;information	specimen	a compact paper specimen for domestic instruction	This compact specimen is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2783	50	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/specimen/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0023_compact_slide	shared-industrialised	Science and education	industrial;modern;nuclear;information	slide	a compact oak slide for domestic instruction	This compact slide is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2820	100	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/slide/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0024_compact_flask	shared-industrialised	Science and education	industrial;modern;nuclear;information	flask	a compact mild steel flask for domestic instruction	This compact flask is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2857	200	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/flask/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0025_compact_beaker	shared-industrialised	Science and education	industrial;modern;nuclear;information	beaker	a compact glass beaker for domestic instruction	This compact beaker is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2894	500	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: compact/beaker/domestic/glass; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0026_compact_model	shared-industrialised	Science and education	industrial;modern;nuclear;information	model	a compact paper model for domestic instruction	This compact model is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2931	1	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/model/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0027_compact_chart	shared-industrialised	Science and education	industrial;modern;nuclear;information	chart	a compact oak chart for domestic instruction	This compact chart is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	2968	2	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/chart/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0028_compact_pointer	shared-industrialised	Science and education	industrial;modern;nuclear;information	pointer	a compact mild steel pointer for domestic instruction	This compact pointer is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3005	5	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/pointer/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0029_compact_balance	shared-industrialised	Science and education	industrial;modern;nuclear;information	balance	a compact glass balance for domestic instruction	This compact balance is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3042	10	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: compact/balance/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0030_compact_case	shared-industrialised	Science and education	industrial;modern;nuclear;information	case	a compact paper case for domestic instruction	This compact case is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3079	20	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: compact/case/domestic/paper; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0031_heavy_duty_waste	shared-industrialised	Science and education	industrial;modern;nuclear;information	waste	a heavy-duty oak waste for domestic instruction	This heavy-duty waste is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3116	50	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/waste/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0032_heavy_duty_specimen	shared-industrialised	Science and education	industrial;modern;nuclear;information	specimen	a heavy-duty mild steel specimen for domestic instruction	This heavy-duty specimen is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3153	100	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/specimen/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0033_heavy_duty_slide	shared-industrialised	Science and education	industrial;modern;nuclear;information	slide	a heavy-duty glass slide for domestic instruction	This heavy-duty slide is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3190	200	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/slide/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0034_heavy_duty_flask	shared-industrialised	Science and education	industrial;modern;nuclear;information	flask	a heavy-duty paper flask for domestic instruction	This heavy-duty flask is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3227	500	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/flask/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0035_heavy_duty_beaker	shared-industrialised	Science and education	industrial;modern;nuclear;information	beaker	a heavy-duty oak beaker for domestic instruction	This heavy-duty beaker is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3264	1	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: heavy-duty/beaker/domestic/oak; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0036_heavy_duty_model	shared-industrialised	Science and education	industrial;modern;nuclear;information	model	a heavy-duty mild steel model for domestic instruction	This heavy-duty model is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3301	2	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/model/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0037_heavy_duty_chart	shared-industrialised	Science and education	industrial;modern;nuclear;information	chart	a heavy-duty glass chart for domestic instruction	This heavy-duty chart is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3338	5	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/chart/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0038_heavy_duty_pointer	shared-industrialised	Science and education	industrial;modern;nuclear;information	pointer	a heavy-duty paper pointer for domestic instruction	This heavy-duty pointer is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3375	10	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/pointer/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0039_heavy_duty_balance	shared-industrialised	Science and education	industrial;modern;nuclear;information	balance	a heavy-duty oak balance for domestic instruction	This heavy-duty balance is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3412	20	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: heavy-duty/balance/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0040_heavy_duty_case	shared-industrialised	Science and education	industrial;modern;nuclear;information	case	a heavy-duty mild steel case for domestic instruction	This heavy-duty case is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3449	50	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: heavy-duty/case/domestic/mild steel; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0041_folding_waste	shared-industrialised	Science and education	industrial;modern;nuclear;information	waste	a folding glass waste for domestic instruction	This folding waste is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3486	100	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: folding/waste/domestic/glass; priced by industrial_household analogue.	true	
industrialised_science_education_0042_folding_specimen	shared-industrialised	Science and education	industrial;modern;nuclear;information	specimen	a folding paper specimen for domestic instruction	This folding specimen is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3523	200	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: folding/specimen/domestic/paper; priced by industrial_household analogue.	true	
industrialised_science_education_0043_folding_slide	shared-industrialised	Science and education	industrial;modern;nuclear;information	slide	a folding oak slide for domestic instruction	This folding slide is formed chiefly from oak and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3560	500	oak	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: folding/slide/domestic/oak; priced by industrial_household analogue.	true	
industrialised_science_education_0044_folding_flask	shared-industrialised	Science and education	industrial;modern;nuclear;information	flask	a folding mild steel flask for domestic instruction	This folding flask is formed chiefly from mild steel and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3597	1	mild steel	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: folding/flask/domestic/mild steel; priced by industrial_household analogue.	true	
industrialised_science_education_0045_folding_beaker	shared-industrialised	Science and education	industrial;modern;nuclear;information	beaker	a folding glass beaker for domestic instruction	This folding beaker is formed chiefly from glass and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3634	2	glass	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0		industrialised_science_education_0001_plain_waste	industrial_household	Authored Science and education matrix: folding/beaker/domestic/glass; priced by industrial_household analogue.	true	salvage
industrialised_science_education_0046_folding_model	shared-industrialised	Science and education	industrial;modern;nuclear;information	model	a folding paper model for domestic instruction	This folding model is formed chiefly from paper and proportioned for domestic instruction. Its working edges, contact points and load-bearing surfaces are finished for repeated handling, while visible joins make the method of construction easy to inspect. The particular balance of form, material and service duty distinguishes it from neighbouring catalogue entries.	Small	Standard	3671	5	paper	Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	Holdable		portable		0			industrial_household	Authored Science and education matrix: folding/model/domestic/paper; priced by industrial_household analogue.	true	
