stable_reference	scope	kind	family	noun	short_description	full_description	taste	material	nutrition	freshness	quality	weight_grams	cost	admission_profile
earlymodern_food_french_puff_pastry_cream_slice	EarlyModern	Prepared	Sweet	slice	a layered pastry cream slice	Thin baked puff-pastry sheets alternate with smooth sweetened cream in an early mille-feuille form.	Shattering butter layers contrast with cool vanilla-like perfume and sweetness.	wheat	Feast	Fresh	Great	300	42	EraSpecific
earlymodern_food_french_choux_cream_puffs	EarlyModern	Prepared	Sweet	puffs	cream-filled choux puffs	Cooked paste is baked hollow, then filled with sweet cream in a specialised early modern pastry technique.	Airy egg shell yields to cool dairy richness and fragrant sugar.	wheat	Feast	Fresh	VeryGood	240	36	EraSpecific
earlymodern_food_french_cheese_gougere_puffs	EarlyModern	Prepared	Dairy	puffs	cheese choux puffs	Aged cheese enriches cooked choux paste baked into hollow savoury puffs for a formal table.	Light egg pastry carries sharp curd, toast, and buttery salt.	cheese	Rich	Cooked	VeryGood	220	32	EraSpecific
earlymodern_food_french_almond_macaron_pair	EarlyModern	Prepared	Sweet	pair	a pair of early almond macarons	Ground almond, sugar, and egg white bake into two crisp-chewy rounds without later cream filling.	Brittle shells protect moist nut centres with refined sweetness.	food	Rich	Dry	VeryGood	100	24	EraSpecific
earlymodern_food_french_meringue_kisses	EarlyModern	Prepared	Sweet	plate	a plate of meringue kisses	Whipped egg white and sugar are dried into pale ridged confections using improved whisking practice.	Fragile sweetness dissolves cleanly with toasted sugar and faint egg.	egg	Sweet	Dry	VeryGood	90	22	EraSpecific
earlymodern_food_french_pistachio_like_ice_cream	EarlyModern	Prepared	Sweet	cream	a pale nut ice cream	Cream, sugar, and ground green nuts are churned against ice for elite summer service.	Cold dairy melts into buttery nuts, floral sweetness, and delicate salt.	cheese	Feast	Fresh	Great	300	55	EraSpecific
earlymodern_food_french_chocolate_ice_cream	EarlyModern	Prepared	Sweet	cream	early chocolate ice cream	Cacao, sugar, and cream are frozen by costly ice-and-salt technique into a court dessert.	Cold bitterness, dairy richness, and deep sweetness melt slowly together.	food	Feast	Fresh	Great	300	60	EraSpecific
earlymodern_food_french_fruit_sorbet	EarlyModern	Prepared	Sweet	sorbet	a churned fruit sorbet	Strained fruit syrup is churned in an ice-and-salt bath into a smooth frozen service.	Bright cold acidity and clean sweetness leave vivid fruit perfume.	food	Feast	Fresh	Great	300	48	EraSpecific
earlymodern_food_french_petit_four_selection	EarlyModern	Prepared	Sweet	selection	a selection of small oven sweets	Small iced cakes, almond biscuits, and glazed confections use residual oven heat for a dessert assortment.	Each bite shifts among nuts, fruit, crisp sugar, and rich crumb.	food	Feast	Dry	Great	350	50	EraSpecific
earlymodern_food_french_croquant_almond_biscuit	EarlyModern	Prepared	Sweet	croquant	a crisp almond croquant	Whole almonds stud a hard twice-baked biscuit cut for coffee or sweet-wine service.	Strong roasted nuts and caramelised wheat make a dry, elegant crunch.	wheat	Rich	ShelfStable	VeryGood	150	20	EraSpecific
earlymodern_food_french_chocolate_almond_dragees	EarlyModern	Prepared	Sweet	dragées	chocolate-coated almond dragées	Roasted almonds receive successive coats of sweetened cacao in a specialist confectioner's pan.	Bitter chocolate shells crack around warm nuts and polished sweetness.	food	Feast	ShelfStable	Great	150	38	EraSpecific
earlymodern_food_french_coffee_house_brioche	EarlyModern	Prepared	Bread	brioche	a coffee-house brioche	Butter and eggs enrich a feather-light yeasted bun suited to fashionable coffee-house breakfasts.	Tender crumb tastes buttery, eggy, faintly sweet, and delicately browned.	bread	Rich	Bread	VeryGood	180	22	EraSpecific
earlymodern_food_french_chocolate_dipping_biscuit	EarlyModern	Prepared	Sweet	biscuit	a chocolate-dipping biscuit	A long dry egg biscuit is shaped to soften neatly in a cup of fashionable hot chocolate.	Crisp sweet wheat becomes cake-like while retaining toasted vanilla-like perfume.	wheat	Sweet	Dry	Good	90	13	EraSpecific
earlymodern_food_french_coffee_biscuit	EarlyModern	Prepared	Sweet	biscuit	a crisp coffee biscuit	A thin butter biscuit carries roasted coffee flavour as an urban confection and beverage accompaniment.	Bitter roast cuts caramel sweetness, butter, and brittle wheat.	wheat	Rich	Dry	VeryGood	80	18	EraSpecific
earlymodern_food_french_candied_chestnut	EarlyModern	Prepared	Sweet	chestnut	a glazed candied chestnut	A whole chestnut undergoes repeated syruping until translucent, tender, and enclosed by fragile glaze.	Earthy nut softness meets vanilla-like perfume and concentrated sugar.	food	Feast	Preserved	Great	80	30	EraSpecific
earlymodern_food_british_cloth_boiled_plum_pudding	EarlyModern	Prepared	Sweet	pudding	a cloth-boiled plum pudding	Dried fruit, crumbs, suet-like fat, and spice boil for hours inside a tightly tied cloth.	Dense rich crumb carries tart fruit, dark sweetness, and warm spice.	bread	Feast	Cooked	VeryGood	800	38	EraSpecific
earlymodern_food_british_steak_kidney_pudding	EarlyModern	Prepared	Meat	pudding	a steak-and-kidney suet pudding	Meat and kidney-like offal steam inside a thick suet pastry basin until deeply succulent.	Rich gravy saturates soft pastry with mineral offal and pepper.	meat	Hearty	Cooked	Good	750	32	EraSpecific
earlymodern_food_british_sussex_like_pond_pudding	EarlyModern	Prepared	Sweet	pudding	a whole-fruit suet pudding	A whole tart fruit and sugar cook inside suet pastry, releasing a hidden pool of syrup.	Bright acidity bursts through rich dough and caramel sweetness.	dough	Rich	Cooked	VeryGood	550	30	EraSpecific
earlymodern_food_british_yorkshire_batter_pudding	EarlyModern	Prepared	Grain	pudding	a dripping-baked batter pudding	Wheat-and-egg batter bakes beneath roasting meat, rising around pools of savoury dripping.	Crisp edges and soft centre taste meaty, eggy, and deeply browned.	wheat	Rich	Cooked	Good	400	20	EraSpecific
earlymodern_food_british_steamed_suet_dumplings	EarlyModern	Prepared	Dumpling	dumplings	steamed suet dumplings	Rich fat-shortened dough balls steam atop a stew in an early modern household pot.	Soft heavy crumb absorbs peppery broth and savoury meat fat.	dough	Hearty	Cooked	Standard	350	14	EraSpecific
earlymodern_food_british_layered_trifle	EarlyModern	Prepared	Sweet	trifle	a layered English trifle	Cake, wine, custard, and whipped cream form distinct layers in a clear serving bowl.	Soft crumb, fruity sharpness, silky egg, and airy cream mingle.	bread	Feast	Fresh	Great	700	45	EraSpecific
earlymodern_food_british_syllabub_cream	EarlyModern	Prepared	Sweet	syllabub	a spoonable whipped syllabub	Wine-sharpened sweet cream is whipped into a stable foamy curd served from small glasses.	Tangy wine, floral sweetness, and airy dairy richness feel light.	cheese	Rich	Fresh	VeryGood	250	28	EraSpecific
earlymodern_food_british_pound_cake	EarlyModern	Prepared	Sweet	cake	a rich pound cake	Equal heavy measures of butter, sugar, eggs, and flour bake into a dense fine-crumbed cake.	Buttery richness, egg, and caramel sweetness make a substantial slice.	wheat	Feast	Bread	VeryGood	900	42	EraSpecific
earlymodern_food_british_caraway_seed_cake	EarlyModern	Prepared	Sweet	cake	a caraway seed cake	An egg-rich sweet cake is heavily scented with caraway for household hospitality or tea.	Aromatic seeds sharpen buttery crumb and restrained sweetness.	wheat	Rich	Bread	Good	650	28	EraSpecific
earlymodern_food_british_chelsea_currant_bun	EarlyModern	Prepared	Sweet	bun	a coiled currant bun	Enriched dough spirals around currants, butter, and spice in a fashionable London bun.	Tender layers release tart fruit, caramelised sugar, and warm spice.	bread	Rich	Bread	VeryGood	180	18	EraSpecific
earlymodern_food_british_bath_sugar_bun	EarlyModern	Prepared	Sweet	bun	a Bath-style sugar bun	A large enriched bun is dotted with sugar and dried fruit for spa-town sale.	Buttery yeast crumb carries crisp sweetness, fruit, and aromatic warmth.	bread	Rich	Bread	VeryGood	220	20	EraSpecific
earlymodern_food_british_hot_cross_bun	EarlyModern	Prepared	Sweet	bun	a marked spiced fasting bun	A fruit-studded spiced bun bears a pale cross associated with seasonal early modern sale.	Sweet spice, tart fruit, and soft yeast crumb finish warmly.	bread	Rich	Bread	Good	160	15	EraSpecific
earlymodern_food_british_tea_rusk	EarlyModern	Prepared	Bread	rusk	a refined tea rusk	A light enriched bread slice is twice baked into an elegant crisp for dipping in tea.	Dry buttery wheat tastes faintly sweet, eggy, and toasted.	bread	Light	Dry	Good	80	10	EraSpecific
earlymodern_food_british_chocolate_puff	EarlyModern	Prepared	Sweet	puff	a chocolate-flavoured puff	Whipped egg and sugar bake into a light cacao confection for a wealthy chocolate table.	Bitter cocoa-like depth balances airy sweetness and crisp edges.	food	Rich	Dry	VeryGood	100	25	EraSpecific
earlymodern_food_british_portable_soup_cake	EarlyModern	Prepared	Preserved	cake	a portable soup cake	Concentrated meat stock is dried into a hard translucent cake for ships and expeditions.	Intense salt and meat savour dissolve into a sticky gelatinous richness.	meat	Preserved	ShelfStable	Good	180	24	EraSpecific
earlymodern_food_british_naval_pease_pudding	EarlyModern	Prepared	Pulse	pudding	a naval pease pudding	Dried peas are boiled in cloth beside shipboard salt meat into a firm ration pudding.	Earthy pulse absorbs brine, smoky meat liquor, and stale fat.	food	Hearty	Cooked	Standard	500	12	EraSpecific
earlymodern_food_british_naval_duff_pudding	EarlyModern	Prepared	Sweet	duff	a shipboard boiled duff	Flour, fat, and limited dried fruit boil inside cloth as a morale-raising naval sweet.	Heavy dough tastes faintly fruity, fatty, and darkly sweet.	bread	Hearty	Cooked	Standard	500	14	EraSpecific
earlymodern_food_british_minced_tongue_sandwich	EarlyModern	Prepared	Meat	sandwich	a gambling-table tongue sandwich	Thin bread encloses seasoned cold tongue as a convenient hand-held late early-modern club meal.	Salt-cured meat, butter, and soft wheat taste rich and portable.	meat	Rich	Fresh	Good	250	18	EraSpecific
earlymodern_food_british_potted_shrimp_toast	EarlyModern	Prepared	Shellfish	shrimp	potted shrimp on toast	Small shellfish preserved under spiced butter are spread over crisp hot toast.	Sweet brine, nutty butter, pepper, and browned wheat combine richly.	fish	Rich	Cooked	VeryGood	220	24	EraSpecific
earlymodern_food_dutch_spiced_speculaas	EarlyModern	Prepared	Sweet	speculaas	a moulded Dutch speculaas	Thin brown spice dough is pressed in carved boards and baked for seasonal urban sale.	Caramel sweetness and warm traded spices dominate crisp wheat.	wheat	Rich	Dry	VeryGood	150	20	EraSpecific
earlymodern_food_dutch_oliebol_currant_fritter	EarlyModern	Prepared	Sweet	oliebol	a currant-filled oliebol	Yeasted batter with currants is fried into a round New Year market sweet and dusted with sugar.	Soft dough, tart fruit, and crisp fat taste warmly festive.	wheat	Rich	Cooked	Good	160	15	EraSpecific
earlymodern_food_dutch_poffertjes_plate	EarlyModern	Prepared	Sweet	plate	a plate of tiny Dutch pancakes	Many small yeasted buckwheat-like pancakes are cooked in a dimpled pan and buttered.	Pillowy sour grain meets browned butter and a dusting of sweetness.	wheat	Rich	Cooked	Good	250	18	EraSpecific
earlymodern_food_dutch_company_spice_cake	EarlyModern	Prepared	Sweet	cake	a Dutch company spice cake	Dark honey cake carries cinnamon-like, clove-like, and nutmeg-like aromatics moved through company trade.	Dense crumb tastes malty, peppery, sweet, and deeply perfumed.	bread	Rich	ShelfStable	VeryGood	500	32	EraSpecific
earlymodern_food_dutch_company_rice_tart	EarlyModern	Prepared	Sweet	tart	a company-trade rice tart	Imported rice cooks in custard inside pastry for an affluent Dutch urban table.	Creamy grain, egg, spice, and crisp crust taste cosmopolitan and rich.	rice	Feast	Cooked	VeryGood	550	36	EraSpecific
earlymodern_food_dutch_pickled_herring_onion_plate	EarlyModern	Prepared	Fish	herring	pickled herring with onions	Cured fish is portioned with raw onion and sour pickle for urban tavern or market eating.	Strong brine, oily fish, sharp allium, and acid strike boldly.	fish	Standard	Preserved	Good	300	18	EraSpecific
earlymodern_food_dutch_shipboard_cheese_ration	EarlyModern	Prepared	Preserved	ration	a Dutch shipboard cheese ration	A hard waxed cheese portion is cut to company measure for a long overseas voyage.	Sharp salty curd tastes nutty, dense, and faintly fermented.	cheese	Preserved	ShelfStable	Standard	250	18	EraSpecific
earlymodern_food_dutch_east_indies_meat_pie	EarlyModern	Prepared	Meat	pie	a company-return spice meat pie	Familiar Dutch pastry encloses meat seasoned heavily with aromatics arriving through Asian trade.	Rich filling and crisp crust carry pepper, sweetness, and intense perfume.	meat	Feast	Cooked	VeryGood	650	42	EraSpecific
earlymodern_food_iberian_chocolate_churros	EarlyModern	Prepared	Sweet	churros	churros for dipping in chocolate	Ridged fried dough sticks are served beside fashionable thick chocolate in an Iberian urban setting.	Crisp salty dough complements bitter cacao, sugar, and savoury oil.	wheat	Rich	Cooked	Good	220	20	EraSpecific
earlymodern_food_iberian_cacao_almond_turron	EarlyModern	Prepared	Sweet	turron	cacao-almond turron	American cacao is incorporated into familiar almond-and-sugar confection as a dark festive slab.	Bitter chocolate deepens roasted nuts, honey, and caramel sweetness.	food	Feast	ShelfStable	Great	280	42	EraSpecific
earlymodern_food_iberian_crema_burnt_sugar	EarlyModern	Prepared	Sweet	cream	a burnt-sugar custard cream	Thick egg custard receives a brittle scorched sugar lid immediately before service.	Cold creaminess contrasts with hot caramel bitterness and crisp sweetness.	egg	Feast	Fresh	VeryGood	300	30	EraSpecific
earlymodern_food_iberian_convent_yolk_threads	EarlyModern	Prepared	Sweet	threads	convent egg-yolk threads	Egg yolk is streamed into hot syrup to make delicate golden threads in a specialist convent craft.	Rich yolk and intense sugar form a silky, fragile sweetness.	egg	Feast	Preserved	Great	180	34	EraSpecific
earlymodern_food_iberian_cod_pil_pil	EarlyModern	Prepared	Fish	cod	cod in emulsified oil sauce	Salted cod is worked gently with oil until its gelatin forms a pale emulsified sauce.	Powerful brine becomes silky beneath rich oil and garlic warmth.	fish	Rich	Cooked	VeryGood	500	35	EraSpecific
earlymodern_food_iberian_cod_fritter_plate	EarlyModern	Prepared	Fish	fritters	salt-cod fritters	Reconstituted cod, egg, and flour are fried into irregular golden fritters for tavern or fast day.	Crisp batter holds flaky salt fish, herbs, and savoury oil.	fish	Rich	Cooked	Good	300	22	EraSpecific
earlymodern_food_iberian_new_world_tomato_fry	EarlyModern	Prepared	Vegetable	fry	an early Iberian tomato fry	American tomatoes are cooked down with oil and onion in a still-novel seventeenth-century savoury preparation.	Bright acidity softens into sweet fruit, rich oil, and allium.	vegetable	Standard	Cooked	Good	350	20	EraSpecific
earlymodern_food_iberian_pepper_stuffed_cod	EarlyModern	Prepared	Fish	peppers	New World peppers stuffed with cod	Introduced sweet peppers hold seasoned salt cod and crumbs in a contact-era Iberian dish.	Sweet vegetal flesh surrounds briny fish, garlic, and toasted wheat.	fish	Rich	Cooked	VeryGood	450	32	EraSpecific
earlymodern_food_german_potato_dumplings	EarlyModern	Prepared	Dumpling	dumplings	early German potato dumplings	Adopted potatoes are grated and bound into boiled dumplings as their European culinary use expands.	Soft earthy starch carries butter, salt, and faint pepper.	vegetable	Staple	Cooked	Good	450	20	EraSpecific
earlymodern_food_german_potato_pancakes	EarlyModern	Prepared	Vegetable	pancakes	early German potato pancakes	Grated adopted potato is bound and fried into crisp-edged cakes for urban and rural tables.	Crunchy fat-browned surface surrounds earthy, salty softness.	vegetable	Hearty	Cooked	Good	350	18	EraSpecific
earlymodern_food_german_coffee_house_kugelhopf	EarlyModern	Prepared	Sweet	cake	a coffee-house ring cake	Enriched yeasted batter with fruit bakes in a tall fluted mould for fashionable coffee service.	Buttery crumb, tart fruit, and spice taste fragrant and refined.	bread	Feast	Bread	VeryGood	650	34	EraSpecific
earlymodern_food_german_apple_strudel	EarlyModern	Prepared	Sweet	strudel	a thin-pastry apple strudel	Hand-stretched dough wraps spiced apples into many crisp coils in Habsburg-influenced cookery.	Flaky wheat surrounds tart fruit, butter, sweetness, and warm spice.	dough	Feast	Cooked	VeryGood	600	32	EraSpecific
earlymodern_food_german_coffee_house_linzer_torte	EarlyModern	Prepared	Sweet	torte	a latticed nut-and-fruit torte	Nut-rich pastry and tart fruit preserve bake beneath a lattice for an affluent coffee-house table.	Roasted nuts, sharp jam, butter, and spice form dense sweetness.	food	Feast	Preserved	Great	600	44	EraSpecific
earlymodern_food_german_spiced_chocolate_cake	EarlyModern	Prepared	Sweet	cake	a spiced chocolate cake	Cacao and imported aromatics darken a rich egg cake for wealthy early modern hospitality.	Bitter chocolate, butter, spice, and caramel sweetness feel opulent.	wheat	Feast	Bread	Great	600	45	EraSpecific
earlymodern_food_mediterranean_tomato_aubergine_bake	EarlyModern	Prepared	Vegetable	bake	an early tomato-aubergine bake	Adopted tomato is layered with long-established eggplant-like vegetables in a contact-era Mediterranean bake.	Bright fruit acidity cuts silky vegetables, oil, herbs, and browned cheese.	vegetable	Rich	Cooked	VeryGood	550	34	EraSpecific
earlymodern_food_mediterranean_maize_cheese_porridge	EarlyModern	Prepared	Grain	porridge	maize porridge with aged cheese	American maize meal is cooked thick and enriched with cheese as adoption spreads through Mediterranean uplands.	Sweet corn and sharp curd form creamy, salty, deeply toasted comfort.	corn	Hearty	Cooked	Good	550	23	EraSpecific
earlymodern_food_mediterranean_stuffed_tomatoes	EarlyModern	Prepared	Vegetable	tomatoes	early stuffed tomatoes	Newly adopted tomatoes are hollowed and filled with rice, herbs, and meat before baking.	Juicy acidity surrounds fragrant grain, rich savour, and green herbs.	vegetable	Rich	Cooked	VeryGood	500	33	EraSpecific
earlymodern_food_ottoman_coffee_house_baklava	EarlyModern	Prepared	Sweet	baklava	coffee-house pistachio-like baklava	Thin pastry, green nuts, and syrup form precise diamond pieces served in a prosperous coffee house.	Flaky layers, roasted nuts, and floral sweetness complement bitter coffee.	dough	Feast	Cooked	Great	250	38	EraSpecific
earlymodern_food_ottoman_coffee_house_lokma	EarlyModern	Prepared	Sweet	fritters	coffee-house syrup fritters	Small yeasted dough balls are fried and soaked in fragrant syrup for urban coffee-house trays.	Crisp shells hold airy crumb, caramel sweetness, and rose-like perfume.	wheat	Rich	Cooked	Good	220	20	EraSpecific
earlymodern_food_ottoman_tea_sesame_biscuit	EarlyModern	Prepared	Sweet	biscuit	an Ottoman sesame tea biscuit	A crisp ring biscuit coated in sesame accompanies elite tea and sherbet service.	Nutty seeds and toasted wheat taste lightly sweet and cleanly dry.	wheat	Sweet	Dry	Good	90	13	EraSpecific
earlymodern_food_ottoman_hunkar_style_aubergine	EarlyModern	Prepared	Meat	meat	meat over smoked aubergine purée	Tender meat ragout rests over a silky smoke-darkened eggplant-and-cheese purée from palace cuisine.	Deep smoke and tangy creaminess support rich meat and gentle spice.	meat	Feast	Cooked	Great	650	48	EraSpecific
earlymodern_food_ottoman_tomato_lamb_dolma	EarlyModern	Prepared	Meat	dolma	tomato-and-lamb dolma	Adopted tomatoes hold lamb, rice, and herbs in a late early-modern Ottoman preparation.	Bright fruit acidity surrounds rich mince, fragrant grain, and pepper.	meat	Rich	Cooked	VeryGood	500	35	EraSpecific
earlymodern_food_ottoman_green_pepper_dolma	EarlyModern	Prepared	Vegetable	dolma	green pepper rice dolma	New World peppers are filled with aromatic rice and fruit as they enter established dolma practice.	Sweet vegetal flesh frames fragrant grain, tart fruit, and savoury oil.	rice	Rich	Cooked	VeryGood	450	31	EraSpecific
earlymodern_food_ottoman_imperial_kebab_array	EarlyModern	Prepared	Meat	array	an imperial kebab array	Several specialised skewered and minced meat preparations are arranged together for palace service.	Char, succulent meat, aromatic fat, and varied spice shift by morsel.	meat	Feast	Cooked	Great	1000	62	EraSpecific
earlymodern_food_ottoman_ramadan_pide_loaf	EarlyModern	Prepared	Bread	loaf	a Ramadan pide loaf	A broad dimpled bread with patterned scoring and seeds is baked for evening fast-breaking.	Chewy wheat, toasted seeds, salt, and warm crust taste celebratory.	bread	Staple	Bread	Good	500	18	EraSpecific
earlymodern_food_ottoman_ramadan_gullac	EarlyModern	Prepared	Sweet	güllaç	a rose-milk güllaç	Delicate starch sheets soften in sweetened milk with rose perfume and nuts for Ramadan.	Cool tender layers carry floral creaminess and gentle nut crunch.	rice	Feast	Fresh	VeryGood	500	36	EraSpecific
earlymodern_food_ottoman_asure_palace_garnish	EarlyModern	Prepared	Sweet	aşure	an elaborately garnished aşure	Grain-and-pulse pudding receives arranged fruit, nuts, and fragrant seeds for palace distribution.	Earthy grains and tart fruit mingle beneath sweetness and aromatic crunch.	food	Feast	Cooked	VeryGood	650	35	EraSpecific
earlymodern_food_ottoman_imaret_meat_rice_ration	EarlyModern	Prepared	Meat	ration	an imaret meat-and-rice ration	A documented charitable-kitchen portion combines measured meat, rice, and broth for public distribution.	Mild grain absorbs honest meat savour, onion, and restrained seasoning.	meat	Hearty	Cooked	Standard	650	16	EraSpecific
earlymodern_food_ottoman_shipboard_bulgur_pilav	EarlyModern	Prepared	Grain	pilav	a shipboard cracked-wheat pilav	Durable cracked wheat cooks with preserved meat and onion aboard an Ottoman vessel.	Malty grain, salt meat, and browned allium create robust maritime fare.	wheat	Hearty	Cooked	Standard	650	19	EraSpecific
earlymodern_food_ottoman_preserved_cherry_meat	EarlyModern	Prepared	Meat	meat	meat with preserved sour cherries	Stored sour cherries sharpen a rich meat dish beyond their short season in an elite kitchen.	Tart fruit cuts succulent flesh, sweetness, and warm aromatic fat.	meat	Feast	Cooked	VeryGood	600	42	EraSpecific
earlymodern_food_ottoman_quince_jam_cheese_plate	EarlyModern	Prepared	Fruit	preserve	quince preserve with cheese	Perfumed quince preserve and sharp aged cheese share a composed palace or urban dessert plate.	Tart floral sweetness contrasts with salty, nutty curd.	food	Rich	Preserved	VeryGood	280	29	EraSpecific
earlymodern_food_ottoman_starch_delight_roll	EarlyModern	Prepared	Sweet	roll	a nut-filled starch delight roll	Elastic perfumed starch confection wraps crushed nuts in a carefully cut palace roll.	Floral chew surrounds roasted richness and powdered sweetness.	food	Feast	ShelfStable	Great	220	40	EraSpecific
earlymodern_food_safavid_coffee_house_saffron_cake	EarlyModern	Prepared	Sweet	cake	a Safavid coffee-house saffron cake	A fragrant yellow cake enriched with egg and nuts is portioned beside coffee.	Aromatic warmth, buttery crumb, and nut sweetness temper bitter roast.	wheat	Feast	Bread	VeryGood	350	35	EraSpecific
earlymodern_food_safavid_tea_almond_biscuit	EarlyModern	Prepared	Sweet	biscuit	a Safavid almond tea biscuit	A small almond-rich biscuit is baked crisp for developing elite tea service.	Deep nuts, cardamom-like perfume, and delicate sweetness linger dryly.	food	Rich	Dry	VeryGood	90	20	EraSpecific
earlymodern_food_safavid_jeweled_fowl_rice	EarlyModern	Prepared	Poultry	rice	Safavid jeweled fowl rice	Fragrant rice, fowl, fruit, peel, and nuts form a glittering imperial platter.	Tender poultry and perfumed grain alternate with tart jewels and nut richness.	meat	Feast	Cooked	Great	900	58	EraSpecific
earlymodern_food_safavid_pomegranate_nut_fowl	EarlyModern	Prepared	Poultry	fowl	fowl in pomegranate-nut sauce	Ground nuts and sour pomegranate-like juice reduce around fowl into a dark glossy sauce.	Tart fruit and roasted richness envelop succulent poultry and gentle spice.	meat	Feast	Cooked	VeryGood	700	48	EraSpecific
earlymodern_food_safavid_herb_plum_meat_stew	EarlyModern	Prepared	Stew	stew	a herb-and-plum meat stew	Abundant herbs and tart dried plums give a sophisticated sweet-sour balance to slow-cooked meat.	Green fragrance and fruit acidity cut through rich stock and flesh.	meat	Rich	Cooked	VeryGood	700	43	EraSpecific
earlymodern_food_safavid_stuffed_fruit_platter	EarlyModern	Prepared	Meat	platter	a platter of meat-stuffed fruits	Quinces and other firm fruits are hollowed, filled with spiced meat, and glazed together.	Perfumed tart flesh surrounds savoury mince, rice, and caramel sweetness.	meat	Feast	Cooked	Great	800	55	EraSpecific
earlymodern_food_safavid_crisp_rice_crust_cake	EarlyModern	Prepared	Grain	cake	a saffroned crisp-rice crust cake	The prized bottom crust is released whole as a golden cake and decorated for service.	Brittle buttery rice yields to aromatic softness and toasted depth.	rice	Feast	Cooked	Great	500	42	EraSpecific
earlymodern_food_safavid_rose_nut_nougat	EarlyModern	Prepared	Sweet	nougat	a rose-scented nut nougat	Whipped sugar confection holds nuts and rose perfume in a chewy palace sweet.	Floral sweetness stretches around roasted nuts and faint egg richness.	food	Feast	ShelfStable	Great	220	42	EraSpecific
earlymodern_food_safavid_sour_fruit_leather_soup	EarlyModern	Prepared	Soup	soup	a sour fruit-leather soup	Dried sour fruit sheets dissolve into broth with meat and aromatics for a distinct Persian dish.	Tart concentrated fruit enlivens savoury stock, meat, and warm spice.	meat	Hearty	Cooked	Good	600	30	EraSpecific
earlymodern_food_mughal_dum_pukht_meat_rice	EarlyModern	Prepared	Grain	rice	sealed-pot Mughal meat rice	Rice and marinated meat cook slowly beneath a dough-sealed lid, trapping steam and perfume.	Fragrant grain and tender flesh carry sour marinade and complex spice.	rice	Feast	Cooked	Great	850	58	EraSpecific
earlymodern_food_mughal_murgh_musallam	EarlyModern	Prepared	Poultry	fowl	a whole stuffed Mughal fowl	A whole fowl is marinated, stuffed with egg and rice, then glazed for imperial service.	Rich poultry, aromatic filling, nuts, and browned spice taste sumptuous.	meat	Feast	Cooked	Great	1500	75	EraSpecific
