finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason,triage_group
https://chatgpt.com/codex/cloud/security/findings/65ea64ae35a8819196dcb83169aa4768,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Return task can move arbitrary world items,"This commit promotes the employment logistics `return` action from deferred to executable. The command parser requires the literal word `container`, but then resolves an arbitrary `IGameItem` by item id or tag. `ReturnAssetActionStep.CanExecute` only checks that the item resolves and that the destination is pathable; it does not require the item to have an `IContainer` component, to have been previously loaded by this task, or to belong to the employment host. During execution, if the worker reaches the item's current location, the step calls `TryCollectTaskItem` on that arbitrary item and later `TryReturnContainer` drops or puts it at the chosen destination. A player with delegated employment task authority could therefore create a task such as `tasks create x return container <victim item id> to here` and have an employee retrieve and move unrelated reachable world items, including non-containers, bypassing the intended reusable-container boundary.",medium,new,2026-06-01T14:48:39.615163Z,2026-05-29 14:38:28 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,bdba95f96189430866b2e2a86191c6a970bde602,MudSharpCore/Commands/Helpers/EmploymentTaskAuthoringService.cs | MudSharpCore/Economy/Employment/EmploymentActionSteps.cs | MudSharpCore/Economy/Employment/EmploymentTaskBoard.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/0e02d627c8808191b09201560c01d535,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Payroll settlement mints cash without debiting funds,"The commit adds payroll liabilities, settlement, and cash claiming. However, settlement only changes payable state to ReadyToClaim/Settled and records ledger/register entries; it never checks whether the employment host has sufficient cash or withdraws from a host cash reserve/bank account. When the employee claims a cash payable, TryGiveCash creates a fresh currency pile from the currency system and gives/drops it to the actor. Default manager authority includes CreateJobOpenings, HireEmployees, and ManagePayroll, and job opening hourly rates only require a positive value, so a player or lower-trust actor who legitimately obtains employment manager authority can create or operate high-value wage liabilities and convert them into persistent in-game currency with no backing funds. This undermines world/economy integrity and can be abused to inflate currency or transfer value out of an employment host without authorization.",medium,new,2026-06-01T14:40:26.856198Z,2026-05-29 12:07:24 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,3e04d2ea523d3bdc476c6dec1de1021e614dbfab,MudSharpCore/Commands/Helpers/EmploymentCommandService.cs | MudSharpCore/Economy/Employment/EmploymentHostState.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/1fb6b2d3e0a881918c4798f92231b002,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Offering gate bypass via generic put command,"This commit introduces OfferingReceiver as an IContainer and adds offer/burn player commands. The intended offer path calls CanOffer, which evaluates CanAcceptItem with the actor and therefore runs the configured CanOfferProg. However, the generic container path calls IContainer.CanPut, and OfferingReceiver.CanPut calls CanAcceptItem(null, item). Because CanAcceptItem explicitly skips CanOfferProg when actor is null, a normal player can bypass any actor-based offering authorization by using the existing generic put command against the offering focus. Once the item is in receiver.Contents, the new burn command only checks that the item is contained and that the focus is accessible; it does not re-run CanOfferProg before executing OnBurnProg, firing offering-burn events, and deleting or replacing the offering. This can defeat builder-authored access controls such as clan/religion/permission checks and can let unauthorized players trigger scripted world effects tied to burning offerings.",medium,new,2026-06-01T12:45:18.826113Z,2026-05-28 22:14:29 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,ad98372aa8000ab8c90c8d8f3b967bd37cb0e4e7,MudSharpCore/GameItems/Prototypes/OfferingReceiverGameItemComponentProto.cs | MudSharpCore/GameItems/Components/OfferingReceiverGameItemComponent.cs | MudSharpCore/Commands/Modules/ManipulationModule.cs | MudSharpCore/Body/Implementations/BodyInventory.cs,,"Inventory, Items & Object Components"
https://chatgpt.com/codex/cloud/security/findings/1cc76347a04481918d87d263fe354af6,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Non-finite burn tick can crash game loop,"The commit adds a persistent burning spell primitive with a builder-controlled tick interval. The builder validation only checks that double.TryParse succeeds and that the value is not less than 1.0. In .NET, values such as NaN and Infinity parse successfully, and comparisons like NaN < 1.0 are false, so these non-finite values are accepted and persisted. When the spell is later cast, TickSeconds is passed into SpellBurningEffect, whose constructor calls TimeSpan.FromSeconds(Math.Max(1.0, tickSeconds)). NaN or Infinity causes TimeSpan.FromSeconds to throw. Because spell execution occurs on the main game loop, a malicious builder or compromised builder account can create a crash-on-cast spell and deny service.",medium,new,2026-06-01T12:45:36.272496Z,2026-05-28 21:39:10 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,3eed20da877ec0a3af1cc773a48ca8704c7e4486,MudSharpCore/Magic/SpellEffects/PersistentSensoryCombatSpellEffects.cs | MudSharpCore/Effects/Concrete/SpellEffects/SpellPersistentSensoryCombatEffects.cs,,"Magic, Psionics & Spell Effects"
https://chatgpt.com/codex/cloud/security/findings/6533bb8085a48191a93a997af9f8516a,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Employment managers can seize or revoke owner contracts,"The new common employment contract handling replaced legacy shop/stable role checks with generic contract operations. `TryTerminateContract` and `TryTerminateContractsForEmployee` only require `FireEmployees`, and then terminate any active contract, including `Manager` or `Proprietor` contracts. Directly hired `Manager` and `Proprietor` contracts are also granted `EmploymentAuthoritySet.All`, which includes `HireEmployees` and `FireEmployees`. As a result, a shop manager can fire a proprietor/owner via `shop fire <owner>` or `contracts fire #<id>`, bypassing the previous checks that blocked firing proprietors and restricted firing other managers. Stable role toggles are worse: `stable manager` and `stable proprietor` now call the generic toggle helper with no proprietor-only precheck, so any stable manager with hire authority can promote themselves or an accomplice to proprietor. This is an in-game authorization escalation and business-takeover/lockout issue rather than a server-wide code execution flaw.",medium,new,2026-06-01T14:42:58.439215Z,2026-05-28 21:16:50 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,c1e19a71494f631d50d928e42470a189a2944e71,MudSharpCore/Commands/Helpers/EmploymentCommandService.cs | MudSharpCore/Commands/Modules/EconomyModule.Stables.cs | MudSharpCore/Commands/Modules/EconomyModule.cs | MudSharpCore/Economy/Employment/EmploymentHostState.cs,,"Economy — Employment, Jobs & Payroll"
https://chatgpt.com/codex/cloud/security/findings/4b8ae8778aa88191a88adad373e8433d,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Shop import can bind shops to arbitrary existing cells,"The commit introduces apply-shops for untrusted legacy worldfile data. Although RunShopCommand parses the RPI rooms and the transformer can warn when a shop_vnum or store_vnum is not in the parsed room corpus, those warnings do not make the shop invalid. The baseline catalog only records all existing FutureMUD Cell.Id values, and validation accepts any positive shopfront/stockroom vnum that is present in that global set. BuildShop then stores definition.StoreVnum as StockroomCellId and definition.ShopVnum as the shopfront cell. A malicious or malformed RPI NPC shop record can therefore point shop_vnum/store_vnum at any existing cell ID in the target database, even if that cell was not imported from the supplied RPI rooms. This can attach a trading shop to unrelated existing rooms, private/player/admin locations, or an existing shopfront with a different stockroom, corrupting world state and potentially exposing unintended buy/sell interactions after the operator runs apply-shops --execute. This is especially dangerous because the room importer may assign fallback IDs when legacy vnums collide, so legacy vnum equality is not a reliable proof that a cell is the converted room.",medium,new,2026-06-01T12:44:17.914227Z,2026-05-28 20:47:23 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,e713cd1b079dff5609c7fde70915e94cae268c40,RPI Engine Worldfile Converter/FutureMudShopImporter.cs | RPI Engine Worldfile Converter/FutureMudRoomImporter.cs,,RPI Engine Importer & Generated Exports
https://chatgpt.com/codex/cloud/security/findings/23ad70752a948191be5405cf814909e8,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Unbounded astronomical event searches allow CPU DoS,"This commit adds astronomical event lookup functions that take a caller-controlled occurrence parameter. The value is converted directly to an int and passed to AstronomicalEventService.TryFindNext without any upper limit. TryFindNext repeats the full event search once per occurrence, and each single search may scan up to 800 days in 30-minute steps before refining. The visible-crescent path is even more expensive because each occurrence can perform up to 90 sunset searches. A malicious or careless staff-authored FutureProg, or a JuniorAdmin using the new time event preview command, can request a very large occurrence and consume CPU for a long period on the server thread. If that FutureProg is attached to hooks or commands reachable by normal players, players can repeatedly trigger the expensive search and cause an availability impact.",medium,new,2026-06-01T13:13:23.963133Z,2026-05-22 20:32:46 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,ef1676ef3b768654200719aa4b95cb337c519dcc,MudSharpCore/FutureProg/Functions/Celestials/AstronomicalEventFunctions.cs | MudSharpCore/Celestial/AstronomicalEventService.cs | MudSharpCore/Commands/Modules/TimeModule.cs,,"Climate, Weather, Time & Scheduling"
https://chatgpt.com/codex/cloud/security/findings/9a32ed0573948191a8d2e23acdfd32aa,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Herd driving bypasses exit access controls,"The commit adds `field herd drive <herd> <direction> [count]`. The command resolves a visible exit and destination agriculture field, then immediately calls `DriveHerdTo`. Neither the command nor `DriveHerdTo` calls `actor.CanCross(exit)` or otherwise enforces normal exit blockers. In this codebase, normal character movement uses `CanCross` to prevent crossing closed doors, magical barriers, and guarded exits. Because herd driving only checks field/property ownership and pasture state, an authenticated player who can access a source field can move abstract herds through closed/locked doors, magical barriers, or guarded exits into an adjacent unowned/authorized field that the player could not physically enter. This is an authorization/integrity flaw in the game-world access-control boundary for valuable livestock state.",medium,new,2026-06-01T13:16:53.662911Z,2026-05-21 06:15:49 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,6bc8650f26d787003e2df40ad981749c253c6e7e,MudSharpCore/Commands/Modules/AgricultureModule.cs | MudSharpCore/Work/Agriculture/AgricultureField.cs | MudSharpCore/Character/CharacterMovement.cs,,"Crafting, Agriculture, Materials & Resources"
https://chatgpt.com/codex/cloud/security/findings/0183157d47f48191a76934b54f337995,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Craft field input bypasses field property authorization,"This commit introduces AgricultureFieldInput for crafts. Its ScoutInput and IsInput methods accept any agriculture field in the actor's current location if the field state matches the craft requirements, and ReserveInput can immediately call ConsumeCropYield or ConsumeWoodlandYield. Unlike normal agriculture commands and field operations, this path does not check whether the field is on a property and whether the actor is an owner, leaseholder, or administrator. If a craft using this input is available, a normal authenticated player who can enter the room can use the craft system to consume another property's crop or woodland yield despite the agriculture command authorization checks denying direct field work.",medium,new,2026-06-01T13:22:08.565106Z,2026-05-20 20:19:17 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,ce72c152049819e92c6bbe32e1a6628bcb8e6454,MudSharpCore/Work/Crafts/Inputs/AgricultureFieldInput.cs | MudSharpCore/Work/Agriculture/AgricultureField.cs | MudSharpCore/Commands/Modules/AgricultureModule.cs,,"Crafting, Agriculture, Materials & Resources"
https://chatgpt.com/codex/cloud/security/findings/8f3d8714cb4c8191bd6c0daa26d58911,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Player field command can silently remove arbitrary NPCs,"The agriculture module registers `field` as a normal player command and routes `field herd absorb` to code that targets any visible actor. The only field access check is property ownership/leaseholder status when the field is inside a property; unowned/public agriculture fields are allowed for everyone. Once a herd definition is selected, `AbsorbNpcIntoHerd` only rejects null targets, player characters, or NPCs outside the cell. It does not verify that the target NPC is an animal, livestock, controlled by the actor, tagged for agriculture, or created from the selected herd's NPC template. It then calls `npc.Quit(silent: true)` and increments the abstract herd count. A normal authenticated player standing in a field with an important NPC, such as a guard, merchant, quest mob, or admin-placed NPC, can remove that NPC from the live world by absorbing it into any herd definition.",medium,new,2026-06-01T13:20:11.948093Z,2026-05-20 11:59:28 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,759e2988f4fe9660fe3fada7a8117f156e943bc1,MudSharpCore/Commands/Modules/AgricultureModule.cs | MudSharpCore/Work/Agriculture/AgricultureField.cs,,"Crafting, Agriculture, Materials & Resources"
https://chatgpt.com/codex/cloud/security/findings/fca4316f9dec8191942dcc7069ae3542,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Dragging suppresses linkdead logout indefinitely,"This commit broadens no-timeout behavior from the new hitch use case to the generic Dragging effect. The disconnect handler checks CombinedEffectsOfType<INoTimeOutEffect>(); if any applies, it does not schedule the normal LinkdeadLogout and removes any existing one. Because the normal player 'drag' command creates a Dragging effect for any movable item and for eligible characters, a player can start dragging a holdable object and disconnect, leaving their character online indefinitely without the usual 10-minute cleanup. Similarly, a dragged character receives DragTarget, which now also implements INoTimeOutEffect, so an attacker who can drag an incapacitated or otherwise eligible player can prevent that player's linkdead timeout while the effect remains. This is an availability/resource-exhaustion issue and also affects account/session integrity for dragged victims.",medium,new,2026-06-01T13:31:51.324588Z,2026-05-20 11:43:25 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,29e3b2eeab0af19c53b2149064072e2f61b5b4e5,MudSharpCore/Effects/Concrete/Dragging.cs | MudSharpCore/Framework/FuturemudControlContext.cs | MudSharpCore/Commands/Modules/ManipulationModule.cs,,"Movement, Mounts, Vehicles & Dragging"
https://chatgpt.com/codex/cloud/security/findings/bdb522c96fe8819190f4943cf883d8fd,FutureMUD/FutureMUD,https://github.com/FutureMUD/FutureMUD,Unhitch can cancel unrelated character drags,"The commit adds `unhitch <character>` support for character and mount hitches, but the removal helper operates on all `Dragging` effects involving that character. Ordinary dragging is an existing movement/custody mechanic with its own checks, while character hitches are marked by a separate `CharacterHitch` effect. Because `Unhitch` calls `RemoveCharacterHitches` for any visible character and that helper removes unfiltered `Dragging` effects, any authenticated player in the same room can cancel another character's ordinary drag, including a guard/staff/NPC/player dragging a prisoner, unconscious character, or other target. This bypasses the normal authority/ownership/struggle controls for drag state and causes unauthorized in-game state manipulation.",medium,new,2026-06-01T13:27:18.006890Z,2026-05-20 10:47:29 +1000,luke.russell.cunningham@gmail.com,,,false,user-IoCe8jumpATRNJrqq5MmMGQr:github-624852333,935bed0c4194f1faaf64098f1b673d64aeed0c17,MudSharpCore/Commands/Modules/VehicleModule.cs,,"Movement, Mounts, Vehicles & Dragging"
